first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Alisson,Becker,0,0,91,2340,31,0.1,479.8,0.0,8,389,47.8,8,0,1,5.1,54,GK,16.9
Giorgi,Mamardashvili,0,0,34,867,18,0.0,275.6,0.0,2,139,27.5,2,0,0,0.7,41,GK,8.3
Ármin,Pécsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,38,GK,0.0
Freddie,Woodman,0,0,6,212,4,0.0,83.8,0.0,0,34,8.4,0,0,0,0.3,39,GK,1.5
Jeremie,Frimpong,0,5,63,1032,13,244.6,133.2,186.0,1,237,56.5,5,0,1,4.9,57,DEF,11.1
Milos,Kerkez,2,1,85,2251,37,415.8,434.6,141.0,4,357,99.4,6,0,4,2.9,56,DEF,15.2
Andrew,Robertson,1,0,55,1165,16,318.8,239.8,121.0,4,216,68.2,4,0,0,1.2,57,DEF,9.6
Virgil,van Dijk,6,1,175,3420,53,215.9,1169.4,490.0,10,593,187.6,10,0,4,31.5,61,DEF,28.7
Ibrahima,Konaté,1,0,129,3090,45,160.5,779.2,119.0,8,532,106.1,10,0,7,3.8,54,DEF,23.9
Conor,Bradley,0,2,42,928,13,105.2,157.4,62.0,2,157,32.3,4,0,5,0.1,49,DEF,8.6
Joe,Gomez,0,2,33,594,14,77.8,122.8,31.0,2,94,23.2,2,0,4,0.2,49,DEF,6.7
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF,0.0
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,37,DEF,0.0
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,37,DEF,0.0
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,37,DEF,0.0
Mohamed,Salah,7,7,123,2144,35,740.7,524.8,805.0,11,392,207.1,7,0,1,15.2,140,MID,8.8
Florian,Wirtz,5,4,125,2374,32,908.2,526.4,665.0,17,521,210.0,10,0,1,8.5,83,MID,15.1
Luis,Díaz Marulanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,80,MID,0.0
Cody,Gakpo,7,5,131,2736,39,714.7,540.4,831.0,5,449,208.4,10,0,3,5.6,73,MID,17.9
Federico,Chiesa,2,1,37,317,9,47.5,122.0,182.0,0,135,34.9,0,0,3,0.3,63,MID,5.9
Alexis,Mac Allister,2,5,108,2654,41,562.2,475.4,365.0,9,490,139.9,7,0,7,1.8,61,MID,17.7
Dominik,Szoboszlai,6,7,160,3232,52,1324.6,867.8,417.0,21,780,260.9,9,1,8,15.1,71,MID,22.5
Curtis,Jones,1,3,81,1923,37,412.1,407.4,227.0,6,447,104.6,3,0,2,0.1,54,MID,15.0
Ryan,Gravenberch,5,5,144,2991,42,497.2,687.0,220.0,17,671,140.1,9,0,5,3.7,54,MID,26.7
Endo,Wataru,0,1,12,170,5,18.1,56.0,6.0,0,49,8.0,1,0,1,0.1,49,MID,2.4
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,MID,0.0
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Trey,Nyoni,0,0,6,21,1,13.4,4.2,4.0,0,11,2.1,0,0,0,0.3,43,MID,1.4
Darwin,Núñez Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,FWD,0.0
Alexander,Isak,3,1,41,694,9,39.2,146.4,191.0,4,140,36.9,1,0,0,3.8,103,FWD,4.0
Hugo,Ekitiké,11,4,125,1797,25,307.2,525.8,739.0,22,433,156.2,7,0,0,15.7,90,FWD,13.9
Rio,Ngumoha,2,1,43,547,12,222.8,176.0,203.0,4,188,60.1,2,0,0,1.4,43,MID,10.0
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF,0.0
Kieran,Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Will,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Talla,Ndiaye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Antoine,Semenyo,17,6,202,3200,52,607.4,923.2,1047.0,18,678,257.7,12,0,7,46.2,80,MID,25.2
James,Trafford,0,0,13,360,6,0.0,118.0,0.0,0,67,11.9,1,0,0,0.9,45,GK,2.9
Marc,Guéhi,3,5,179,3150,35,304.6,901.6,402.0,14,688,160.9,14,0,6,32.6,51,DEF,35.1
Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,53,GK,0.0
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,GK,0.0
Rayan,Aït-Nouri,0,2,60,971,8,216.4,195.6,90.0,9,237,50.2,5,0,2,4.1,57,DEF,10.5
Joško,Gvardiol,2,2,79,1370,13,109.5,369.0,218.0,5,303,69.8,6,0,2,3.2,58,DEF,13.6
Manuel,Akanji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,54,DEF,0.0
Nathan,Aké,0,0,36,686,9,111.7,132.4,78.0,1,151,32.4,3,0,1,0.6,52,DEF,6.9
Abdukodir,Khusanov,0,0,67,1427,13,112.2,299.0,26.0,3,293,43.9,6,0,2,0.7,54,DEF,12.4
Matheus,Nunes,1,8,154,2861,28,545.0,696.0,131.0,16,676,137.6,12,0,5,2.9,53,DEF,29.1
Rúben,dos Santos Gato Alves Dias,2,0,113,2139,22,152.2,560.8,96.0,4,453,81.0,12,0,3,3.1,55,DEF,20.5
John,Stones,0,0,16,436,10,24.4,101.8,4.0,0,55,13.0,1,0,0,0.6,54,DEF,3.0
Rico,Lewis,0,1,19,401,7,112.5,70.8,55.0,2,72,23.8,1,0,2,1.2,46,DEF,4.1
Nico,O'Reilly,5,4,160,2643,25,413.9,653.8,573.0,10,567,164.1,14,0,5,19.2,53,DEF,30.2
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Omar,Marmoush,3,3,56,691,5,159.8,203.2,284.0,5,182,64.4,4,0,3,2.9,83,MID,6.7
Phil,Foden,7,5,131,2078,19,918.8,583.2,520.0,13,563,201.9,11,0,4,7.8,80,MID,16.4
Sávio,Moreira de Oliveira,1,2,43,817,7,198.4,138.6,321.0,1,140,65.8,3,0,2,0.4,69,MID,6.2
Bernardo,Mota Veiga de Carvalho e Silva,2,4,102,2869,30,809.0,514.0,353.0,4,534,167.8,13,0,10,0.7,62,MID,16.5
Rayan,Cherki,4,13,135,1772,18,996.6,604.2,579.0,16,580,218.1,8,0,1,17.4,65,MID,20.8
Jérémy,Doku,5,8,120,1773,18,841.6,540.2,645.0,15,526,202.5,8,0,0,6.6,65,MID,18.5
İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID,0.0
Rodrigo 'Rodri',Hernandez Cascante,1,1,69,1510,15,421.5,358.0,122.0,6,350,90.3,5,0,3,0.5,63,MID,11.0
Mateo,Kovačić,0,1,9,125,3,65.5,46.0,3.0,0,41,11.5,0,0,0,0.0,58,MID,1.6
Nico,González Iglesias,1,0,63,1561,18,234.1,309.8,72.0,1,337,61.5,7,0,6,0.1,59,MID,10.7
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Tijjani,Reijnders,5,3,92,1623,18,347.8,340.0,435.0,6,337,111.2,7,0,2,8.9,50,MID,18.4
Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,MID,0.0
Erling,Haaland,27,8,239,2953,32,320.1,1180.4,1520.0,43,952,302.3,13,0,2,62.5,147,FWD,16.3
Gianluigi,Donnarumma,0,0,135,3060,29,10.3,666.6,2.0,5,567,68.0,15,0,8,9.3,56,GK,24.1
Divine,Mukasa,0,0,2,25,0,28.3,4.2,4.0,0,5,3.7,0,0,0,0.0,44,MID,0.5
Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DEF,0.0
Ryan,McAidoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Charlie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Reigan,Heskey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Alleyne,0,0,5,135,1,14.8,34.0,26.0,0,27,7.5,0,0,0,0.0,39,DEF,1.3
Bryan,Mbeumo,11,3,148,2611,37,803.1,628.8,882.0,16,528,231.4,8,0,4,15.0,83,MID,17.8
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.3,47,GK,2.3
André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GK,0.0
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,GK,0.0
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Matthijs,de Ligt,1,0,43,1170,20,60.2,276.6,122.0,5,169,45.7,1,0,0,1.8,49,DEF,8.8
Lisandro,Martínez,0,0,51,1229,15,94.9,302.8,19.0,3,241,42.0,5,1,0,0.4,48,DEF,10.6
Noussair,Mazraoui,0,0,53,977,10,122.4,209.0,37.0,6,233,36.8,5,0,3,0.3,49,DEF,10.8
Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,41,DEF,0.0
Diogo,Dalot Teixeira,1,6,111,2609,40,458.5,535.8,202.0,9,414,119.6,7,0,5,3.8,45,DEF,24.7
Patrick,Dorgu,4,4,95,1440,20,394.2,469.0,341.0,11,321,120.3,4,0,5,2.4,41,DEF,23.2
Harry,Maguire,1,2,90,1649,20,62.5,381.6,184.0,5,315,63.0,7,1,3,1.7,44,DEF,20.5
Luke,Shaw,1,1,113,3220,45,314.8,560.2,97.0,3,449,97.4,10,0,9,1.1,45,DEF,25.1
Leny,Yoro,0,1,56,1730,33,83.1,327.0,124.0,1,191,53.2,2,0,1,1.2,41,DEF,13.7
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Tyler,Fredricson,0,0,1,2,0,0.0,4.0,0.0,0,4,0.4,0,0,0,0.2,37,DEF,0.3
Ayden,Heaven,0,1,42,920,15,32.0,233.6,26.0,3,164,29.1,2,0,2,2.6,37,DEF,11.4
Tyrell,Malacia,0,0,3,15,1,1.5,7.6,0.0,0,6,0.9,0,0,0,0.6,37,DEF,0.8
Bruno,Borges Fernandes,9,24,235,3065,46,1938.5,1258.0,614.0,41,1008,381.4,7,0,5,48.0,104,MID,22.6
Matheus,Santos Carneiro da Cunha,10,4,143,2493,35,545.4,675.8,801.0,14,591,202.5,8,0,4,8.7,81,MID,17.7
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID,0.0
Amad,Diallo,2,5,91,2339,33,596.1,436.6,600.0,7,463,163.5,6,0,2,1.3,62,MID,14.7
Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Mason,Mount,3,0,58,1010,15,214.1,201.2,165.0,3,201,58.0,5,0,2,0.3,59,MID,9.8
Carlos Henrique,Casimiro,9,4,165,2575,32,536.1,903.6,585.0,20,636,202.8,9,1,9,3.8,58,MID,28.4
Kobbie,Mainoo,1,2,73,1653,22,360.1,365.0,94.0,2,340,82.1,6,0,2,1.4,47,MID,15.5
Manuel,Ugarte Ribeiro,0,0,38,876,23,83.6,167.2,48.0,0,183,29.8,1,0,1,0.1,47,MID,8.1
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Jack,Fletcher,0,0,3,107,0,24.4,18.6,5.0,0,10,4.8,0,0,0,0.1,43,MID,0.7
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD,0.0
Joshua,Zirkzee,2,1,42,607,8,177.7,164.4,245.0,6,146,58.3,2,0,3,0.4,58,FWD,7.2
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,42,FWD,0.0
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Benjamin,Sesko,11,2,111,1630,30,156.1,483.8,803.0,19,405,143.4,2,0,2,4.6,72,FWD,15.4
Senne,Lammens,0,0,109,2880,39,0.0,635.6,2.0,11,413,63.7,8,0,0,3.6,51,GK,21.4
Shea,Lacey,0,0,3,40,0,2.1,4.0,16.0,0,9,1.7,0,0,0,0.0,45,MID,0.7
Bendito,Mantato,0,0,1,15,0,11.7,2.2,0.0,0,3,1.4,0,0,0,0.0,45,MID,0.2
Tyler,Fletcher,0,0,2,17,0,3.0,0.8,0.0,0,6,0.3,0,0,0,0.0,44,MID,0.5
Godwill,Kukonki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Jim,Thwaites,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jacob,Ramsey,2,3,62,1441,31,330.3,304.4,165.0,3,303,79.9,1,1,3,0.3,53,MID,11.7
Yoane,Wissa,1,1,27,517,11,46.7,58.0,163.0,0,70,25.5,1,0,3,0.6,73,FWD,3.7
Nick,Pope,0,1,96,2416,38,0.0,671.0,35.0,3,414,70.7,7,0,2,4.5,50,GK,19.2
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Lewis,Hall,1,2,79,2176,39,433.6,550.2,196.0,4,347,118.0,4,0,4,3.3,53,DEF,14.9
Fabian,Schär,0,0,51,1089,13,63.6,291.2,108.0,0,186,46.4,4,0,1,1.1,52,DEF,9.8
Sven,Botman,1,1,89,1834,27,85.8,597.0,190.0,6,332,87.4,5,0,2,0.5,49,DEF,18.2
Dan,Burn,1,3,93,2195,36,107.3,525.8,186.0,5,286,82.1,6,1,9,3.6,50,DEF,18.6
Tino,Livramento,0,1,59,1326,14,199.7,219.4,42.0,3,252,46.1,6,0,1,1.8,49,DEF,12.0
Kieran,Trippier,0,1,54,1586,27,488.5,288.0,14.0,2,225,79.0,5,0,3,1.4,49,DEF,11.0
Emil,Krafth,0,0,0,45,2,1.2,1.4,0.0,0,-8,0.3,0,0,0,0.0,43,DEF,0.0
Jamaal,Lascelles,0,0,1,19,2,0.0,10.2,7.0,0,0,1.7,0,0,0,0.0,43,DEF,0.2
Alex,Murphy,0,0,2,7,1,0.6,10.2,2.0,0,3,1.3,0,0,0,0.7,38,DEF,0.5
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF,0.0
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Anthony,Gordon,6,4,101,1798,30,404.2,393.8,514.0,10,352,130.9,8,1,3,3.1,72,MID,14.0
Anthony,Elanga,0,1,48,1302,28,266.7,130.4,185.0,0,179,57.8,2,0,0,2.6,65,MID,7.4
Harvey,Barnes,7,1,106,1951,31,387.5,404.0,682.0,9,349,147.0,5,0,1,1.3,61,MID,17.4
Bruno,Guimarães Rodriguez Moura,9,7,154,2456,37,756.7,782.4,488.0,22,681,202.9,6,0,6,6.5,69,MID,22.3
Jacob,Murphy,3,2,82,1606,20,393.7,330.8,346.0,5,314,106.0,8,0,2,0.6,59,MID,13.9
Joelinton Cássio,Apolinário de Lira,2,1,73,1950,27,296.3,324.4,329.0,2,304,95.0,5,0,10,0.3,59,MID,12.4
Sandro,Tonali,0,2,81,2534,38,534.1,398.0,198.0,2,477,113.4,7,0,4,1.0,53,MID,15.3
Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Joe,Willock,0,2,38,972,18,205.8,145.4,204.0,0,166,55.5,3,0,3,0.1,50,MID,7.6
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Lewis,Miley,1,4,72,1493,22,251.4,342.6,136.0,5,334,73.0,2,0,0,1.7,44,MID,16.4
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
William,Osula,7,1,76,805,14,82.6,256.6,284.0,13,284,62.2,2,0,0,2.1,55,FWD,13.8
Sean,Neave,0,0,1,13,1,0.0,0.0,5.0,0,2,0.5,0,0,0,0.3,43,FWD,0.2
Aaron,Ramsdale,0,0,25,1003,17,10.0,212.8,0.0,1,107,22.3,1,0,2,0.7,48,GK,5.2
Malick,Thiaw,4,0,126,2963,52,114.3,868.0,409.0,12,436,138.9,5,0,4,4.7,49,DEF,25.7
Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,MID,0.0
Nick,Woltemade,8,4,108,1896,29,314.4,447.2,425.0,12,399,117.5,8,0,0,6.5,67,FWD,16.1
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Sam,Alabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Oleksandr,Zinchenko,0,0,7,352,6,83.4,80.8,22.0,0,56,18.6,0,0,0,0.2,49,DEF,1.4
Stefan,Ortega Moreno,0,0,11,270,4,0.0,68.6,0.0,0,38,6.9,1,0,0,0.2,47,GK,2.3
James,McAtee,0,1,17,288,9,82.0,51.6,39.0,0,60,17.3,0,0,1,0.1,50,MID,3.4
Matz,Sels,0,0,105,2667,39,10.0,730.0,0.0,3,431,74.0,7,0,2,5.0,46,GK,22.8
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Nikola,Milenković,0,1,119,3375,51,66.9,680.4,120.0,2,401,86.9,9,0,6,3.3,51,DEF,23.3
Murillo,Costa dos Santos,1,0,83,2130,29,115.5,542.2,82.0,3,333,74.0,6,0,5,1.8,52,DEF,16.0
Ola,Aina,0,2,67,1587,19,160.3,285.2,58.0,5,264,50.5,6,0,3,2.1,47,DEF,14.3
Neco,Williams,2,3,128,3203,48,572.3,804.0,380.0,15,531,175.6,9,1,6,4.2,48,DEF,26.7
David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Jair,Paula da Cunha Filho,0,0,13,514,7,15.2,98.0,29.0,0,48,14.2,0,0,0,0.1,42,DEF,3.1
Felipe,Rodrigues da Silva,1,0,53,1340,23,37.6,371.2,96.0,1,190,50.5,2,0,5,0.1,43,DEF,12.3
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Zach,Abbott,0,0,3,165,4,6.4,25.4,0.0,0,3,3.2,0,0,0,0.2,38,DEF,0.8
Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Morgan,Gibbs-White,15,4,188,3101,45,747.7,843.8,836.0,18,712,242.5,10,0,1,9.2,76,MID,24.7
Callum,Hudson-Odoi,3,4,88,1838,26,611.7,366.6,330.0,8,358,130.6,6,0,0,0.6,57,MID,15.4
Elliot,Anderson,4,5,180,3332,50,961.5,915.2,310.0,16,795,219.0,10,0,8,9.4,57,MID,31.6
João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.0,54,MID,0.2
Nicolás,Domínguez,1,1,48,1168,20,193.5,264.8,138.0,3,229,59.7,3,0,3,0.0,50,MID,9.6
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Ibrahim,Sangaré,2,2,89,2073,26,205.9,434.4,126.0,2,366,76.8,8,0,5,0.1,49,MID,18.2
Ryan,Yates,0,2,30,602,7,79.7,139.0,55.0,0,123,27.2,0,0,3,0.1,47,MID,6.4
Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Chris,Wood,3,0,41,896,14,88.4,139.0,266.0,4,145,48.0,2,0,0,4.7,71,FWD,5.8
Igor Jesus,Maciel da Cruz,6,6,114,2293,37,240.7,420.6,726.0,13,407,136.4,9,0,2,2.4,59,FWD,19.3
Taiwo,Awoniyi,4,2,43,480,4,79.0,177.2,235.0,4,170,48.4,1,0,2,0.4,52,FWD,8.3
Dan,Ndoye,1,2,50,1167,17,217.7,166.4,180.0,4,178,56.6,2,0,1,0.7,55,MID,9.1
Angus,Gunn,0,0,1,45,0,0.0,1.2,0.0,0,4,0.1,0,0,0,1.1,40,GK,0.2
Omari,Hutchinson,1,7,82,1676,24,527.1,333.6,356.0,3,329,121.6,6,0,1,0.1,54,MID,15.2
Arnaud,Kalimuendo,0,0,9,89,3,17.7,6.8,39.0,0,24,6.3,0,0,0,0.1,60,FWD,1.5
John Victor,Maciel Furtado,0,0,11,437,8,0.0,56.4,0.0,0,32,5.7,1,0,1,0.3,40,GK,2.8
Nicolò,Savona,2,0,39,1025,18,123.2,216.6,94.0,0,131,43.5,3,0,2,0.0,45,DEF,8.7
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Dilane,Bakwa,0,2,26,549,10,178.8,86.4,95.0,1,100,35.6,2,0,1,0.0,59,MID,4.4
Lorenzo,Lucca,1,0,9,126,1,13.0,37.2,39.0,0,33,8.5,1,0,0,0.0,53,FWD,1.7
Luca,Netz,0,0,11,353,5,30.1,63.4,10.0,0,33,10.4,0,0,0,0.0,45,DEF,2.4
Archie,Whitehall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jimmy,Sinclair,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Lamin,Sillah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK,0.0
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Ballard,2,2,116,2144,35,181.2,662.8,370.0,9,340,121.5,6,1,4,2.4,46,DEF,25.2
Trai,Hume,2,1,110,3032,42,421.3,547.8,248.0,6,383,120.9,9,0,9,0.3,45,DEF,24.4
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Dennis,Cirkin,0,0,14,319,2,9.7,59.2,10.0,0,43,7.5,1,0,2,0.0,40,DEF,3.5
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Luke,O'Nien,0,1,26,565,7,27.6,103.0,40.0,1,90,17.1,2,1,1,0.1,40,DEF,6.5
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Reinildo,Mandava,0,2,74,1966,27,130.2,376.4,39.0,6,281,54.7,6,1,7,3.0,38,DEF,19.5
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF,0.5
Simon,Adingra,1,1,34,649,8,116.8,81.4,75.0,3,81,27.0,4,0,2,0.3,49,MID,6.9
Habib,Diarra,2,6,65,1403,19,153.8,166.2,234.0,3,209,53.9,5,0,6,0.1,53,MID,12.3
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.2
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Enzo,Le Fée,5,6,147,2930,43,816.4,725.8,324.0,16,621,186.9,10,0,5,1.6,48,MID,30.6
Romaine,Mundle,0,0,14,399,11,33.6,29.4,69.0,0,42,12.7,0,0,1,0.0,49,MID,2.9
Dan,Neil,0,0,3,13,0,1.4,3.0,0.0,0,10,0.4,0,0,0,0.0,48,MID,0.6
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Chris,Rigg,1,1,36,758,11,142.8,114.6,103.0,1,136,36.0,3,0,1,0.1,47,MID,7.7
Noah,Sadiki,0,2,80,2891,42,333.3,347.6,162.0,0,410,84.6,9,0,9,0.1,49,MID,16.3
Chemsdine,Talbi,4,2,83,1553,14,211.5,238.8,245.0,6,248,69.1,7,0,0,0.2,49,MID,16.9
