assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2006-11-09,0,0,False,True,None,None,0,0,0,596042,None,,0,0,0,0,0.0,753,319,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kieran,0.0,689,275,0,0,0,False,0.0,760,320,746,False,0.0,760,320,,0,,None,45,497,307,p596042,0,0,None,0,,596042.jpg,0.0,761,321,0,0,0,242,False,0,0,,[],Morrison,0.0,745,314,False,None,0,0,a,0,12,14,2025-01-29,0.0,740,316,0,1220,0,1010,0,0.0,0.0,Morrison,0
0,2006-01-12,0,0,False,True,None,None,0,0,0,519440,None,,0,0,0,0,0.0,609,228,0,0,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Wellity,0.0,508,194,0,0,0,False,0.0,620,229,760,False,0.0,617,229,,0,,None,40,725,187,p519440,0,0,None,0,,519440.jpg,0.0,627,228,0,0,0,200,False,0,0,,[],Lucky,0.0,678,239,False,None,0,0,a,0,12,14,2025-08-01,0.0,578,224,0,1450,0,1285,0,0.0,0.0,Lucky,0
0,2008-01-01,0,0,False,True,None,None,0,0,0,677945,None,,0,0,0,0,0.0,773,85,0,0,None,,0,4,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Will,0.0,711,77,0,0,0,False,0.0,780,86,830,False,0.0,780,86,,0,,None,45,524,76,p677945,0,0,None,0,,677945.jpg,0.0,780,86,0,0,0,241,False,0,0,,[],Wright,0.0,773,93,False,None,0,0,a,0,12,14,2025-08-04,0.0,761,85,0,604,0,179,0,0.0,0.0,Wright,0
0,2008-01-06,0,0,False,True,None,None,0,0,0,718875,None,,0,0,0,0,0.0,637,252,0,0,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Talla,0.0,540,222,0,0,0,False,0.0,648,253,832,False,0.0,645,253,Talla Ndiaye,0,,None,40,758,216,p718875,0,0,None,0,,718875.jpg,0.0,655,252,0,0,0,189,False,0,0,,[],Ndiaye,0.0,807,267,False,None,0,0,a,0,12,14,2026-04-02,0.0,608,250,0,273,0,57,0,0.0,0.0,Ndiaye,0
6,2000-01-07,18,678,False,True,100,100,12,0.34,49,437730,None,,0,0,10,-10,607.4,36,33,236,6.64,4,,5,3,4.3,4.7,6,3.12,0.09,14.21,0.4,11.10,47.67,1.34,0.31,Antoine,4.2,66,28,52,1.46,17,False,257.7,5,4,82,True,923.2,10,2,,3200,,2025-11-17T13:00:08.045504Z,80,17,12,p437730,0,1,None,0,,437730.jpg,5.5,5,2,0,142,0,81,False,0,0.0,,[],Semenyo,46.2,3,2,False,None,37,1.04,a,45,13,43,2026-01-09,1047.0,4,1,202,12955429,0,8639305,0,0.5,25.2,Semenyo,7
0,2002-10-10,0,67,False,True,None,None,1,0.25,6,432720,None,,0,0,-5,5,0.0,703,90,0,0.0,None,,0,1,0.5,0.9,2,0.00,0.0,0.00,0.0,0.00,5.74,1.44,0.0,James,0.4,349,28,6,1.5,0,False,11.9,427,28,182,False,118.0,377,28,,360,,None,45,432,24,p432720,0,0,None,0,,432720.jpg,3.2,163,20,0,35,0,241,False,14,3.5,,[],Trafford,0.9,207,26,False,None,4,1.0,a,2,13,43,2025-07-29,0.0,686,80,13,102469,0,276190,0,0.1,2.9,Trafford,0
5,2000-07-13,14,688,False,True,100,100,14,0.4,232,209036,None,,0,0,6,-6,304.6,146,37,278,7.94,None,,5,2,5.7,4.7,0,2.37,0.07,6.42,0.19,4.05,44.58,1.27,0.12,Marc,4.2,62,22,35,1.0,3,False,160.9,49,8,260,True,901.6,14,5,,3150,,2026-01-17T10:30:09.463372Z,51,228,34,p209036,0,0,None,0,,209036.jpg,5.1,8,2,0,139,0,241,False,0,0.0,,[],Guéhi,32.6,7,2,False,None,35,1.0,a,46,13,43,2026-01-19,402.0,78,6,179,6708601,0,4328970,0,0.8,35.1,Guéhi,6
0,1993-08-17,0,0,False,True,0,0,0,0,0,121160,None,,0,0,-2,2,0.0,819,97,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ederson,0.0,790,97,0,0,0,False,0.0,819,97,399,False,0.0,819,97,,0,has joined Fenerbache permanently.,2025-09-02T13:32:35.715838Z,53,178,5,p121160,0,0,None,0,,121160.jpg,0.0,819,97,0,0,0,30,False,0,0,,[],Santana de Moraes,0.8,221,28,False,None,0,0,u,0,13,43,2017-07-01,0.0,817,95,0,15200,0,274123,0,0.0,0.0,Ederson M.,0
0,1992-05-24,0,0,False,True,100,100,0,0,0,122074,None,,0,0,-2,2,0.0,514,21,0,0,None,,0,1,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,408,30,0,0,0,False,0.0,536,42,401,False,0.0,533,42,,0,,2025-08-22T12:00:07.134628Z,38,804,94,p122074,0,0,None,0,,122074.jpg,0.0,544,42,0,0,0,241,False,0,0,,[],Bettinelli,0.4,303,39,False,None,0,0,a,0,13,43,2025-06-10,0.0,482,6,0,72915,0,57129,0,0.0,0.0,Bettinelli,0
2,2001-06-06,9,237,False,True,100,100,5,0.46,32,448514,None,,0,0,-3,3,216.4,188,47,67,6.21,None,,1,2,2.0,1.9,1,2.01,0.19,2.54,0.24,0.53,12.25,1.14,0.05,Rayan,1.4,235,85,8,0.74,0,False,50.2,303,99,402,False,195.6,314,122,,971,,2025-12-13T14:30:11.538845Z,57,117,11,p448514,0,0,None,0,,448514.jpg,3.5,122,46,0,49,0,3,False,0,0.0,,[],Aït-Nouri,4.1,90,29,False,None,12,1.11,a,35,13,43,2025-06-09,90.0,301,90,60,664479,0,2494969,0,0.2,10.5,Aït-Nouri,2
2,2002-01-23,5,303,False,True,100,100,6,0.39,86,477424,None,,0,0,-2,2,109.5,290,90,103,6.77,None,,2,2,0.7,0.9,1,0.70,0.05,2.95,0.2,2.25,16.05,1.05,0.15,Joško,0.4,350,120,13,0.85,2,False,69.8,239,82,403,False,369.0,202,86,,1370,,2026-01-04T21:30:12.663651Z,58,109,8,p477424,0,0,None,0,,477424.jpg,4.4,35,12,0,49,0,97,False,0,0.0,,[],Gvardiol,3.2,104,35,False,None,16,1.05,a,17,13,43,2023-08-05,218.0,170,39,79,1380358,0,2201303,0,0.1,13.6,Gvardiol,2
0,1995-07-19,0,0,False,True,0,0,0,0,0,211975,None,,0,0,-1,1,0.0,822,269,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Manuel,0.0,801,267,0,0,0,False,0.0,822,269,404,False,0.0,822,269,,0,has joined Inter Milan on loan for the rest of the season.,2025-09-02T13:32:35.738667Z,54,161,19,p211975,0,0,None,0,,211975.jpg,0.0,822,269,0,0,0,207,False,0,0,,[],Akanji,0.3,356,129,False,None,0,0,u,0,13,43,2022-09-01,0.0,821,269,0,9281,0,85774,0,0.0,0.0,Akanji,0
0,1995-02-18,1,151,False,True,None,None,3,0.39,37,126184,None,,0,0,-3,3,111.7,288,88,46,6.03,None,,0,2,2.3,2.1,1,0.53,0.07,1.25,0.16,0.72,9.85,1.29,0.09,Nathan,1.6,215,75,9,1.18,0,False,32.4,361,123,405,False,132.4,368,138,,686,,None,52,203,28,p126184,0,0,None,0,,126184.jpg,2.0,356,131,0,17,0,152,False,0,0.0,,[],Aké,0.6,250,93,False,None,6,0.79,a,9,13,43,2020-08-05,78.0,313,98,36,47785,0,89893,0,0.3,6.9,Aké,1
0,2004-02-29,3,293,False,True,100,100,6,0.38,96,578153,None,,0,0,-1,1,112.2,287,87,123,7.76,None,,1,2,3.3,2.7,0,1.21,0.08,1.86,0.12,0.65,20.89,1.32,0.04,Abdukodir,2.2,167,52,13,0.82,0,False,43.9,327,111,406,False,299.0,246,96,,1427,,2026-02-08T22:00:09.344782Z,54,177,21,p578153,0,0,None,0,,578153.jpg,3.2,172,65,0,75,0,231,False,0,0.0,,[],Khusanov,0.7,230,87,False,None,15,0.95,a,27,13,43,2025-01-20,26.0,390,139,67,121067,0,96765,0,0.4,12.4,Khusanov,2
8,1998-08-27,16,676,False,True,100,100,12,0.38,138,465351,None,,0,0,-2,2,545.0,49,6,195,6.13,None,,5,2,2.7,2.3,0,2.23,0.07,2.57,0.08,0.34,34.89,1.1,0.01,Matheus,1.8,206,73,28,0.88,1,False,137.6,76,14,407,False,696.0,53,23,Matheus Nunes,2861,,2026-01-20T00:30:08.597207Z,53,193,22,p465351,0,0,4,0,,465351.jpg,4.5,29,10,0,166,0,173,False,0,0.0,,[],Nunes,2.9,114,42,False,None,32,1.01,a,57,13,43,2023-09-01,131.0,250,64,154,1062481,0,789254,0,0.3,29.1,Matheus N.,5
0,1997-05-14,4,453,False,True,100,100,12,0.5,154,171314,None,,0,0,0,0,152.2,251,64,167,7.03,None,,1,2,0.5,0.7,1,0.65,0.03,1.22,0.05,0.57,26.07,1.1,0.02,Rúben,0.2,393,136,22,0.93,2,False,81.0,201,70,408,False,560.8,100,44,Rúben Dias,2139,,2026-03-27T11:30:11.791091Z,55,136,15,p171314,0,0,None,0,,171314.jpg,4.3,42,15,0,74,0,173,False,0,0.0,,[],dos Santos Gato Alves Dias,3.1,107,37,False,None,24,1.01,a,13,13,43,2020-09-29,96.0,293,88,113,956468,0,1105716,0,0.0,20.5,Rúben,3
0,1994-05-28,0,55,False,True,100,100,1,0.21,29,97299,None,,0,0,-1,1,24.4,405,146,30,6.19,None,,0,2,0.7,1.3,3,0.09,0.02,0.09,0.02,0.00,6.62,1.37,0.0,John,0.8,312,111,10,2.06,0,False,13.0,419,151,409,False,101.8,391,145,,436,,2026-03-30T10:00:11.073963Z,54,151,16,p97299,0,0,None,0,,97299.jpg,1.8,388,141,0,19,0,241,False,0,0.0,,[],Stones,0.6,251,94,False,None,5,1.03,a,1,13,43,2016-08-09,4.0,451,168,16,57411,0,111982,0,0.1,3.0,Stones,0
1,2004-11-21,2,72,False,True,100,100,1,0.22,14,477064,None,,0,0,-4,4,112.5,286,86,19,4.26,None,,1,2,0.5,0.5,0,1.39,0.31,1.58,0.35,0.19,6.81,1.53,0.04,Rico,0.0,716,252,7,1.57,0,False,23.8,386,134,410,False,70.8,412,154,,401,,2026-03-11T00:00:09.340790Z,46,403,70,p477064,0,0,None,0,,477064.jpg,1.7,399,147,0,15,0,241,False,0,0.0,,[],Lewis,1.2,185,72,False,None,4,0.9,a,5,13,43,2022-07-16,55.0,342,112,19,372593,0,468786,0,0.0,4.1,Lewis,2
4,2005-03-21,10,567,False,True,100,100,14,0.48,105,472769,None,,0,0,3,-3,413.9,82,21,172,5.86,None,,4,2,2.5,2.1,0,2.67,0.09,8.79,0.3,6.12,34.97,1.19,0.21,Nico,1.6,217,77,25,0.85,5,False,164.1,45,6,411,False,653.8,66,29,,2643,,2026-04-12T21:30:08.337535Z,53,195,23,p472769,0,0,None,0,,472769.jpg,4.7,21,6,0,108,0,241,False,0,0.0,,[],O'Reilly,19.2,14,5,False,None,29,0.99,a,67,13,43,2022-12-16,573.0,42,1,160,4540622,0,2118601,0,0.3,30.2,O'Reilly,5
0,2006-01-12,0,0,False,True,0,0,0,0,0,616222,None,,0,0,0,0,0.0,817,268,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Vitor,0.0,780,263,0,0,0,False,0.0,818,268,412,False,0.0,818,268,,0,Has joined Girona on loan for the rest of the season.,2025-08-11T01:23:23.836966Z,50,280,42,p616222,0,0,None,0,,616222.jpg,0.0,818,268,0,0,0,30,False,0,0,,[],de Oliveira Nunes dos Reis,0.0,796,265,False,None,0,0,u,0,13,43,2025-01-21,0.0,814,268,0,0,0,856,0,0.0,0.0,Vitor Reis,0
3,1999-02-07,5,182,False,True,100,100,4,0.52,6,438234,4,,0,0,-2,2,159.8,240,153,39,5.08,1,,1,3,4.5,3.7,0,0.77,0.1,3.55,0.46,2.78,7.92,1.03,0.36,Omar,3.2,114,52,5,0.65,3,False,64.4,253,126,413,False,203.2,309,132,Omar Marmoush,691,,2025-12-13T14:30:11.571466Z,83,11,6,p438234,0,0,2,0,,438234.jpg,2.7,253,104,0,20,0,63,False,0,0.0,,[],Marmoush,2.9,112,37,False,None,8,1.04,a,13,13,43,2025-01-23,284.0,125,72,56,350835,0,1310361,0,0.4,6.7,Marmoush,3
5,2000-05-28,13,563,False,True,100,100,11,0.48,24,209244,5,,0,0,0,0,918.8,9,9,160,6.93,None,,4,3,4.3,3.9,2,4.76,0.21,10.79,0.47,6.03,27.38,1.19,0.26,Phil,3.4,98,42,19,0.82,7,False,201.9,26,21,414,False,583.2,90,30,,2078,,2025-08-10T23:00:06.538510Z,80,15,10,p209244,0,0,None,0,,209244.jpg,4.0,67,32,0,102,0,241,False,0,0.0,,[],Foden,7.8,56,21,False,None,23,1.0,a,34,13,43,2016-12-05,520.0,50,28,131,6220998,0,5631206,0,0.4,16.4,Foden,4
2,2004-04-10,1,140,False,True,100,100,3,0.33,11,510281,None,,0,0,-1,1,198.4,209,137,59,6.5,None,,0,3,3.3,3.1,2,1.59,0.18,4.09,0.46,2.50,11.24,1.24,0.28,Sávio,2.6,141,65,7,0.77,1,False,65.8,250,124,415,False,138.6,362,163,Savinho,817,,2026-01-02T00:30:11.916072Z,69,41,25,p510281,0,0,None,0,,510281.jpg,1.8,390,167,0,39,0,30,False,0,0.0,,[],Moreira de Oliveira,0.4,291,99,False,None,7,0.77,a,9,13,43,2024-07-18,321.0,102,61,43,37364,0,116057,0,0.4,6.2,Savinho,2
4,1994-08-10,4,534,False,True,100,100,13,0.41,62,165809,1,,0,0,-3,3,809.0,17,16,262,8.22,None,,0,3,3.0,2.7,1,4.11,0.13,6.81,0.22,2.71,35.59,1.12,0.09,Bernardo,2.2,171,79,30,0.94,2,False,167.8,40,29,416,False,514.0,127,41,Bernardo Silva,2869,,2026-02-05T02:00:09.786263Z,62,73,47,p165809,0,0,None,0,,165809.jpg,2.7,250,103,0,146,0,173,False,0,0.0,,[],Mota Veiga de Carvalho e Silva,0.7,235,82,False,None,34,1.07,a,54,13,43,2017-07-01,353.0,89,53,102,134935,0,159793,0,0.4,16.5,Bernardo,10
13,2003-08-17,16,580,False,True,100,100,8,0.41,16,466052,3,,0,0,0,0,996.6,5,5,135,6.86,2,,3,3,3.3,2.9,1,8.87,0.45,13.14,0.67,4.28,25.23,1.28,0.22,Rayan,2.4,157,72,18,0.91,4,False,218.1,14,10,417,False,604.2,80,25,,1772,,2026-02-02T00:30:10.807603Z,65,55,35,p466052,0,0,None,0,,466052.jpg,4.1,53,25,0,93,0,73,False,0,0.0,,[],Cherki,17.4,18,6,False,None,19,0.97,a,26,13,43,2025-06-10,579.0,40,23,135,4695485,0,3470637,0,0.4,20.8,Cherki,1
8,2002-05-27,15,526,False,True,100,100,8,0.41,15,248875,None,,0,0,0,0,841.6,13,12,126,6.4,None,,3,3,7.7,6.5,1,5.86,0.3,8.73,0.45,2.87,23.20,1.18,0.15,Jérémy,6.0,10,6,18,0.91,5,False,202.5,24,19,418,False,540.2,110,33,,1773,,2026-01-29T00:00:09.498877Z,65,51,32,p248875,0,0,3,0,,248875.jpg,4.0,66,31,0,88,0,21,False,0,0.0,,[],Doku,6.6,65,23,False,None,19,0.96,a,23,13,43,2023-08-24,645.0,30,14,120,2759776,0,2167017,0,0.9,18.5,Doku,0
0,1990-10-24,0,0,False,True,0,0,0,0,0,59859,None,,0,0,-2,2,0.0,834,375,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,İlkay,0.0,825,369,0,0,0,False,0.0,834,375,420,False,0.0,834,375,,0,has joined Galatasaray permanently.,2025-09-05T08:55:41.702765Z,63,64,41,p59859,0,0,None,0,,59859.jpg,0.0,834,375,0,0,0,80,False,0,0,,[],Gündoğan,0.1,564,209,False,None,0,0,u,0,13,43,2024-08-23,0.0,834,375,0,1928,0,19921,0,0.0,0.0,Gündoğan,0
1,1996-06-22,6,350,False,True,100,100,5,0.3,57,220566,None,,0,0,-2,2,421.5,79,58,206,12.28,None,,0,3,2.3,1.9,0,2.45,0.15,3.60,0.22,1.15,20.74,1.24,0.07,Rodrigo 'Rodri',1.4,238,104,15,0.89,1,False,90.3,175,87,421,False,358.0,207,81,Rodri,1510,,2026-04-24T17:30:09.574040Z,63,66,43,p220566,0,0,None,0,,220566.jpg,3.3,154,67,0,107,0,200,False,0,0.0,,[],Hernandez Cascante,0.5,281,97,False,None,17,1.01,a,42,13,43,2019-07-04,122.0,261,144,69,72824,0,115049,0,0.2,11.0,Rodrigo,3
1,1994-05-06,0,41,False,True,100,100,0,0.0,6,91651,None,,0,0,-2,2,65.5,347,184,18,12.96,None,,0,3,2.0,1.9,1,0.42,0.3,0.55,0.39,0.13,4.00,2.88,0.09,Mateo,1.4,236,102,3,2.16,0,False,11.5,429,193,422,False,46.0,432,187,,125,,2025-11-03T09:30:08.601064Z,58,102,66,p91651,0,0,None,0,,91651.jpg,1.5,428,186,0,10,0,97,False,0,0.0,,[],Kovačić,0.0,672,269,False,None,1,0.72,a,2,13,43,2023-06-27,3.0,453,223,9,3111,0,3697,0,0.2,1.6,Kovačić,0
0,2002-01-03,1,337,False,True,100,100,7,0.4,74,465694,None,,0,0,-1,1,234.1,178,115,206,11.88,None,,0,3,1.0,1.7,4,1.12,0.06,1.80,0.1,0.68,20.35,1.17,0.04,Nico,1.2,267,120,18,1.04,1,False,61.5,264,131,423,False,309.8,239,101,,1561,,2026-01-16T16:30:09.636510Z,59,95,62,p465694,0,0,None,0,,465694.jpg,2.5,282,115,0,90,0,200,False,0,0.0,,[],González Iglesias,0.1,473,165,False,None,17,0.98,a,42,13,43,2025-02-03,72.0,322,166,63,28919,0,32144,0,0.2,10.7,N.Gonzalez,6
0,2006-01-02,0,0,False,True,0,0,0,0,0,575204,None,,0,0,-1,1,0.0,828,370,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Claudio,0.0,809,358,0,0,0,False,0.0,828,370,425,False,0.0,828,370,,0,has joined Girona on loan for the rest of the season.,2025-08-21T14:03:07.217793Z,54,176,111,p575204,0,0,None,0,,575204.jpg,0.0,828,370,0,0,0,10,False,0,0,,[],Echeverri,0.0,753,319,False,None,0,0,u,0,13,43,2024-01-25,0.0,827,370,0,194,0,3241,0,0.0,0.0,Echeverri,0
3,1998-07-29,6,337,False,True,None,None,7,0.39,32,433036,4,,0,0,-5,5,347.8,118,83,100,5.55,3,,1,3,0.7,1.7,5,2.35,0.13,6.96,0.39,4.61,18.82,1.04,0.26,Tijjani,1.2,257,113,18,1.0,5,False,111.2,120,68,427,False,340.0,217,88,,1623,,None,50,259,156,p433036,0,0,None,0,,433036.jpg,3.3,148,62,0,58,0,152,False,0,0.0,,[],Reijnders,8.9,45,16,False,None,19,1.05,a,10,13,43,2025-06-10,435.0,64,37,92,3562667,0,5038594,0,0.2,18.4,Reijnders,2
0,2006-12-19,0,0,False,True,100,100,0,0,0,566164,None,,0,0,0,0,0.0,814,361,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sverre,0.0,777,335,0,0,0,False,0.0,815,361,428,False,0.0,815,361,,0,,2025-08-19T13:38:08.307876Z,50,277,170,p566164,0,0,None,0,,566164.jpg,0.0,815,361,0,0,0,161,False,0,0,,[],Nypan,0.0,711,291,False,None,0,0,a,0,13,43,2025-07-17,0.0,811,360,0,328,0,2697,0,0.0,0.0,Nypan,0
0,1995-12-02,0,0,False,True,0,0,0,0,0,155405,None,,0,0,-3,3,0.0,780,338,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kalvin,0.0,718,296,0,0,0,False,0.0,784,338,429,False,0.0,784,338,,0,has joined Sheffield United on loan for the rest of the season.,2026-02-02T23:15:40.975573Z,47,379,236,p155405,0,0,None,0,,155405.jpg,0.0,784,338,0,0,0,241,False,0,0,,[],Phillips,0.1,568,212,False,None,0,0,u,0,13,43,2022-07-04,0.0,770,336,0,4052,0,8585,0,0.0,0.0,Phillips,0
8,2000-07-21,43,952,False,True,100,100,13,0.4,48,223094,None,,0,0,7,-7,320.1,131,8,104,3.17,None,,11,4,7.3,5.9,0,2.67,0.08,28.17,0.86,25.50,38.60,1.18,0.78,Erling,5.4,17,4,32,0.98,27,False,302.3,2,1,430,True,1180.4,2,1,,2953,,2026-02-28T22:00:08.277592Z,147,1,1,p223094,0,1,1,0,,223094.jpg,6.8,2,1,0,41,0,161,False,0,0.0,,[],Haaland,62.5,1,1,False,None,34,1.04,a,15,13,43,2022-07-01,1520.0,1,1,239,8764362,0,4565074,0,0.4,16.3,Haaland,2
0,1999-02-25,5,567,False,True,None,None,15,0.44,42,204936,None,,0,0,1,-1,10.3,437,8,0,0.0,None,,1,1,4.5,3.7,0,0.13,0.0,0.13,0.0,0.00,38.50,1.13,0.0,Gianluigi,3.2,107,10,29,0.85,0,False,68.0,244,14,736,False,666.6,61,14,,3060,,None,56,126,3,p204936,0,0,None,1,,204936.jpg,4.0,62,5,0,236,0,106,False,78,2.29,,[],Donnarumma,9.3,40,7,False,None,34,1.0,a,0,13,43,2025-09-01,2.0,471,4,135,2342969,0,1560137,0,0.6,24.1,Donnarumma,8
0,2007-08-22,0,5,False,True,0,0,0,0.0,0,590039,None,,0,0,-1,1,28.3,400,201,1,3.6,None,,0,3,0.0,0.0,0,0.21,0.76,0.21,0.76,0.00,0.34,1.22,0.0,Divine,0.0,617,218,0,0.0,0,False,3.7,473,212,739,False,4.2,497,224,,25,has joined Leicester City on loan for the rest of the season.,2026-02-06T22:50:57.523825Z,44,578,349,p590039,0,0,None,0,,590039.jpg,1.0,488,216,0,1,0,241,False,0,0.0,,[],Mukasa,0.0,705,285,False,None,0,0.0,u,0,13,43,2025-08-07,4.0,447,218,2,3500,0,3355,0,0.0,0.5,Mukasa,0
0,2008-02-12,0,0,False,True,0,0,0,0,0,566213,None,,0,0,-1,1,0.0,560,207,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stephen,0.0,457,169,0,0,0,False,0.0,577,208,740,False,0.0,574,208,,0,has joined Watford on loan for the rest of the season.,2026-02-06T22:50:57.507882Z,39,794,229,p566213,0,0,None,0,,566213.jpg,0.0,585,208,0,0,0,241,False,0,0,,[],Mfuni,0.0,630,225,False,None,0,0,u,0,13,43,2024-07-23,0.0,529,203,0,3208,0,4023,0,0.0,0.0,Mfuni,0
0,2008-06-24,0,0,False,True,None,None,0,0,0,616288,None,,0,0,0,0,0.0,763,327,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,700,284,0,0,0,False,0.0,770,328,742,False,0.0,770,328,,0,,None,45,509,317,p616288,0,0,None,0,,616288.jpg,0.0,770,328,0,0,0,241,False,0,0,,[],McAidoo,0.0,734,307,False,None,0,0,a,0,13,43,2025-09-26,0.0,750,324,0,1704,0,1467,0,0.0,0.0,McAidoo,0
0,2006-02-22,0,0,False,True,None,None,0,0,0,516234,None,,0,0,0,0,0.0,721,292,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Charlie,0.0,654,244,0,0,0,False,0.0,727,292,763,False,0.0,726,291,,0,,None,45,456,274,p516234,0,0,None,0,,516234.jpg,0.0,731,295,0,0,0,241,False,0,0,,[],Gray,0.0,783,337,False,None,0,0,a,0,13,43,2025-12-16,0.0,704,286,0,577,0,457,0,0.0,0.0,Gray,0
0,2008-01-18,0,0,False,True,None,None,0,0,0,580921,None,,0,0,0,0,0.0,745,312,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Reigan,0.0,682,268,0,0,0,False,0.0,752,313,764,False,0.0,752,313,Reigan Heskey,0,,None,45,489,300,p580921,0,0,None,0,,580921.jpg,0.0,754,314,0,0,0,241,False,0,0,,[],Heskey,0.0,799,348,False,None,0,0,a,0,13,43,2024-07-26,0.0,732,309,0,349,0,279,0,0.0,0.0,Heskey,0
0,2005-07-21,0,27,False,True,100,100,0,0.0,8,494307,None,,0,0,-6,6,14.8,424,156,11,7.33,None,,0,2,0.5,0.5,0,0.06,0.04,0.32,0.21,0.26,1.54,1.03,0.17,Max,0.0,450,166,1,0.67,0,False,7.5,449,161,794,False,34.0,446,164,,135,,2026-02-15T00:30:07.266104Z,39,787,226,p494307,0,0,None,0,,494307.jpg,2.5,271,106,0,4,0,241,False,0,0.0,,[],Alleyne,0.0,741,255,False,None,2,1.33,a,3,13,43,2022-12-16,26.0,388,137,5,5494,0,5081,0,0.0,1.3,Alleyne,0
3,1999-08-07,16,528,False,True,100,100,8,0.28,23,446008,2,,0,0,3,-3,803.1,18,17,139,4.79,2,,1,3,3.2,4.8,9,4.99,0.17,16.97,0.58,11.98,35.87,1.24,0.41,Bryan,4.8,40,17,37,1.28,11,False,231.4,10,7,119,False,628.8,73,21,,2611,,2026-04-20T12:00:07.778297Z,83,12,7,p446008,0,0,None,0,,446008.jpg,4.5,31,15,0,91,0,38,False,0,0.0,,[],Mbeumo,15.0,25,9,False,None,31,1.07,a,25,14,1,2025-07-21,882.0,7,2,148,7366637,0,7325105,0,0.6,17.8,Mbeumo,4
0,1998-04-14,0,49,False,True,None,None,0,0.0,7,451302,None,,0,0,-3,3,10.0,445,15,0,0.0,None,,0,1,0.0,0.0,0,0.05,0.01,0.05,0.01,0.00,9.24,1.54,0.0,Altay,0.0,723,94,11,1.83,0,False,12.8,420,27,431,False,118.4,376,27,,540,,None,47,386,18,p451302,0,0,None,0,,451302.jpg,1.8,381,38,0,39,0,219,False,13,2.17,,[],Bayındır,0.3,319,44,False,None,6,1.0,a,0,14,1,2023-09-01,0.0,773,86,11,39170,0,64699,0,0.0,2.3,Bayindir,0
0,1996-04-02,0,0,False,True,0,0,0,0,0,202641,None,,0,0,-1,1,0.0,787,93,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,André,0.0,739,96,0,0,0,False,0.0,791,96,432,False,0.0,791,96,,0,has joined Trabzonspor on loan for the rest of the season.,2025-09-12T15:53:11.993916Z,49,297,11,p202641,0,0,None,0,,202641.jpg,0.0,791,96,0,0,0,38,False,0,0,,[],Onana,0.1,436,63,False,None,0,0,u,0,14,1,2023-07-20,0.0,784,91,0,5156,0,26687,0,0.0,0.0,Onana,0
