,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,Position
10987,David Luiz Moreira Marinho,0,0,8,0,0.1,106,191,2,0,3.5,24.2,2019-12-29T14:00:00Z,90,6,0,0,0,0,20,0,353975,2.0,1.0,11.0,0,-4267,1193,5460,57,True,1,20,DEF
10988,Leighton Baines,0,0,16,0,21.1,145,196,1,0,4.3,19.6,2019-12-28T15:00:00Z,79,13,0,0,0,0,20,0,12812,2.0,1.0,2.0,2,-378,416,794,49,False,0,20,DEF
10989,Jonathan Castro Otto,0,0,13,0,11.9,402,194,1,0,2.9,14.8,2019-12-29T16:30:00Z,90,10,0,0,0,0,20,0,77109,0.0,1.0,2.0,2,-2881,853,3734,54,False,0,20,DEF
10990,Christian Benteke,0,0,0,0,0.0,129,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,16,0,0,0,0,20,0,39470,1.0,1.0,0.0,0,-1347,31,1378,57,False,0,20,FWD
10991,John McGinn,0,0,0,0,0.0,31,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,18,0,0,0,0,20,0,349946,0.0,3.0,0.0,0,-68130,160,68290,56,False,0,20,MID
10992,James Daly,0,0,0,0,0.0,581,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,16,0,0,0,0,20,0,392,1.0,1.0,0.0,0,91,151,60,45,False,0,20,MID
10993,Brandon Williams,0,0,23,1,27.8,549,193,0,0,4.4,12.2,2019-12-28T19:45:00Z,90,5,0,0,0,0,20,0,117749,2.0,0.0,4.0,5,-5780,4225,10005,40,False,1,20,DEF
10994,Ainsley Maitland-Niles,0,0,12,0,1.3,4,191,2,0,1.9,15.4,2019-12-29T14:00:00Z,90,6,0,0,0,0,20,0,184198,2.0,1.0,2.0,0,-1384,1502,2886,46,True,1,20,MID
10995,Tahith Chong,0,0,0,0,0.0,249,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,5,0,0,0,0,20,0,59038,2.0,0.0,0.0,0,-1223,1428,2651,43,False,0,20,FWD
10996,Lucas Rodrigues Moura da Silva,1,0,7,0,14.3,345,197,1,0,2.9,4.4,2019-12-28T17:30:00Z,45,14,0,0,0,0,20,0,454098,2.0,2.0,10.0,3,15870,45683,29813,71,False,1,20,MID
10997,Charlie Austin,0,0,0,0,0.0,312,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,7,0,0,0,0,20,0,3480,1.0,1.0,0.0,0,-4,15,19,60,True,0,20,
10998,Ryan Fraser,0,0,4,0,10.8,75,192,1,0,1.4,3.4,2019-12-28T12:30:00Z,28,4,0,0,0,0,20,0,213134,0.0,2.0,0.0,1,-207,3480,3687,69,False,0,20,MID
10999,Jack Simpson,0,0,0,0,0.0,66,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,533844,0.0,2.0,0.0,0,16586,23880,7294,39,False,0,20,DEF
11000,Declan Rice,0,0,10,0,27.1,395,200,2,0,6.3,16.4,2019-12-28T17:30:00Z,90,9,0,0,0,0,20,0,100452,2.0,1.0,19.0,1,278,2281,2003,47,True,1,20,MID
11001,David Brooks,0,0,0,0,0.0,76,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,6985,0.0,2.0,0.0,0,-27,14,41,63,False,0,20,MID
11002,Matteo Darmian,0,0,0,0,0.0,230,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,5,0,0,0,0,20,0,3396,2.0,0.0,0.0,0,-7,10,17,49,False,0,20,
11003,Jonjo Shelvey,0,0,12,0,29.5,269,196,2,0,4.3,6.2,2019-12-28T15:00:00Z,90,8,0,0,0,0,20,0,139126,2.0,1.0,7.0,2,8706,20627,11921,51,True,0,20,MID
11004,Claudio Bravo,0,0,24,1,0.0,213,195,0,0,0.5,4.8,2019-12-29T18:00:00Z,90,15,0,0,0,0,20,0,30310,0.0,2.0,0.0,6,7614,8079,465,48,True,0,20,GK
11005,Steve Cook,0,0,5,0,0.5,58,192,2,0,1.6,14.4,2019-12-28T12:30:00Z,90,4,0,0,0,0,20,0,18446,0.0,2.0,1.0,0,1130,1480,350,50,False,1,20,DEF
11006,Matt Ritchie,0,0,0,0,0.0,251,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,8,0,0,0,0,20,0,10276,2.0,1.0,0.0,0,-62,9,71,53,True,0,20,MID
11007,Birkir Bjarnason,0,0,0,0,0.0,33,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,18,0,0,0,0,20,0,2572,0.0,3.0,0.0,0,-26,7,33,45,False,0,20,
11008,Naby Keita,0,0,2,0,1.4,196,194,0,0,0.8,6.8,2019-12-29T16:30:00Z,23,20,0,0,0,0,20,0,35866,0.0,1.0,0.0,1,7192,9350,2158,58,True,0,20,MID
11009,Phil Jagielka,0,0,0,0,0.0,444,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,11,0,0,0,0,20,0,28249,0.0,2.0,0.0,0,-449,280,729,42,False,0,20,DEF
11010,Mario Lemina,0,0,0,0,0.0,324,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,7,0,0,0,0,20,0,3890,1.0,1.0,0.0,0,-21,13,34,47,True,0,20,
11011,Richarlison de Andrade,1,1,26,0,35.5,150,196,1,0,12.6,46.0,2019-12-28T15:00:00Z,90,13,0,0,0,0,20,0,753994,2.0,1.0,44.0,6,-9011,47494,56505,80,False,0,20,FWD
11012,Cheikhou Kouyate,0,0,3,0,0.3,139,198,0,0,0.1,0.2,2019-12-28T15:00:00Z,6,16,0,0,0,0,20,0,18870,1.0,1.0,0.0,1,5546,6062,516,49,False,0,20,MID
11013,Ahmed El Mohamady,0,0,12,0,17.3,22,199,3,0,2.7,9.2,2019-12-28T15:00:00Z,90,18,0,0,0,0,20,0,73109,0.0,3.0,0.0,1,1913,3342,1429,42,False,0,20,MID
11014,Davide Zappacosta,0,0,0,0,0.0,109,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,1,0,0,0,0,20,0,11982,2.0,1.0,0.0,0,-45,16,61,43,False,0,20,
11015,Solomon March,0,0,0,0,0.0,55,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,3,0,0,0,0,20,0,14054,0.0,2.0,0.0,0,-366,25,391,46,True,0,20,MID
11016,David de Gea,0,0,23,1,0.0,235,193,0,0,0.8,8.2,2019-12-28T19:45:00Z,90,5,0,0,0,0,20,1,905801,2.0,0.0,0.0,6,-15100,4746,19846,55,False,0,20,GK
11017,Phil Bardsley,0,0,14,0,22.1,86,193,2,0,5.3,23.8,2019-12-28T19:45:00Z,90,12,0,0,0,0,20,0,14639,2.0,0.0,7.0,0,186,620,434,43,True,1,20,DEF
11018,Junior Stanislas,0,0,11,0,28.1,77,192,1,0,5.9,11.6,2019-12-28T12:30:00Z,61,4,0,0,0,0,20,0,626,0.0,2.0,19.0,2,10,62,52,59,False,0,20,MID
11019,Philip Heise,0,0,0,0,0.0,484,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,17,0,0,0,0,20,0,55968,2.0,2.0,0.0,0,1501,2660,1159,39,True,0,20,DEF
11020,Ezri Konsa Ngoyo,0,0,10,0,0.7,452,199,3,0,3.3,12.2,2019-12-28T15:00:00Z,90,18,0,0,0,0,20,0,6695,0.0,3.0,20.0,1,162,319,157,43,False,0,20,MID
11021,Kasper Schmeichel,0,0,16,0,0.0,168,200,1,0,2.8,27.8,2019-12-28T17:30:00Z,90,19,0,0,0,0,20,3,1085138,2.0,1.0,0.0,3,24794,40989,16195,54,False,0,20,GK
11022,Tim Krul,0,0,16,0,0.0,280,197,2,0,2.7,27.4,2019-12-28T17:30:00Z,90,17,0,0,0,0,20,5,154541,2.0,2.0,0.0,1,-3095,2109,5204,45,True,1,20,GK
11023,Jose Angel Esmoris Tasende,0,0,0,0,0.0,440,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,15,0,0,0,0,20,0,16249,0.0,2.0,0.0,0,-502,451,953,47,True,0,20,DEF
11024,Jesus Vallejo Lazaro,0,0,0,0,0.0,473,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,10,0,0,0,0,20,0,17605,0.0,1.0,0.0,0,-100,104,204,47,False,0,20,DEF
11025,John Lundstram,0,0,0,0,0.0,297,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,11,0,0,0,0,20,0,3592185,0.0,2.0,0.0,0,-34743,22240,56983,52,False,0,20,MID
11026,Leroy Sane,0,0,0,0,0.0,216,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,15,0,0,0,0,20,0,16737,0.0,2.0,0.0,0,-41,76,117,93,True,0,20,MID
11027,Christian Kabasele,0,0,24,1,0.2,354,199,0,0,4.3,25.6,2019-12-28T15:00:00Z,90,2,0,0,0,0,20,0,27783,0.0,3.0,17.0,6,6540,7584,1044,43,True,0,20,DEF
11028,Romelu Lukaku,0,0,0,0,0.0,232,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,5,0,0,0,0,20,0,23266,2.0,0.0,0.0,0,-46,29,75,85,False,0,20,
11029,Florin Andone,0,0,0,0,0.0,46,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,3,0,0,0,0,20,0,27793,0.0,2.0,0.0,0,-215,11,226,48,True,0,20,FWD
11030,Lewis Dunk,0,2,31,1,0.8,42,192,0,0,2.6,19.0,2019-12-28T12:30:00Z,90,3,0,0,0,0,20,0,876721,0.0,2.0,6.0,8,-63117,5204,68321,47,True,0,20,DEF
11031,Gaetan Bong,0,0,0,0,0.0,41,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,3,0,0,0,0,20,0,7919,0.0,2.0,0.0,0,-62,35,97,43,True,0,20,DEF
11032,Rolando Aarons,0,0,0,0,0.0,499,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,8,0,0,0,0,20,0,2243,2.0,1.0,0.0,0,-7,5,12,48,True,0,20,
11033,Grant Hanley,0,0,10,0,0.0,277,197,2,0,2.7,23.2,2019-12-28T17:30:00Z,90,17,0,0,0,0,20,0,144601,2.0,2.0,4.0,1,1237,3686,2449,40,True,0,20,DEF
11034,Roberto Pereyra,0,0,0,0,0.0,369,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,2,0,0,0,0,20,0,46937,0.0,3.0,0.0,0,83,619,536,56,True,0,20,MID
11035,Sead Kolasinac,0,0,0,0,0.0,3,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,6,0,0,0,0,20,0,38674,2.0,1.0,0.0,0,-1303,6,1309,52,True,0,20,MID
11036,Stuart Armstrong,0,0,2,0,1.1,323,198,0,0,0.3,0.2,2019-12-28T15:00:00Z,22,7,0,0,0,0,20,0,6223,1.0,1.0,2.0,1,300,385,85,52,True,0,20,FWD
11037,Ruben Diogo da Silva Neves,0,0,8,0,0.8,414,194,1,0,1.6,7.0,2019-12-29T16:30:00Z,57,10,0,0,0,0,20,0,356827,0.0,1.0,8.0,1,-4146,2817,6963,53,False,0,20,MID
11038,Ederson Santana de Moraes,0,0,0,0,0.0,212,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,893489,1.0,2.0,0.0,0,-33884,4712,38596,60,True,0,21,GK
11039,Xherdan Shaqiri,0,0,0,0,0.0,194,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,18100,0.0,2.0,0.0,0,-1015,181,1196,63,True,0,21,MID
11040,Hugo Lloris,0,0,0,0,0.0,340,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,242421,0.0,1.0,0.0,0,-2587,69,2656,53,False,0,21,GK
11041,Cenk Tosun,0,0,0,0,0.0,146,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,7887,1.0,2.0,0.0,0,-133,100,233,57,False,0,21,FWD
11042,Callum Robinson,0,0,0,0,0.0,453,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,19885,0.0,2.0,0.0,0,-556,117,673,50,False,0,21,FWD
11043,Heung-Min Son,0,0,0,0,0.0,342,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,400887,0.0,1.0,0.0,0,-93183,3863,97046,98,False,0,21,MID
11044,Joao Filipe Iria Santos Moutinho,1,1,26,0,36.6,415,209,2,0,8.9,35.8,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,394632,1.0,2.0,17.0,6,-9723,21391,31114,54,False,0,21,MID
11045,Andrew Robertson,1,3,46,1,0.0,181,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,87,15,0,0,0,0,21,0,1360684,0.0,2.0,0.0,12,-15332,39146,54478,70,True,0,21,DEF
11046,Danny Rose,0,0,0,0,0.0,332,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,99358,0.0,1.0,0.0,0,-2549,474,3023,53,False,0,21,DEF
11047,Martin Kelly,0,0,7,0,15.3,128,207,1,0,2.8,12.6,2020-01-01T17:30:00Z,82,14,0,0,0,0,21,0,2369485,1.0,1.0,0.0,2,9726,69451,59725,44,False,0,21,DEF
11048,Harry Winks,0,0,0,0,0.0,347,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,18553,0.0,1.0,0.0,0,-214,179,393,52,False,0,21,MID
11049,Scott Carson,0,0,0,0,0.0,562,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,4925,1.0,2.0,0.0,0,535,836,301,40,True,0,21,GK
11050,Ashley Westwood,1,1,24,0,48.7,101,203,2,0,9.3,32.0,2020-01-01T12:30:00Z,90,2,0,0,0,0,21,0,26659,2.0,1.0,12.0,6,924,2486,1562,54,True,0,21,MID
11051,Lucas Digne,0,0,9,0,14.8,141,205,2,0,2.4,9.4,2020-01-01T17:30:00Z,90,11,0,0,0,0,21,0,849470,1.0,2.0,0.0,1,-26142,11140,37282,57,False,0,21,DEF
11052,Ayoze Perez,1,2,28,1,45.4,265,206,0,1,19.0,63.6,2020-01-01T15:00:00Z,90,13,0,0,0,0,21,0,323469,3.0,0.0,81.0,13,15310,28318,13008,60,False,0,21,FWD
11053,Nathan Ake,0,0,0,0,0.0,59,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,501359,0.0,4.0,0.0,0,-40425,285,40710,49,False,0,21,DEF
11054,Isaac Hayden,0,0,7,0,0.6,271,206,3,0,1.8,5.2,2020-01-01T15:00:00Z,90,9,0,0,0,0,21,0,255067,3.0,0.0,12.0,2,-9093,2488,11581,44,True,0,21,DEF
11055,Patrick van Aanholt,0,0,0,0,0.0,123,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,14,0,0,0,0,21,0,382889,1.0,1.0,0.0,0,-34467,396,34863,55,False,0,21,DEF
11056,Ken Sema,0,0,0,0,0.0,372,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,1417,1.0,2.0,0.0,0,-16,21,37,48,True,0,21,MID
11057,Jonny Evans,0,0,25,1,3.0,162,206,0,0,5.1,24.0,2020-01-01T15:00:00Z,83,13,0,0,0,0,21,0,483228,3.0,0.0,24.0,6,43370,69207,25837,52,False,0,21,DEF
11058,Jorge Luiz Frello Filho,0,0,12,0,2.8,118,202,1,0,2.1,18.2,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,235754,1.0,1.0,0.0,2,4788,14913,10125,49,False,0,21,MID
11059,Kortney Hause,0,0,7,0,0.5,25,203,1,0,3.5,27.6,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,4683,2.0,1.0,7.0,2,19,156,137,44,False,0,21,DEF
11060,Mahmoud Ahmed Ibrahim Hassan,0,0,10,1,26.4,465,203,0,0,3.6,7.8,2020-01-01T12:30:00Z,77,5,0,0,0,0,21,0,93309,2.0,1.0,2.0,3,-9186,1482,10668,52,False,0,21,MID
11061,Kyle Walker,0,0,0,0,0.0,203,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,859799,1.0,2.0,0.0,0,9163,27450,18287,58,True,0,21,DEF
11062,Diego Rico,0,0,1,0,0.9,65,210,3,0,2.4,5.6,2020-01-01T17:30:00Z,45,19,0,0,0,0,21,0,1062005,0.0,4.0,17.0,-1,17705,59733,42028,44,False,1,21,DEF
11063,Ryan Bertrand,0,0,20,1,15.7,305,208,0,0,4.5,16.8,2020-01-01T15:00:00Z,90,17,0,0,0,0,21,0,45098,0.0,1.0,12.0,6,805,3193,2388,48,True,0,21,DEF
11064,Erik Lamela,0,0,5,0,0.8,346,208,0,0,0.3,2.4,2020-01-01T15:00:00Z,15,16,0,0,0,0,21,0,82946,0.0,1.0,0.0,1,-405,575,980,57,False,0,21,MID
11065,Allan Saint-Maximin,0,0,0,0,0.0,500,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,18524,3.0,0.0,0.0,0,-1372,73,1445,54,True,0,21,FWD
11066,Edward Nketiah,0,0,0,0,0.0,13,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,41097,0.0,2.0,0.0,0,-973,710,1683,43,True,0,21,FWD
11067,Callum Wilson,0,0,6,0,25.0,67,210,4,0,4.0,7.0,2020-01-01T17:30:00Z,90,19,0,0,0,0,21,0,344074,0.0,4.0,8.0,2,-6161,6833,12994,74,False,0,21,FWD
11068,Antonio Rudiger,0,0,13,0,0.4,104,202,1,0,3.1,30.8,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,19072,1.0,1.0,0.0,2,851,2536,1685,60,False,0,21,DEF
11069,Sebastien Haller,0,0,24,1,4.3,457,210,0,1,6.5,32.0,2020-01-01T17:30:00Z,90,3,0,0,0,0,21,0,165117,0.0,4.0,29.0,6,-1301,4278,5579,70,True,0,21,FWD
11070,Glenn Murray,0,0,0,0,0.0,44,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,54033,1.0,1.0,0.0,0,-767,371,1138,55,True,0,21,FWD
11071,Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,2149,0.0,4.0,0.0,0,-48,14,62,58,False,0,21,FWD
11072,Jose Holebas,0,0,6,0,0.0,353,209,1,0,1.0,10.2,2020-01-01T15:00:00Z,30,20,0,0,0,0,21,0,51541,1.0,2.0,0.0,1,-1414,44,1458,46,True,0,21,DEF
11073,Yves Bissouma,0,0,0,0,4.0,53,202,1,0,0.4,0.0,2020-01-01T12:30:00Z,45,6,0,0,0,0,21,0,1180,1.0,1.0,2.0,1,76,138,62,50,True,0,21,MID
11074,Connor Wickham,0,2,29,0,12.3,130,207,0,1,8.4,37.0,2020-01-01T17:30:00Z,30,14,0,0,0,0,21,0,161970,1.0,1.0,35.0,7,-2627,1727,4354,44,False,0,21,FWD
11075,Josip Drmic,0,0,0,0,0.0,434,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,7,0,0,0,0,21,0,4259,1.0,1.0,0.0,0,-59,24,83,53,True,0,21,FWD
11076,Romain Saiss,0,0,22,0,3.2,407,209,2,0,2.8,24.6,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,55311,1.0,2.0,0.0,1,19089,22945,3856,44,False,0,21,MID
11077,Andrew Surman,0,0,0,0,0.0,80,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,2528,0.0,4.0,0.0,0,-2,49,51,47,False,0,21,MID
11078,Onel Hernandez,0,0,5,0,0.0,284,207,1,0,0.3,3.0,2020-01-01T17:30:00Z,12,7,0,0,0,0,21,0,5293,1.0,1.0,0.0,1,-123,177,300,53,True,0,21,MID
11079,Sofiane Boufal,0,0,0,0,0.0,508,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,7166,0.0,1.0,0.0,0,-47,179,226,55,True,0,21,MID
11080,Bernardo Fernandes da Silva Junior,0,2,28,1,3.3,39,202,0,0,1.8,14.8,2020-01-01T12:30:00Z,68,6,0,0,0,0,21,0,6581,1.0,1.0,0.0,8,-24,129,153,43,True,0,21,MID
11081,Paulo Gazzaniga,0,0,11,0,0.0,341,208,1,0,2.0,20.0,2020-01-01T15:00:00Z,90,16,0,0,0,0,21,2,324768,0.0,1.0,0.0,2,-14481,14539,29020,46,False,0,21,GK
11082,Danny Welbeck,0,0,0,0,0.0,512,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,8295,1.0,2.0,0.0,0,-66,34,100,58,True,0,21,FWD
11083,Ben Foster,0,0,12,0,0.0,366,209,1,0,2.3,22.6,2020-01-01T15:00:00Z,90,20,0,0,0,0,21,3,208547,1.0,2.0,0.0,2,45174,55128,9954,48,True,1,21,GK
11084,Pierre-Emile Hojbjerg,0,0,12,1,15.4,325,208,0,0,3.4,14.6,2020-01-01T15:00:00Z,90,17,0,0,0,0,21,0,29935,0.0,1.0,4.0,3,-101,1981,2082,48,True,0,21,MID
11085,Lee Grant,0,0,0,0,0.0,237,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,7338,0.0,2.0,0.0,0,-53,17,70,48,False,0,21,GK
11086,Mace Goodridge,0,0,0,0,0.0,571,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,208,2.0,1.0,0.0,0,6,41,35,45,True,0,21,MID
11087,Angelo Ogbonna,0,0,26,1,0.5,377,210,0,0,2.1,16.8,2020-01-01T17:30:00Z,90,3,0,0,0,0,21,0,97410,0.0,4.0,4.0,6,3996,13533,9537,45,True,0,21,DEF
11088,Harvey Elliott,0,0,3,0,0.0,550,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,1,15,0,0,0,0,21,0,684,0.0,2.0,0.0,1,17,79,62,45,True,0,21,MID
11089,Eldin Jakupovic,0,0,0,0,0.0,169,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,6499,3.0,0.0,0.0,0,-47,34,81,43,False,0,21,
11090,Billy Sharp,0,0,3,0,0.0,298,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,24,10,0,0,0,0,21,0,21659,0.0,2.0,0.0,1,-201,124,325,56,False,0,21,FWD
11091,Artur Boruc,0,0,0,0,0.0,73,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,18687,0.0,4.0,0.0,0,-183,176,359,43,False,0,21,GK
11092,Jan Vertonghen,0,0,13,0,0.4,330,208,1,0,5.1,26.6,2020-01-01T15:00:00Z,90,16,0,0,0,0,21,0,146431,0.0,1.0,24.0,2,-3549,6808,10357,52,False,0,21,DEF
11093,Felipe Anderson Pereira Gomes,0,0,25,1,2.9,390,210,0,1,7.9,41.2,2020-01-01T17:30:00Z,67,3,0,0,0,0,21,0,210965,0.0,4.0,35.0,8,4973,7794,2821,66,True,0,21,MID
11094,Nick Pope,0,0,16,0,0.0,93,203,2,0,3.0,30.0,2020-01-01T12:30:00Z,90,2,0,0,0,0,21,4,1043045,2.0,1.0,0.0,2,7218,35468,28250,47,True,0,21,GK
11095,Steven Defour,0,0,0,0,0.0,99,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,258,2.0,1.0,0.0,0,2,9,7,55,True,0,21,
11096,Adam Masina,0,0,7,0,0.5,355,209,0,0,1.5,14.4,2020-01-01T15:00:00Z,17,20,0,0,0,0,21,0,4409,1.0,2.0,0.0,1,-18,74,92,43,True,0,21,DEF
11097,Andriy Yarmolenko,0,0,0,0,0.0,392,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,81412,0.0,4.0,0.0,0,-9764,243,10007,54,True,0,21,FWD
11098,Phil Foden,0,0,18,0,28.8,220,205,1,0,6.5,14.8,2020-01-01T17:30:00Z,82,8,0,0,0,0,21,0,22481,1.0,2.0,21.0,2,-520,440,960,51,True,0,21,MID
11099,Marcos Rojo,0,0,0,0,0.0,227,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,9488,0.0,2.0,0.0,0,-89,8,97,48,False,0,21,DEF
11100,Moussa Djenepo,0,0,-3,0,0.7,438,208,0,0,2.1,8.2,2020-01-01T15:00:00Z,57,17,0,0,0,0,21,0,6192,0.0,1.0,12.0,0,-49,377,426,52,True,1,21,MID
11101,Adam Idah,0,0,3,0,0.0,538,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,1,7,0,0,0,0,21,0,7975,1.0,1.0,0.0,1,-59,454,513,44,True,0,21,FWD
11102,Ben Davies,0,0,0,0,0.0,329,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,8913,0.0,1.0,0.0,0,-125,17,142,53,False,0,21,DEF
11103,Francisco Femenia Far,0,0,6,0,5.9,357,209,0,0,1.3,5.4,2020-01-01T15:00:00Z,59,20,0,0,0,0,21,0,67853,1.0,2.0,2.0,1,18806,25035,6229,42,True,0,21,MID
11104,Matthew Longstaff,0,0,0,0,0.0,540,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,16671,3.0,0.0,0.0,0,-789,1001,1790,45,True,0,21,MID
11105,John Fleck,0,0,3,0,0.0,301,204,2,0,0.0,0.0,2020-01-02T20:00:00Z,90,10,0,0,0,0,21,0,167215,0.0,2.0,0.0,2,3261,24417,21156,49,False,0,21,MID
11106,Eric Dier,0,0,0,0,0.0,350,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,14537,0.0,1.0,0.0,0,-496,259,755,49,False,0,21,MID
11107,Oleksandr Zinchenko,0,0,0,0,0.0,206,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,189862,1.0,2.0,0.0,0,4748,7320,2572,52,True,0,21,MID
11108,Daniel Amartey,0,0,0,0,0.0,178,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,24384,3.0,0.0,0.0,0,-371,935,1306,43,False,0,21,
11109,Victor Wanyama,0,0,0,0,0.0,348,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,7216,0.0,1.0,0.0,0,-97,95,192,48,False,0,21,MID
11110,Jairo Riedewald,0,0,16,0,15.5,539,207,1,0,3.6,8.2,2020-01-01T17:30:00Z,90,14,0,0,0,0,21,0,1046,1.0,1.0,12.0,2,56,110,54,45,False,0,21,DEF
11111,Gabriel Teodoro Martinelli Silva,0,0,0,0,0.0,504,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,116528,0.0,2.0,0.0,0,-11645,1950,13595,45,True,0,21,MID
11112,Japhet Tanganga,0,0,0,0,0.0,583,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,622,0.0,1.0,0.0,0,128,210,82,40,False,0,21,DEF
11113,Manuel Lanzini,0,0,0,0,11.9,391,210,0,0,5.1,5.8,2020-01-01T17:30:00Z,22,3,0,0,0,0,21,0,52309,0.0,4.0,33.0,1,423,952,529,62,True,0,21,MID
11114,Wilfried Zaha,1,0,14,0,22.9,133,207,1,0,7.5,20.6,2020-01-01T17:30:00Z,90,14,0,0,0,0,21,0,856220,1.0,1.0,31.0,5,-74767,26923,101690,69,False,0,21,FWD
