,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,Position
10558,Giannelli Imbula,0,0,0,0,0,0,0,0,0,0.0,0,0,343,0,0,252,0,0,0,0.0,14522,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,3558,0,0,0,1,2,0,0,-16,2,18,45,False,0,0,26,
10559,Glenn Murray,0,28,0,0,0,23,0,0,17,16.8,0,0,71,0,0,253,2,1,1,9.2,14250,30.4,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,71,1,0,20,0,0,0,0,3,0,26,0,125376,5,0,1,1,3,45,6,4210,13040,8830,57,True,0,0,26,FWD
10560,Glenn Whelan,0,0,0,0,0,0,0,0,0,0.0,0,0,339,0,0,252,0,0,0,0.0,14518,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,468,0,0,0,1,2,0,0,1,2,1,45,False,0,0,26,
10561,Glen Johnson,0,0,0,0,0,0,0,0,0,0.0,0,0,335,0,0,252,0,0,0,0.0,14514,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,11649,0,0,0,1,2,0,0,-59,111,170,41,False,0,0,26,DEF
10562,Gnegneri Yaya Toure,0,0,0,0,0,0,0,0,0,0.0,0,0,249,0,0,254,0,0,0,0.0,14428,0.0,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,0,0,0,4,0,0,0,0,0,0,26,0,42353,0,0,0,1,1,0,0,-123,112,235,60,False,0,0,26,MID
10563,Granit Xhaka,0,79,0,0,0,19,0,3,74,28.4,0,0,23,0,1,251,2,1,0,6.5,14202,16.6,1,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,90,0,0,7,0,0,0,0,5,0,26,0,422994,1,4,0,1,5,20,2,-4853,10158,15011,52,True,0,0,26,MID
10564,Grant Hanley,0,0,0,0,0,0,0,0,0,0.0,0,0,292,0,0,255,0,0,0,0.0,14471,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,22834,0,0,0,1,1,0,0,-358,8,366,40,False,0,0,26,
10565,Grzegorz Krychowiak,0,0,0,0,0,0,0,0,0,0.0,0,0,533,0,0,260,0,0,0,0.0,14712,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,14,0,0,0,0,0,0,26,0,9745,0,0,0,3,2,0,0,-337,193,530,48,True,0,0,26,MID
10566,Guido Carrillo,0,20,0,0,0,1,0,1,12,4.8,0,0,607,0,0,260,2,2,0,3.1,14786,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,74,1,0,19,0,0,0,0,1,0,26,0,7133,0,0,2,3,2,27,2,-92,2069,2161,65,False,0,0,26,FWD
10567,Gylfi Sigurdsson,0,0,0,0,0,0,0,0,0,0.0,0,0,359,0,0,251,0,0,0,0.0,14538,0.0,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,0,0,0,1,0,0,0,0,0,0,26,0,113173,0,0,0,1,5,0,0,824,3040,2216,80,False,0,0,26,MID
10568,Hal Robson-Kanu,0,0,0,0,0,0,0,0,0,0.0,0,0,436,0,0,260,0,0,0,0.0,14615,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,14,0,0,0,0,0,0,26,0,24932,0,0,0,3,2,0,0,-1888,122,2010,49,True,0,0,26,FWD
10569,Hamza Choudhury,0,0,0,0,0,0,0,0,0,0.0,0,0,571,0,0,256,0,0,0,0.0,14750,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,16,0,0,0,0,0,0,26,0,253,0,0,0,1,1,0,0,15,25,10,44,True,0,0,26,MID
10570,Harry Arter,0,0,0,0,0,0,0,0,0,0.0,0,0,39,0,0,252,0,0,0,0.0,14218,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,26,0,19462,0,0,0,1,2,0,0,-64,187,251,47,True,0,0,26,MID
10571,Harry Bunn,0,0,0,0,0,0,0,0,0,0.0,0,0,179,0,0,258,0,0,0,0.0,14358,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,346,0,0,0,0,2,0,0,-2,0,2,45,False,0,0,26,
10572,Harry Kane,0,9,0,2,0,17,0,2,6,0.7,1,0,394,0,0,257,0,2,1,11.9,14573,45.2,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,90,0,0,10,0,0,1,0,1,0,26,0,2527679,2,0,1,2,2,73,4,-72328,23408,95736,129,False,0,0,26,FWD
10573,Harry Maguire,0,68,0,0,0,13,0,4,57,11.6,1,0,198,0,0,256,1,1,0,4.4,14377,19.0,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,16,0,0,0,0,7,0,26,0,748538,2,1,2,1,1,13,2,21570,43331,21761,55,True,0,0,26,DEF
10574,Harry Souttar,0,0,0,0,0,0,0,0,0,0.0,0,0,550,0,0,252,0,0,0,0.0,14729,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,5854,0,0,0,1,2,0,0,-237,9,246,40,False,0,0,26,DEF
10575,Harry Winks,0,0,0,0,0,0,0,0,0,0.0,0,0,391,0,0,257,0,0,0,0.0,14570,0.0,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,0,0,0,10,0,0,0,0,0,0,26,0,7014,0,0,0,2,2,0,0,-366,18,384,48,False,0,0,26,MID
10576,Henrikh Mkhitaryan,3,42,3,0,2,51,0,4,33,41.8,1,0,281,0,0,251,0,1,0,13.2,14460,67.8,3,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,90,0,0,7,0,0,0,0,4,0,26,0,465592,3,2,1,1,5,22,13,35271,52406,17135,77,True,0,0,26,MID
10577,Henri Saivet,0,0,0,0,0,0,0,0,0,0.0,0,0,516,0,0,255,0,0,0,0.0,14695,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,2023,0,0,0,1,1,0,0,-150,13,163,44,False,0,0,26,FWD
10578,Heung-Min Son,0,26,0,1,0,1,0,1,19,5.3,0,0,390,0,0,257,0,2,0,4.7,14569,4.2,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,90,2,0,10,0,0,0,0,3,0,26,0,732213,1,0,0,2,2,37,2,-17878,69249,87127,81,False,0,0,26,MID
10579,Heurelho Gomes,0,0,0,0,0,0,0,0,0,0.0,0,0,397,0,0,259,0,0,0,0.0,14576,0.0,0,2018-02-05T20:00:00Z,05 Feb 20:00,0,0,0,0,0,5,0,0,0,0,0,0,26,0,92828,0,0,0,1,4,0,0,-9764,51,9815,45,True,0,0,26,GK
10580,Hugo Lloris,0,44,0,0,0,17,0,2,36,0.0,0,0,375,0,0,257,0,2,0,1.6,14554,16.0,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,90,0,0,10,0,0,0,0,12,0,26,1,460096,0,0,0,2,2,0,1,-2535,3666,6201,54,False,0,0,26,GK
10581,Hector Bellerin,0,48,0,0,0,10,0,1,40,4.6,1,0,7,0,0,251,1,1,0,1.3,14186,8.8,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,90,0,0,7,0,0,0,0,8,0,26,0,707969,2,0,0,1,5,0,2,-44683,5826,50509,61,True,0,0,26,DEF
10582,Ibrahim Afellay,0,0,0,0,0,0,0,0,0,0.0,0,0,341,0,0,252,0,0,0,0.0,14520,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,1094,0,0,0,1,2,0,0,-1,20,21,48,False,0,0,26,MID
10583,Idrissa Gueye,0,43,0,0,0,14,0,6,34,3.0,0,0,155,0,0,251,1,5,0,2.5,14334,15.0,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,90,0,0,1,0,0,0,0,8,0,26,0,43490,2,2,0,1,5,7,2,-294,193,487,48,False,0,0,26,MID
10584,Ilkay Gundogan,0,62,0,0,0,13,0,4,56,20.4,3,0,253,0,0,254,2,1,0,9.7,14432,20.4,1,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,90,0,0,4,0,0,0,0,5,0,26,0,49510,1,0,0,1,1,56,1,566,7532,6966,53,False,0,1,26,MID
10585,Isaac Hayden,0,7,0,0,0,4,0,3,4,0.1,0,0,496,0,0,255,0,0,0,1.7,14675,9.6,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,25,0,0,6,0,0,0,0,3,0,26,0,11744,1,0,0,1,1,7,1,-55,237,292,44,False,0,0,26,DEF
10586,Isaac Success,0,0,0,0,0,0,0,0,0,0.0,0,0,413,0,0,259,0,0,0,0.0,14592,0.0,0,2018-02-05T20:00:00Z,05 Feb 20:00,0,0,0,0,0,5,0,0,0,0,0,0,26,0,1827,0,0,0,1,4,0,0,-37,5,42,53,True,0,0,26,FWD
10587,Isaiah Brown,0,0,0,0,0,0,0,0,0,0.0,0,0,481,0,0,253,0,0,0,0.0,14660,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,20,0,0,0,0,0,0,26,0,1077,0,0,0,1,3,0,0,-18,8,26,52,True,0,0,26,MID
10588,Islam Slimani,0,0,0,0,0,0,0,0,0,0.0,0,0,212,0,0,255,0,0,0,0.0,14391,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,20436,0,0,0,1,1,0,0,1970,3159,1189,66,False,0,0,26,FWD
10589,Jack Butland,0,34,0,0,0,19,0,1,10,0.0,0,0,328,0,0,252,0,2,0,3.1,14507,30.8,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,2,0,0,0,0,10,0,26,5,129035,0,0,0,1,2,0,2,-2634,1393,4027,50,False,0,0,26,GK
10590,Jack Colback,0,0,0,0,0,0,0,0,0,0.0,0,0,299,0,0,255,0,0,0,0.0,14478,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,69049,0,0,0,1,1,0,0,-1872,929,2801,42,False,0,0,26,
10591,Jack Cork,0,36,0,0,0,5,0,3,25,33.5,0,0,90,0,0,254,2,1,0,4.8,14269,6.8,3,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,90,0,0,11,0,0,0,0,2,0,26,0,174028,0,0,0,1,1,8,1,-4256,3858,8114,46,True,0,1,26,MID
10592,Jack Payne,0,0,0,0,0,0,0,0,0,0.0,0,0,177,0,0,258,0,0,0,0.0,14356,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,272,0,0,0,0,2,0,0,-1,1,2,45,False,0,0,26,
10593,Jack Simpson,0,0,0,0,0,0,0,0,0,0.0,0,0,570,0,0,252,0,0,0,0.0,14749,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,26,0,7830,0,0,0,1,2,0,0,259,605,346,40,True,0,0,26,DEF
10594,Jack Stephens,0,49,0,0,0,28,0,11,37,14.8,0,0,313,0,0,260,1,2,1,9.8,14492,62.2,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,1,19,0,0,0,0,7,0,26,0,20865,0,0,0,3,2,21,7,3985,4895,910,45,False,0,0,26,DEF
10595,Jack Wilshere,0,7,0,0,0,3,0,0,6,0.3,0,0,24,0,0,251,0,0,0,0.1,14203,0.2,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,15,0,0,7,0,0,0,0,0,0,26,0,67344,0,0,0,1,5,0,1,-19497,2412,21909,54,True,0,0,26,MID
10596,Jacob Murphy,0,0,0,0,0,0,0,0,0,0.0,0,0,478,0,0,255,0,0,0,0.0,14657,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,5573,0,0,0,1,1,0,0,-408,179,587,50,False,0,0,26,MID
10597,Jairo Riedewald,0,0,0,0,0,0,0,0,0,0.0,0,0,482,0,0,255,0,0,0,0.0,14661,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,5854,0,0,0,1,1,0,0,-70,31,101,47,True,0,0,26,DEF
10598,Jake Livermore,0,0,0,0,0,0,0,0,0,0.0,0,0,426,0,0,260,0,0,0,0.0,14605,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,14,0,0,0,0,0,0,26,0,7095,0,0,0,3,2,0,0,-310,12,322,48,True,0,0,26,MID
10599,Jakob Haugaard,0,0,0,0,0,0,0,0,0,0.0,0,0,569,0,0,252,0,0,0,0.0,14748,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,4184,0,0,0,1,2,0,0,39,111,72,40,False,0,0,26,GK
10600,Jamaal Lascelles,0,37,0,0,0,11,0,7,29,0.2,0,0,290,0,0,255,1,1,0,1.6,14469,14.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,90,0,0,6,0,0,0,0,5,0,26,0,394520,0,0,0,1,1,2,2,45907,53448,7541,46,False,0,0,26,DEF
10601,James Collins,0,29,0,0,0,10,0,13,22,0.3,0,0,441,1,0,253,0,3,0,2.3,14620,22.6,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,3,0,0,0,0,4,0,26,0,15438,0,0,0,1,3,0,1,457,1004,547,43,False,0,0,26,DEF
10602,James McArthur,0,54,1,0,0,17,0,1,42,33.5,4,0,127,0,0,255,0,1,0,11.8,14306,18.4,2,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,90,0,1,13,0,0,0,0,6,0,26,0,216919,1,0,2,1,1,66,2,14396,22592,8196,43,True,0,0,26,MID
10603,James McCarthy,0,0,0,0,0,0,0,0,0,0.0,0,0,150,0,0,251,0,0,0,0.0,14329,0.0,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,0,0,0,1,0,0,0,0,0,0,26,0,1269,0,0,0,1,5,0,0,-23,15,38,49,False,0,0,26,MID
10604,James McClean,0,4,0,0,0,3,0,1,3,0.2,0,0,430,0,0,260,0,0,0,0.4,14609,4.2,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,13,0,0,14,0,0,0,0,1,0,26,0,5475,0,0,0,3,2,0,1,-40,80,120,48,True,0,0,26,MID
10605,James Milner,0,24,0,0,0,16,1,1,20,21.7,0,0,222,0,0,257,3,0,0,2.9,14401,1.6,1,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,77,0,1,17,0,0,0,0,7,0,26,0,120155,2,1,0,2,2,6,5,-302,412,714,60,True,0,1,26,MID
10606,James Morrison,0,0,0,0,0,0,0,0,0,0.0,0,0,428,0,0,260,0,0,0,0.0,14607,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,14,0,0,0,0,0,0,26,0,907,0,0,0,3,2,0,0,0,7,7,54,True,0,0,26,MID
10607,James Tarkowski,0,0,0,0,0,0,0,0,0,0.0,0,0,79,0,0,254,0,0,0,0.0,14258,0.0,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,0,0,0,11,0,0,0,0,0,0,26,0,227557,0,0,0,1,1,0,0,-54069,668,54737,47,True,0,0,26,DEF
10608,James Tomkins,0,42,0,0,0,14,0,11,37,0.6,0,0,117,0,0,255,1,1,0,1.9,14296,18.8,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,90,0,0,13,0,0,0,0,2,0,26,0,168489,0,0,0,1,1,0,2,536,7252,6716,44,True,0,0,26,DEF
10609,James Ward-Prowse,1,51,0,0,2,41,0,0,41,27.3,0,0,317,0,0,260,1,2,1,9.0,14496,52.2,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,19,0,0,0,0,4,0,26,0,85131,1,1,1,3,2,10,12,35480,39396,3916,50,False,1,0,26,MID
10610,Jamie Murphy,0,0,0,0,0,0,0,0,0,0.0,0,0,69,0,0,253,0,0,0,0.0,14248,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,20,0,0,0,0,0,0,26,0,2309,0,0,0,1,3,0,0,-74,4,78,47,True,0,0,26,FWD
10611,Jamie Vardy,0,11,0,0,0,24,0,1,8,11.8,0,0,209,0,0,256,1,1,1,7.8,14388,36.2,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,4,0,16,0,0,0,0,2,0,26,0,1022144,1,0,1,1,1,30,6,41827,75667,33840,86,True,0,0,26,FWD
10612,Jan Bednarek,0,0,0,0,0,0,0,0,0,0.0,0,0,315,0,0,260,0,0,0,0.0,14494,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,19,0,0,0,0,0,0,26,0,5196,0,0,0,3,2,0,0,-10,81,91,41,False,0,0,26,DEF
10613,Jan Vertonghen,0,68,0,0,0,17,0,6,55,0.8,1,0,380,0,0,257,1,2,0,2.5,14559,24.6,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,90,0,0,10,0,0,0,0,14,0,26,0,497066,0,0,0,2,2,0,1,-8790,7099,15889,60,False,0,0,26,DEF
10614,Jaroslaw Jach,0,0,0,0,0,0,0,0,0,0.0,0,0,605,0,0,255,0,0,0,0.0,14784,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,208,0,0,0,1,1,0,0,56,98,42,45,True,0,0,26,DEF
10615,Jason Lokilo,0,0,0,0,0,0,0,0,0,0.0,0,0,491,0,0,255,0,0,0,0.0,14670,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,6783,0,0,0,1,1,0,0,15,92,77,43,True,0,0,26,FWD
10616,Jason Puncheon,0,0,0,0,0,0,0,0,0,0.0,0,0,125,0,0,255,0,0,0,0.0,14304,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,15559,0,0,0,1,1,0,0,-300,20,320,45,True,0,0,26,FWD
10617,Javier Hernandez Balcazar,0,25,0,0,2,30,0,0,16,6.3,4,0,487,0,0,253,1,3,1,7.0,14666,38.6,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,1,0,3,0,0,0,0,0,0,26,0,397151,2,0,0,1,3,25,8,802,9182,8380,67,False,0,0,26,FWD
10618,Javier Manquillo,0,0,0,0,0,0,0,0,0,0.0,0,0,477,0,0,255,0,0,0,0.0,14656,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,49045,0,0,0,1,1,0,0,-2479,138,2617,44,False,0,0,26,DEF
10619,Jayson Molumby,0,0,0,0,0,0,0,0,0,0.0,0,0,553,0,0,253,0,0,0,0.0,14732,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,20,0,0,0,0,0,0,26,0,451,0,0,0,1,3,0,0,0,9,9,45,True,0,0,26,MID
10620,Jay Fulton,0,0,0,0,0,0,0,0,0,0.0,0,0,362,0,0,256,0,0,0,0.0,14541,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,9,0,0,0,0,0,0,26,0,3036,0,0,0,1,1,0,0,-51,7,58,43,False,0,0,26,MID
10621,Jay Rodriguez,0,8,0,0,0,0,0,0,5,1.8,0,0,437,0,0,260,1,0,0,0.3,14616,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,28,0,0,14,0,0,0,0,0,0,26,0,133766,2,0,0,3,2,2,1,24014,33281,9267,56,True,0,0,26,FWD
10622,Jefferson Montero,0,0,0,0,0,0,0,0,0,0.0,0,0,364,0,0,256,0,0,0,0.0,14543,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,9,0,0,0,0,0,0,26,0,995,0,0,0,1,1,0,0,-2,0,2,49,False,0,0,26,
10623,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0.0,0,0,123,0,0,255,0,0,0,0.0,14302,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,12828,0,0,0,1,1,0,0,-794,11,805,47,True,0,0,26,FWD
10624,Jeff Hendrick,0,28,0,0,0,7,0,4,20,4.7,0,0,86,0,0,254,0,1,0,1.3,14265,6.0,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,90,0,0,11,0,0,0,0,2,0,26,0,11256,1,0,0,1,1,2,2,-265,226,491,54,True,0,0,26,MID
10625,Jeremie Boga,0,0,0,0,0,0,0,0,0,0.0,0,0,509,0,0,259,0,0,0,0.0,14688,0.0,0,2018-02-05T20:00:00Z,05 Feb 20:00,0,0,0,0,0,18,0,0,0,0,0,0,26,0,477,0,0,0,1,4,0,0,-2,1,3,60,False,0,0,26,MID
10626,Jermain Defoe,0,0,0,0,0,0,0,0,0,0.0,0,0,52,0,0,252,0,0,0,0.0,14231,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,26,0,73250,0,0,0,1,2,0,0,-517,40,557,76,True,0,0,26,FWD
10627,Jerome Sinclair,0,0,0,0,0,0,0,0,0,0.0,0,0,499,0,0,259,0,0,0,0.0,14678,0.0,0,2018-02-05T20:00:00Z,05 Feb 20:00,0,0,0,0,0,5,0,0,0,0,0,0,26,0,9045,0,0,0,1,4,0,0,-4,197,201,49,True,0,0,26,FWD
10628,Jesse Lingard,0,51,0,0,0,12,1,1,42,27.7,1,0,279,0,0,258,0,0,0,8.1,14458,14.4,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,64,0,0,8,0,0,0,0,6,0,26,0,976551,1,0,1,0,2,39,3,-30016,65479,95495,63,True,0,0,26,MID
10629,Jese Rodriguez Ruiz,0,0,0,0,0,0,0,0,0,0.0,0,0,512,0,0,252,0,0,0,0.0,14691,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,109779,0,0,0,1,2,0,0,-822,21,843,54,False,0,0,26,FWD
10630,Jesus Gamez Duarte,0,0,0,0,0,0,0,0,0,0.0,0,0,293,0,0,255,0,0,0,0.0,14472,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,6,0,0,0,0,0,0,26,0,99187,0,0,0,1,1,0,0,-1554,960,2514,39,False,0,0,26,DEF
10631,Jiri Skalak,0,0,0,0,0,0,0,0,0,0.0,0,0,67,0,0,253,0,0,0,0.0,14246,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,20,0,0,0,0,0,0,26,0,1886,0,0,0,1,3,0,0,-22,14,36,47,True,0,0,26,FWD
10632,Joel Dinis Castro Pereira,0,0,0,0,0,0,0,0,0,0.0,0,0,262,0,0,258,0,0,0,0.0,14441,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,8,0,0,0,0,0,0,26,0,368070,0,0,0,0,2,0,0,-6247,451,6698,40,True,0,0,26,GK
10633,Joel Coleman,0,0,0,0,0,0,0,0,0,0.0,0,0,162,0,0,258,0,0,0,0.0,14341,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,181096,0,0,0,0,2,0,0,31286,34217,2931,39,False,0,0,26,GK
10634,Joel Matip,0,4,0,0,0,4,0,2,4,0.0,0,0,219,0,0,257,0,2,0,0.6,14398,5.6,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,12,0,0,17,0,0,0,0,1,0,26,0,105843,0,0,0,2,2,0,0,-230,1150,1380,54,True,0,0,26,DEF
10635,Joel Robles,0,0,0,0,0,0,0,0,0,0.0,0,0,136,0,0,251,0,0,0,0.0,14315,0.0,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,0,0,0,1,0,0,0,0,0,0,26,0,8526,0,0,0,1,5,0,0,-42,50,92,43,False,0,0,26,GK
10636,Joel Ward,0,0,0,0,0,0,0,0,0,0.0,0,0,119,0,0,255,0,0,0,0.0,14298,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,9367,0,0,0,1,1,0,0,-3,151,154,47,True,0,0,26,DEF
10637,Joe Allen,0,34,0,0,0,14,0,4,27,6.0,0,0,337,0,0,252,3,2,0,3.8,14516,14.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,2,0,0,0,0,6,0,26,0,119627,1,3,0,1,2,18,2,2115,8801,6686,51,False,0,0,26,MID
10638,Joe Hart,0,0,0,0,0,0,0,0,0,0.0,0,0,479,0,0,253,0,0,0,0.0,14658,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,3,0,0,0,0,0,0,26,0,298571,0,0,0,1,3,0,0,-5722,973,6695,43,False,0,0,26,GK
10639,Joe Lolley,0,0,0,0,0,0,0,0,0,0.0,0,0,176,0,0,258,0,0,0,0.0,14355,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,5051,0,0,0,0,2,0,0,-443,90,533,43,False,0,0,26,FWD
10640,Joe Rodon,0,0,0,0,0,0,0,0,0,0.0,0,0,561,0,0,256,0,0,0,0.0,14740,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,9,0,0,0,0,0,0,26,0,3720,0,0,0,1,1,0,0,-293,24,317,40,False,0,0,26,DEF
10641,Johann Berg Gudmundsson,0,35,0,0,3,30,0,6,27,40.8,1,0,84,0,0,254,0,1,1,11.0,14263,50.4,3,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,90,0,0,11,0,0,0,0,7,0,26,0,44817,5,0,0,1,1,19,10,-2839,2700,5539,50,True,0,0,26,MID
10642,John Stones,0,0,0,0,0,0,0,0,0,0.0,0,0,242,0,0,254,0,0,0,0.0,14421,0.0,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,0,0,0,4,0,0,0,0,0,0,26,0,226187,0,0,0,1,1,0,0,-34203,1638,35841,54,False,0,0,26,DEF
10643,Jon Gorenc Stankovic,0,0,0,0,0,0,0,0,0,0.0,0,0,169,0,0,258,0,0,0,0.0,14348,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,6620,0,0,0,0,2,0,0,176,424,248,39,False,0,0,26,MID
10644,Jonas Lossl,0,29,0,0,3,36,0,3,15,0.0,0,0,163,0,0,258,0,2,0,5.5,14342,55.2,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,0,12,0,0,0,1,12,0,26,5,408783,0,0,0,0,2,0,10,-14524,631,15155,46,False,0,0,26,GK
