assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1999-05-18,0,0,True,True,None,None,0,0,0,229600,None,,0,0,0,0,0.0,473,56,0,0,None,,0,1,2.6,2.6,0,0.00,0,0.00,0,0.00,0.00,0,0,Mark,0.0,473,64,0,0,0,False,0.0,480,64,227,False,0.0,464,64,,0,,None,50,284,13,p229600,0,0,None,0,,229600.jpg,0.0,473,64,False,3,None,-15.2,"[{'offset': 0, 'projected_percent': '-15.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",0,0,104,False,0,0,,[],Travers,0.0,514,55,False,None,0,0,a,0,9,11,2025-07-15,0.0,423,56,0,255,255,359,359,0.0,0.0,Travers,0
0,1995-03-09,0,0,True,True,None,None,0,0,0,138001,None,,0,0,0,0,0.0,348,30,0,0,None,,0,1,1.9,1.9,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,358,48,0,0,0,False,0.0,362,48,228,False,0.0,345,48,,0,,None,45,420,31,p138001,0,0,None,0,,138001.jpg,0.0,358,48,False,4,None,-8.4,"[{'offset': 0, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",0,0,244,False,0,0,,[],King,0.0,496,53,False,None,0,0,a,0,9,11,2025-08-15,0.0,274,30,0,233,233,341,341,0.0,0.0,King,0
0,1992-11-19,0,25,True,True,None,None,1,1.0,8,17761,None,,0,0,0,0,0.8,232,80,9,9.0,None,,0,2,2.8,2.8,6,0.00,0.0,0.05,0.05,0.05,1.96,1.96,0.05,James,6.0,59,27,0,0.0,0,False,2.0,181,70,229,False,15.2,115,53,,90,,None,60,56,5,p17761,0,0,None,0,,17761.jpg,6.0,59,27,False,-143,None,3.6,"[{'offset': 0, 'projected_percent': '3.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-1.9', 'likelihood': -1}]",4,0,241,False,0,0.0,,[],Tarkowski,8.7,46,17,False,None,1,1.0,a,1,9,11,2022-07-01,4.0,138,46,6,38703,38703,29994,29994,1.0,1.0,Tarkowski,0
0,2002-06-27,0,27,True,True,None,None,1,1.0,6,480455,None,,0,0,0,0,0.8,231,79,8,8.0,None,,0,2,2.5,2.5,6,0.01,0.01,0.01,0.01,0.00,1.96,1.96,0.0,Jarrad,6.0,57,25,0,0.0,0,False,2.5,152,59,230,False,18.6,92,39,,90,,None,55,185,26,p480455,0,0,None,0,,480455.jpg,6.0,57,25,False,51,None,4.8,"[{'offset': 0, 'projected_percent': '4.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '6.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.7', 'likelihood': 1}]",2,0,241,False,0,0.0,,[],Branthwaite,1.8,134,53,False,None,1,1.0,a,2,9,11,2020-06-20,6.0,119,37,6,17138,17138,7462,7462,1.1,1.1,Branthwaite,0
0,1993-01-11,0,0,True,True,None,None,0,0,0,106611,None,,0,0,0,0,0.0,441,176,0,0,None,,0,2,2.2,2.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,445,169,0,0,0,False,0.0,450,175,231,False,0.0,434,175,,0,,None,50,234,37,p106611,0,0,None,0,,106611.jpg,0.0,445,169,False,-183,None,-61.1,"[{'offset': 0, 'projected_percent': '-61.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-90.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-109.5', 'likelihood': -5}]",0,0,241,False,0,0,,[],Keane,1.4,165,68,False,None,0,0,a,0,9,11,2017-07-03,0.0,382,159,0,3000,3000,21201,21201,0.0,0.0,Keane,0
0,2001-05-15,0,0,True,True,None,None,0,0,0,512462,None,,0,0,0,0,0.0,519,195,0,0,None,,0,2,2.2,2.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Jake,0.0,518,189,0,0,0,False,0.0,522,195,232,False,0.0,506,195,,0,,None,50,351,71,p512462,0,0,None,0,,512462.jpg,0.0,518,189,False,-75,None,-56.6,"[{'offset': 0, 'projected_percent': '-56.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-95.2', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-120.0', 'likelihood': -5}]",0,0,104,False,0,0,,[],O'Brien,0.4,266,99,False,None,0,0,a,0,9,11,2024-07-30,0.0,476,186,0,1289,1289,6343,6343,0.0,0.0,O'Brien,0
0,1999-05-29,0,27,True,True,None,None,1,1.0,4,224967,None,,0,0,0,0,13.8,91,26,4,4.0,None,,0,2,1.7,1.7,6,0.05,0.05,0.05,0.05,0.00,1.96,1.96,0.0,Vitalii,6.0,47,20,0,0.0,0,False,2.9,135,53,233,False,12.8,136,63,,90,,None,45,447,108,p224967,0,0,None,0,,224967.jpg,6.0,47,20,False,86,None,4.6,"[{'offset': 0, 'projected_percent': '4.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '6.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.7', 'likelihood': 1}]",4,0,225,False,0,0.0,,[],Mykolenko,1.6,151,63,False,None,1,1.0,a,0,9,11,2022-01-01,2.0,160,56,6,18565,18565,7535,7535,1.3,1.3,Mykolenko,0
0,2001-10-16,0,0,True,True,None,None,0,0,0,243571,None,,0,0,0,0,0.0,373,158,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathan,0.0,382,150,0,0,0,False,0.0,385,155,234,False,0.0,368,154,,0,,None,45,461,118,p243571,0,0,None,0,,243571.jpg,0.0,382,150,False,1,None,-16.8,"[{'offset': 0, 'projected_percent': '-16.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-9.3', 'likelihood': -1}]",0,0,243,False,0,0,,[],Patterson,0.0,521,181,False,None,0,0,a,0,9,11,2022-01-04,0.0,304,134,0,185,185,325,325,0.0,0.0,Patterson,0
0,2006-06-02,0,0,True,True,None,None,0,0,0,499300,None,,0,0,0,0,0.0,312,119,0,0,None,,0,2,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,325,112,0,0,0,False,0.0,329,118,235,False,0.0,312,117,,0,,None,40,590,181,p499300,0,0,None,0,,499300.jpg,0.0,325,112,False,-11,None,-9.2,"[{'offset': 0, 'projected_percent': '-9.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-31.6', 'likelihood': -2}]",0,0,145,False,0,0,,[],Aznou,0.2,355,134,False,None,0,0,a,0,9,11,2025-07-29,0.0,233,87,0,928,928,1509,1509,0.0,0.0,Aznou,0
0,1998-09-06,3,40,True,True,None,None,1,1.0,1,215413,2,,0,0,0,0,28.3,32,24,8,8.0,None,,0,3,2.3,2.3,11,0.17,0.17,0.29,0.29,0.12,1.92,1.92,0.12,Kiernan,11.0,11,6,0,0.0,1,False,9.8,16,12,236,False,42.8,20,10,,90,,None,65,36,24,p215413,0,0,None,0,,215413.jpg,11.0,11,6,False,784,None,44.0,"[{'offset': 0, 'projected_percent': '44.0', 'likelihood': 3}, {'offset': 1, 'projected_percent': '61.2', 'likelihood': 3}, {'offset': 2, 'projected_percent': '72.2', 'likelihood': 3}]",5,0,241,False,0,0.0,,[],Dewsbury-Hall,4.6,72,24,False,None,1,1.0,a,2,9,11,2025-08-06,27.0,35,19,11,115356,115356,22852,22852,1.7,1.7,Dewsbury-Hall,0
1,2000-03-06,1,36,True,True,None,None,1,1.0,0,440993,None,,0,0,0,0,39.8,15,13,12,12.0,None,,0,3,2.2,2.2,9,0.32,0.32,0.56,0.56,0.24,1.96,1.96,0.24,Iliman,9.0,26,12,0,0.0,0,False,12.9,5,4,237,False,40.8,25,13,Iliman Ndiaye,90,,None,60,81,52,p440993,0,0,1,0,,440993.jpg,9.0,26,12,False,304,None,27.9,"[{'offset': 0, 'projected_percent': '27.9', 'likelihood': 2}, {'offset': 1, 'projected_percent': '34.6', 'likelihood': 2}, {'offset': 2, 'projected_percent': '38.9', 'likelihood': 2}]",8,0,189,False,0,0.0,,[],Ndiaye,16.1,25,8,False,None,1,1.0,a,4,9,11,2024-07-03,48.0,9,6,9,103847,103847,46890,46890,1.5,1.5,Ndiaye,0
0,2001-03-13,0,6,True,True,100,25,0,0.0,0,232928,1,,0,0,0,0,11.8,109,65,1,8.18,1,,0,3,2.2,0.5,1,0.03,0.25,0.03,0.25,0.00,0.34,2.78,0.0,James,1.0,275,127,0,0.0,0,False,1.9,187,84,239,False,4.8,215,91,,11,,2026-07-25T14:30:10.455878Z,60,75,48,p232928,0,0,3,0,,232928.jpg,1.0,275,127,False,0,2026-08-29T13:30:07.683598Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0.0,,[],Garner,0.1,388,151,False,None,0,0.0,a,1,9,11,2022-09-01,2.0,183,93,1,1277,1277,1480,1480,0.2,0.2,Garner,0
0,2003-06-30,0,0,True,True,0,0,0,0,0,490094,None,,0,0,0,0,0.0,507,207,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,507,206,0,0,0,False,0.0,511,205,240,False,0.0,495,198,,0,Thigh injury - Unknown return date,2026-08-15T20:00:06.878792Z,50,333,193,p490094,0,0,None,0,,490094.jpg,0.0,507,206,False,-2,None,-50.5,"[{'offset': 0, 'projected_percent': '-50.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-65.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-75.3', 'likelihood': -3}]",0,0,241,False,0,0,https://www.evertonfc.com/news/2026/august/21/everton-team-news-for-2026-27-premier-league-opener/,[],Iroegbunam,0.0,581,247,False,None,0,0,i,0,9,11,2024-06-22,0.0,464,174,0,19,19,317,317,0.0,0.0,Iroegbunam,0
0,2006-02-04,0,13,True,True,None,None,1,1.08,3,550615,None,,0,0,0,0,23.4,50,32,7,7.59,None,,0,3,2.0,2.0,3,0.08,0.09,0.26,0.29,0.18,1.67,1.81,0.2,Tyrique,3.0,102,45,0,0.0,0,False,5.5,65,34,242,False,7.0,190,75,,83,,None,55,208,131,p550615,0,0,None,0,,550615.jpg,3.0,102,45,False,-1,None,0.1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",4,0,241,False,0,0.0,,[],George,0.3,302,103,False,None,1,1.08,a,0,9,11,2026-07-06,25.0,37,21,3,1908,1908,2113,2113,0.5,0.5,George,0
0,2002-11-30,0,7,True,True,None,None,0,0.0,0,502697,None,,0,0,0,0,0.3,261,137,3,270.0,None,,0,3,1.5,1.5,1,0.00,0.0,0.02,1.8,0.02,0.04,3.6,1.8,Carlos,1.0,225,96,0,0.0,0,False,2.2,165,75,243,False,5.0,213,89,,1,,None,50,347,201,p502697,0,0,None,0,,502697.jpg,1.0,225,96,False,-5,None,-11.0,"[{'offset': 0, 'projected_percent': '-11.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-23.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.7', 'likelihood': -2}]",2,0,10,False,0,0.0,,[],Alcaraz Durán,0.1,425,167,False,None,0,0.0,a,1,9,11,2025-07-01,17.0,55,30,1,679,679,982,982,0.2,0.2,Alcaraz,0
1,2007-01-19,0,25,True,True,None,None,1,1.0,3,609873,None,,0,0,0,0,14.7,83,53,16,16.0,None,,0,3,1.5,1.5,8,0.04,0.04,0.04,0.04,0.00,1.96,1.96,0.0,Harrison,8.0,31,15,0,0.0,0,False,4.8,81,42,244,False,28.8,55,22,,90,,None,50,384,229,p609873,0,0,None,0,,609873.jpg,8.0,31,15,False,100,None,3.9,"[{'offset': 0, 'projected_percent': '3.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '6.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.5', 'likelihood': 1}]",11,0,241,False,0,0.0,,[],Armstrong,0.2,328,116,False,None,1,1.0,a,2,9,11,2024-08-09,4.0,135,67,8,10467,10467,2098,2098,1.6,1.6,Armstrong,0
0,2006-02-17,0,0,True,True,None,None,0,0,0,496661,None,,0,0,0,0,0.0,574,246,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,570,244,0,0,0,False,0.0,574,244,245,False,0.0,561,238,,0,,None,55,194,120,p496661,0,0,None,0,,496661.jpg,0.0,570,244,False,-3,None,-72.1,"[{'offset': 0, 'projected_percent': '-72.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-87.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-97.9', 'likelihood': -4}]",0,0,241,False,0,0,,[],Dibling,0.0,513,215,False,None,0,0,a,0,9,11,2025-08-25,0.0,560,236,0,164,164,656,656,0.0,0.0,Dibling,0
0,2002-07-05,0,12,True,True,None,None,1,1.0,2,513466,None,,0,0,0,0,13.0,100,62,9,9.0,None,,0,3,1.5,1.5,3,0.06,0.06,0.06,0.06,0.00,1.96,1.96,0.0,Merlin,3.0,92,36,0,0.0,0,False,2.9,136,62,246,False,13.8,128,41,,90,,None,50,352,203,p513466,0,0,None,0,,513466.jpg,3.0,92,36,False,-7,None,-3.9,"[{'offset': 0, 'projected_percent': '-3.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-32.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-50.7', 'likelihood': -3}]",5,0,80,False,0,0.0,,[],Röhl,0.1,475,195,False,None,1,1.0,a,2,9,11,2026-06-15,2.0,173,85,3,433,433,551,551,0.6,0.6,Röhl,0
0,2002-06-26,0,16,True,True,75,None,1,1.15,1,244860,None,,0,0,0,0,12.2,104,63,7,8.08,None,,0,3,1.5,2.0,3,0.01,0.01,0.02,0.02,0.01,1.62,1.87,0.01,Hayden,3.0,96,39,0,0.0,0,False,2.6,149,67,247,False,8.6,174,68,,78,Knock - 75% chance of playing,2026-08-26T22:00:07.797766Z,55,154,95,p244860,0,0,None,0,,244860.jpg,3.0,96,39,False,-43,None,-14.6,"[{'offset': 0, 'projected_percent': '-14.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-35.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-48.4', 'likelihood': -3}]",4,0,241,False,0,0.0,https://www.evertonfc.com/news/2026/august/26/branthwaite---hackney-updates/,[],Hackney,0.3,312,107,False,None,1,1.15,d,2,9,11,2026-07-02,5.0,126,63,3,823,823,2362,2362,0.5,0.5,Hackney,0
0,1998-01-31,0,3,True,True,None,None,0,0.0,0,486385,None,,0,0,0,0,0.0,572,60,0,0.0,None,,0,4,1.8,1.8,1,0.00,0.0,0.05,0.41,0.05,0.34,2.78,0.41,Norberto Bercique,1.0,261,28,0,0.0,0,False,0.2,285,30,248,False,0.0,559,54,Beto,11,,None,55,189,43,p486385,0,0,4,0,,486385.jpg,1.0,261,28,False,-373,None,-57.9,"[{'offset': 0, 'projected_percent': '-57.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-94.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-117.1', 'likelihood': -5}]",0,0,90,False,0,0.0,,[],Gomes Betuncal,2.4,121,19,False,None,0,0.0,a,0,9,11,2023-08-29,2.0,177,28,1,6900,6900,36019,36019,0.2,0.2,Beto,0
0,2002-10-21,2,37,True,True,None,None,1,1.15,0,586309,None,,0,0,0,0,19.0,65,5,3,3.46,None,,0,4,1.8,1.8,8,0.09,0.1,0.54,0.62,0.45,1.62,1.87,0.52,Thierno,8.0,32,3,0,0.0,1,False,9.8,15,3,249,False,38.0,31,3,,78,,None,55,217,45,p586309,0,0,2,0,,586309.jpg,8.0,32,3,False,1666,None,45.9,"[{'offset': 0, 'projected_percent': '45.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '82.5', 'likelihood': 3}, {'offset': 2, 'projected_percent': '105.9', 'likelihood': 5}]",2,0,73,False,0,0.0,,[],Barry,3.2,103,15,False,None,1,1.15,a,1,9,11,2025-07-09,41.0,14,4,8,121437,121437,18400,18400,1.5,1.5,Barry,0
0,1992-03-04,0,11,True,True,None,None,0,0.0,1,80201,None,,0,0,0,0,0.0,338,23,0,0.0,None,,0,1,1.9,1.9,2,0.00,0.0,0.00,0.0,0.00,2.24,2.24,0.0,Bernd,2.0,112,8,3,3.0,0,False,3.0,130,7,250,False,29.6,53,7,,90,,None,45,405,24,p80201,0,0,None,0,,80201.jpg,2.0,112,8,False,34,None,0.8,"[{'offset': 0, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.0', 'likelihood': 1}]",9,0,80,False,3,3.0,,[],Leno,3.0,104,17,False,None,1,1.0,a,0,10,54,2022-08-02,0.0,262,23,2,10194,10194,9905,9905,0.4,0.4,Leno,0
0,1991-04-26,0,0,True,True,None,None,0,0,0,86873,None,,0,0,0,0,0.0,283,6,0,0,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,299,26,0,0,0,False,0.0,302,26,251,False,0.0,286,26,,0,,None,40,549,54,p86873,0,0,None,0,,86873.jpg,0.0,299,26,False,-12,None,-6.5,"[{'offset': 0, 'projected_percent': '-6.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-10.1', 'likelihood': -1}]",0,0,73,False,0,0,,[],Lecomte,1.2,175,26,False,None,0,0,a,0,10,54,2025-07-26,0.0,201,6,0,1256,1256,3439,3439,0.0,0.0,Lecomte,0
0,None,0,0,True,True,None,None,0,0,0,505079,None,,0,0,0,0,0.0,315,19,0,0,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,328,39,0,0,0,False,0.0,332,39,252,False,0.0,315,39,,0,,None,40,593,67,p505079,0,0,None,0,,505079.jpg,0.0,328,39,False,-2,None,0.1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,None,False,0,0,,[],McNally,0.2,374,40,False,None,0,0,a,0,10,54,None,0.0,236,19,0,687,687,540,540,0.0,0.0,McNally,0
0,1996-05-31,0,0,True,True,100,0,0,0,0,174874,None,,0,0,0,0,0.0,457,180,0,0,None,,0,2,2.2,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joachim,0.0,458,172,0,0,0,False,0.0,464,179,253,False,0.0,448,179,,0,,2026-07-23T12:01:23.516350Z,50,252,41,p174874,0,0,None,0,,174874.jpg,0.0,458,172,False,0,2026-09-01T21:00:07.729855Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,58,False,0,0,,[],Andersen,0.1,455,162,False,None,0,0,a,0,10,54,2024-08-23,0.0,399,163,0,1871,1871,547,547,0.0,0.0,Andersen,0
0,1997-08-08,0,4,True,True,None,None,0,0.0,4,169528,None,,0,0,0,0,25.2,46,15,7,7.78,None,,0,2,1.7,1.7,1,0.04,0.04,0.17,0.18,0.13,2.21,2.46,0.14,Antonee,1.0,187,66,3,3.33,0,False,5.0,74,25,254,False,21.6,76,36,Antonee Robinson,81,,None,45,426,92,p169528,0,0,2,0,,169528.jpg,1.0,187,66,False,35,None,1.3,"[{'offset': 0, 'projected_percent': '1.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.5', 'likelihood': 1}]",5,0,229,False,0,0.0,,[],Robinson,1.7,148,61,False,None,1,1.11,a,3,10,54,2020-08-20,3.0,147,48,1,9798,9798,8399,8399,0.2,0.2,Robinson,0
0,1999-11-17,0,7,True,True,None,None,0,0.0,9,246301,None,,0,0,0,0,21.3,60,18,10,10.0,None,,0,2,1.7,1.7,3,0.03,0.03,0.03,0.03,0.00,2.24,2.24,0.0,Jorge,3.0,84,35,3,3.0,0,False,5.4,66,22,255,False,32.8,44,16,,90,,None,45,464,121,p246301,0,0,None,0,,246301.jpg,3.0,84,35,False,2,None,0.2,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",3,0,200,False,0,0.0,,[],Cuenca Barreno,0.0,522,182,False,None,1,1.0,a,1,10,54,2024-08-03,0.0,306,136,3,664,664,222,222,0.7,0.7,J.Cuenca,0
0,1995-10-09,0,0,True,True,None,None,0,0,0,167074,None,,0,0,0,0,0.0,351,144,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Kenny,0.0,360,135,0,0,0,False,0.0,364,141,256,False,0.0,347,140,,0,,None,45,425,91,p167074,0,0,None,0,,167074.jpg,0.0,360,135,False,-12,None,-24.0,"[{'offset': 0, 'projected_percent': '-24.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-34.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-40.9', 'likelihood': -3}]",0,0,152,False,0,0,,[],Tete,0.3,308,115,False,None,0,0,a,0,10,54,2020-09-10,0.0,277,116,0,294,294,1767,1767,0.0,0.0,Tete,0
0,1999-12-31,0,1,True,True,None,None,0,0.0,3,232892,None,,0,0,0,0,3.8,155,46,4,4.0,None,,0,2,1.7,1.7,0,0.02,0.02,0.04,0.04,0.02,2.24,2.24,0.02,Calvin,0.0,378,146,3,3.0,0,False,2.0,176,67,257,False,13.8,127,59,,90,,None,45,455,114,p232892,0,0,None,0,,232892.jpg,0.0,378,146,False,2,None,0.9,"[{'offset': 0, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.0', 'likelihood': 1}]",4,0,157,False,0,0.0,,[],Bassey,0.8,218,81,False,None,1,1.0,a,1,10,54,2023-07-28,2.0,161,57,0,6205,6205,5267,5267,0.0,0.0,Bassey,1
2,1995-12-05,0,21,True,True,None,None,0,0.0,5,166477,None,,0,0,0,0,27.8,35,9,6,6.0,None,,0,2,1.7,1.7,6,0.18,0.18,0.27,0.27,0.09,2.24,2.24,0.09,Timothy,6.0,44,17,3,3.0,0,False,8.9,22,3,258,False,38.0,30,10,,90,,None,45,424,90,p166477,0,0,None,0,,166477.jpg,6.0,44,17,False,92,None,2.9,"[{'offset': 0, 'projected_percent': '2.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.2', 'likelihood': 1}]",4,0,21,False,0,0.0,,[],Castagne,0.4,267,100,False,None,1,1.0,a,1,10,54,2023-08-29,23.0,41,9,6,9731,9731,2146,2146,1.3,1.3,Castagne,1
0,1996-05-03,0,17,True,True,None,None,0,0.0,3,153133,1,,0,0,0,0,11.3,116,68,10,10.0,1,,0,3,2.0,2.0,2,0.04,0.04,0.04,0.04,0.00,2.24,2.24,0.0,Alex,2.0,138,64,3,3.0,0,False,2.4,158,72,261,False,12.4,142,48,,90,,None,55,121,78,p153133,0,0,3,0,,153133.jpg,2.0,138,64,False,-22,None,-8.3,"[{'offset': 0, 'projected_percent': '-8.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.6', 'likelihood': -1}]",6,0,157,False,0,0.0,,[],Iwobi,1.0,201,67,False,None,1,1.0,a,1,10,54,2023-09-01,0.0,515,208,2,5172,5172,7967,7967,0.4,0.4,Iwobi,0
0,2000-07-28,0,0,True,True,None,None,0,0,0,209289,None,,0,0,0,0,0.0,556,234,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emile,0.0,550,231,0,0,0,False,0.0,556,232,262,False,0.0,540,225,,0,,None,55,141,87,p209289,0,0,None,0,,209289.jpg,0.0,550,231,False,-32,None,-34.4,"[{'offset': 0, 'projected_percent': '-34.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-53.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-65.7', 'likelihood': -3}]",0,0,241,False,0,0,,[],Smith Rowe,0.4,280,92,False,None,0,0,a,0,10,54,2024-08-02,0.0,530,216,0,1181,1181,4029,4029,0.0,0.0,Smith Rowe,0
0,2003-01-04,0,2,True,True,None,None,0,0.0,0,560552,3,,0,0,0,0,1.9,189,110,3,15.88,None,,0,3,2.0,2.0,1,0.01,0.05,0.01,0.05,0.00,0.03,0.16,0.0,Kevin,1.0,267,123,0,0.0,0,False,0.7,248,111,263,False,5.2,209,86,Kevin,17,,None,55,210,133,p560552,0,0,None,0,,560552.jpg,1.0,267,123,False,-16,None,-33.6,"[{'offset': 0, 'projected_percent': '-33.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-98.9', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-140.9', 'likelihood': -5}]",1,0,30,False,0,0.0,,[],Santos Lopes de Macedo,0.1,477,196,False,None,0,0.0,a,2,10,54,2025-09-01,0.0,567,242,1,365,365,750,750,0.2,0.2,Kevin,0
