first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Ewen,Jaouen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Malick,Thiaw,4,0,126,2963,52,114.3,868.0,409.0,12,436,138.9,5,0,4,2.1,50,DEF,25.2
Fabian,Schär,0,0,51,1089,13,63.6,291.2,108.0,0,186,46.4,4,0,1,0.2,50,DEF,10.2
Sven,Botman,1,1,89,1834,27,85.8,597.0,190.0,6,332,87.4,5,0,2,0.4,50,DEF,17.8
Dan,Burn,1,3,93,2195,36,107.3,525.8,186.0,5,286,82.1,6,1,9,2.7,50,DEF,18.6
Lewis,Hall,1,2,79,2176,39,433.6,550.2,196.0,4,347,118.0,4,0,4,4.2,50,DEF,15.8
Tino,Livramento,0,1,59,1326,14,199.7,219.4,42.0,3,252,46.1,6,0,1,0.1,50,DEF,11.8
Alex,Murphy,0,0,2,7,1,0.6,10.2,2.0,0,3,1.3,0,0,0,0.8,40,DEF,0.5
Bruno,Guimarães Rodriguez Moura,9,7,154,2456,37,756.7,782.4,488.0,22,681,202.9,6,0,6,8.3,70,MID,22.0
Harvey,Barnes,7,1,106,1951,31,387.5,404.0,682.0,9,349,147.0,5,0,1,1.2,60,MID,17.7
Anthony,Elanga,0,1,48,1302,28,266.7,130.4,185.0,0,179,57.8,2,0,0,0.7,60,MID,8.0
Jacob,Ramsey,2,3,62,1441,31,330.3,304.4,165.0,3,303,79.9,1,1,3,0.5,50,MID,12.4
Jacob,Murphy,3,2,82,1606,20,393.7,330.8,346.0,5,314,106.0,8,0,2,0.2,60,MID,13.7
Joelinton Cássio,Apolinário de Lira,2,1,73,1950,27,296.3,324.4,329.0,2,304,95.0,5,0,10,0.0,55,MID,13.3
Lewis,Miley,1,4,72,1493,22,251.4,342.6,136.0,5,334,73.0,2,0,0,0.0,55,MID,13.1
Joe,Willock,0,2,38,972,18,205.8,145.4,204.0,0,166,55.5,3,0,3,0.1,50,MID,7.6
Bazoumana,Touré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,60,MID,0.0
Sean,Steur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Nick,Woltemade,8,4,108,1896,29,314.4,447.2,425.0,12,399,117.5,8,0,0,1.7,60,FWD,18.0
Yoane,Wissa,1,1,27,517,11,46.7,58.0,163.0,0,70,25.5,1,0,3,1.4,60,FWD,4.5
William,Osula,7,1,76,805,14,82.6,256.6,284.0,13,284,62.2,2,0,0,1.8,60,FWD,12.7
Sean,Neave,0,0,1,13,1,0.0,0.0,5.0,0,2,0.5,0,0,0,0.7,45,FWD,0.2
Aladji,Bamba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Lukás,Hornícek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,GK,0.0
Matz,Sels,0,0,105,2667,39,10.0,730.0,0.0,3,431,74.0,7,0,2,1.4,50,GK,21.0
John Victor,Maciel Furtado,0,0,11,437,8,0.0,56.4,0.0,0,32,5.7,1,0,1,0.1,45,GK,2.4
Neco,Williams,2,3,128,3203,48,572.3,804.0,380.0,15,531,175.6,9,1,6,13.2,50,DEF,25.6
Felipe,Rodrigues da Silva,1,0,53,1340,23,37.6,371.2,96.0,1,190,50.5,2,0,5,0.1,50,DEF,10.6
Nikola,Milenković,0,1,119,3375,51,66.9,680.4,120.0,2,401,86.9,9,0,6,2.2,55,DEF,21.6
Murillo,Costa dos Santos,1,0,83,2130,29,115.5,542.2,82.0,3,333,74.0,6,0,5,0.2,55,DEF,15.1
Ola,Aina,0,2,67,1587,19,160.3,285.2,58.0,5,264,50.5,6,0,3,4.8,45,DEF,14.9
Jair,Paula da Cunha Filho,0,0,13,514,7,15.2,98.0,29.0,0,48,14.2,0,0,0,0.5,45,DEF,2.9
Nicolò,Savona,2,0,39,1025,18,123.2,216.6,94.0,0,131,43.5,3,0,2,0.0,45,DEF,8.7
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Zach,Abbott,0,0,3,165,4,6.4,25.4,0.0,0,3,3.2,0,0,0,0.2,40,DEF,0.8
Luca,Netz,0,0,11,353,5,30.1,63.4,10.0,0,33,10.4,0,0,0,0.0,45,DEF,2.4
Tyler,Bindon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Morgan,Gibbs-White,15,4,188,3101,45,747.7,843.8,836.0,18,712,242.5,10,0,1,11.8,80,MID,23.5
Callum,Hudson-Odoi,3,4,88,1838,26,611.7,366.6,330.0,8,358,130.6,6,0,0,0.0,60,MID,14.7
Dan,Ndoye,1,2,50,1167,17,217.7,166.4,180.0,4,178,56.6,2,0,1,0.6,55,MID,9.1
Omari,Hutchinson,1,7,82,1676,24,527.1,333.6,356.0,3,329,121.6,6,0,1,0.1,55,MID,14.9
Dilane,Bakwa,0,2,26,549,10,178.8,86.4,95.0,1,100,35.6,2,0,1,0.0,55,MID,4.7
James,McAtee,0,1,17,288,9,82.0,51.6,39.0,0,60,17.3,0,0,1,0.1,55,MID,3.1
Nicolás,Domínguez,1,1,48,1168,20,193.5,264.8,138.0,3,229,59.7,3,0,3,0.1,50,MID,9.6
Ibrahim,Sangaré,2,2,89,2073,26,205.9,434.4,126.0,2,366,76.8,8,0,5,0.5,50,MID,17.8
Ryan,Yates,0,2,30,602,7,79.7,139.0,55.0,0,123,27.2,0,0,3,7.4,45,MID,6.7
Chris,Wood,3,0,41,896,14,88.4,139.0,266.0,4,145,48.0,2,0,0,1.8,60,FWD,6.8
Igor Jesus,Maciel da Cruz,6,6,114,2293,37,240.7,420.6,726.0,13,407,136.4,9,0,2,4.9,60,FWD,19.0
Taiwo,Awoniyi,4,2,43,480,4,79.0,177.2,235.0,4,170,48.4,1,0,2,0.4,55,FWD,7.8
Arnaud,Kalimuendo,0,0,9,89,3,17.7,6.8,39.0,0,24,6.3,0,0,0,0.1,55,FWD,1.6
Xaver,Schlager,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Jan Paul,van Hecke,3,3,148,3210,44,240.4,980.6,295.0,8,575,152.0,10,0,9,8.2,50,DEF,29.6
Sandro,Tonali,0,2,81,2534,38,534.1,398.0,198.0,2,477,113.4,7,0,4,3.9,55,MID,14.7
Guglielmo,Vicario,0,0,90,2790,50,10.1,709.2,0.0,6,412,72.2,7,0,1,1.5,45,GK,20.0
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,GK,0.0
Antonín,Kinský,0,0,20,630,7,0.0,102.6,0.0,0,76,10.3,2,0,1,18.7,45,GK,4.4
Martin,Dubravka,0,0,96,3150,71,0.0,976.4,0.0,7,436,97.9,4,0,1,24.6,40,GK,24.0
Marcos,Senesi Barón,0,6,175,3288,53,367.8,1114.4,201.0,14,571,168.6,11,0,8,10.9,60,DEF,29.2
Pedro,Porro Sauceda,1,3,117,2793,40,881.7,690.2,202.0,8,502,177.5,9,0,10,23.9,55,DEF,21.3
Cristian,Romero,4,1,91,1869,33,133.6,574.8,223.0,10,305,93.2,5,2,9,1.1,50,DEF,18.2
Kevin,Danso,0,0,63,1489,25,49.5,407.0,96.0,1,219,55.5,4,0,8,0.2,50,DEF,12.6
Andrew,Robertson,1,0,55,1165,16,318.8,239.8,121.0,4,216,68.2,4,0,0,1.8,45,DEF,12.2
Micky,van de Ven,4,1,116,3041,50,95.2,683.4,218.0,10,431,99.6,9,1,9,6.4,50,DEF,23.2
Djed,Spence,0,0,78,2049,31,209.7,291.0,207.0,3,271,70.5,9,0,4,9.6,45,DEF,17.3
Destiny,Udogie,0,1,29,1335,25,187.0,207.2,103.0,1,121,49.8,1,0,4,0.4,45,DEF,6.4
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,0.0
Ben,Davies,1,0,10,136,3,22.2,67.4,52.0,1,29,14.2,0,0,1,0.8,40,DEF,2.5
Jun'ai,Byfield,0,0,1,1,0,0.5,0.4,0.0,0,3,0.1,0,0,0,0.1,40,DEF,0.2
James,Rowswell,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,40,DEF,0.2
João Victor,de Souza Menezes,0,0,3,142,3,31.9,12.8,17.0,0,0,6.2,0,0,1,0.3,40,DEF,0.8
Mohammed,Kudus,2,6,75,1535,20,413.8,333.4,302.0,7,257,104.7,7,0,3,0.2,65,MID,11.5
Xavi,Simons,2,5,80,1747,36,533.8,349.6,255.0,7,345,113.9,4,1,5,0.0,60,MID,13.3
Mathys,Tel,4,2,78,1334,23,457.2,303.4,312.0,7,266,107.6,3,0,1,0.4,60,MID,13.0
James,Maddison,0,0,3,34,0,9.5,2.8,15.0,0,5,2.8,0,0,0,2.1,65,MID,0.5
Rodrigo,Bentancur,1,1,86,1880,25,197.8,349.0,124.0,4,366,67.4,8,0,7,0.1,55,MID,15.6
Wilson,Odobert,0,2,46,972,13,284.3,158.8,234.0,6,176,67.6,2,0,0,0.0,55,MID,8.4
Pape Matar,Sarr,2,4,71,1388,23,188.3,336.0,156.0,2,313,68.2,3,0,3,0.4,50,MID,14.2
Conor,Gallagher,1,1,44,1183,23,205.9,190.6,154.0,3,211,55.1,2,0,2,0.2,55,MID,8.0
Lucas,Bergvall,1,3,49,955,18,106.4,164.6,147.0,0,163,41.5,3,0,2,0.2,55,MID,8.9
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID,0.0
Archie,Gray,2,2,61,1471,28,138.1,259.4,158.0,6,237,55.5,5,0,5,0.2,50,MID,12.2
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Callum,Olusesi,0,0,1,14,0,1.8,0.6,0.0,0,3,0.2,0,0,0,0.9,45,MID,0.2
Mateus,Fernandes,3,4,135,3017,50,622.8,657.2,183.0,7,659,146.3,8,0,7,3.7,60,MID,22.5
Dominic,Solanke-Mitchell,3,0,40,997,21,84.1,205.0,339.0,4,187,62.7,0,0,1,2.6,60,FWD,6.7
Richarlison,de Andrade,11,4,119,1954,27,239.6,602.6,815.0,17,505,165.2,7,0,5,1.9,60,FWD,19.8
Dane,Scarlett,0,0,2,7,0,4.1,1.0,2.0,0,5,0.7,0,0,0,1.7,45,FWD,0.4
Robin,Roefs,0,0,136,3150,46,50.0,881.6,0.0,12,573,93.1,10,0,4,5.3,50,GK,27.2
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,GK,0.0
Melker,Ellborg,0,0,16,270,2,0.0,73.6,0.0,3,62,7.4,1,0,0,0.1,45,GK,3.6
Daniel,Ballard,2,2,116,2144,35,181.2,662.8,370.0,9,340,121.5,6,1,4,3.4,50,DEF,23.2
Nordi,Mukiele,3,5,151,2784,40,353.1,733.6,242.0,11,489,132.9,9,0,5,7.7,55,DEF,27.5
Trai,Hume,2,1,110,3032,42,421.3,547.8,248.0,6,383,120.9,9,0,9,2.0,45,DEF,24.4
Omar,Alderete,1,1,125,2797,40,138.1,749.0,279.0,5,400,117.0,10,0,6,1.2,50,DEF,25.0
Reinildo,Mandava,0,2,74,1966,27,130.2,376.4,39.0,6,281,54.7,6,1,7,0.5,45,DEF,16.4
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.0,45,DEF,0.4
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
Luke,O'Nien,0,1,26,565,7,27.6,103.0,40.0,1,90,17.1,2,1,1,2.3,40,DEF,6.5
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,1.4,40,DEF,0.2
Thomas,Meunier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,DEF,0.0
Enzo,Le Fée,5,6,147,2930,43,816.4,725.8,324.0,16,621,186.9,10,0,5,12.3,60,MID,24.5
Habib,Diarra,2,6,65,1403,19,153.8,166.2,234.0,3,209,53.9,5,0,6,0.1,55,MID,11.8
Granit,Xhaka,1,6,124,2901,39,595.3,685.0,101.0,8,603,138.1,9,0,8,6.0,55,MID,22.5
Noah,Sadiki,0,2,80,2891,42,333.3,347.6,162.0,0,410,84.6,9,0,9,0.4,50,MID,16.0
Simon,Adingra,1,1,34,649,8,116.8,81.4,75.0,3,81,27.0,4,0,2,0.3,50,MID,6.8
Romaine,Mundle,0,0,14,399,11,33.6,29.4,69.0,0,42,12.7,0,0,1,0.0,50,MID,2.8
Chris,Rigg,1,1,36,758,11,142.8,114.6,103.0,1,136,36.0,3,0,1,0.1,50,MID,7.2
Chemsdine,Talbi,4,2,83,1553,14,211.5,238.8,245.0,6,248,69.1,7,0,0,0.2,55,MID,15.1
Djiamgone Jocelin Ta,Bi,0,0,1,38,0,4.3,3.4,2.0,0,4,1.0,0,0,0,0.0,50,MID,0.2
Nilson,Angulo,0,0,13,401,6,44.3,45.4,89.0,0,43,17.8,1,0,1,0.1,50,MID,2.6
Brian,Brobbey,7,2,92,1920,30,200.5,333.4,552.0,12,309,106.7,6,0,6,20.8,60,FWD,15.3
Wilson,Isidor,6,1,74,1148,17,30.4,242.0,444.0,7,266,71.5,4,0,1,1.2,55,FWD,13.5
