name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Rico Henry,DEF,Brentford,0.0,0,0,-1,0,0.6,109,0.00,0.00,0.00,0.80,122,1,0,0.4,1.0,2025-11-29T15:00:00Z,16,False,3,0,0,0,0,13,0,13653,0,1,3,2.0,1,-148,223,371,43,True,0,1,1,0,0,13
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,51,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,13,0,2596,0,0,1,0.0,0,-25,0,25,55,True,0,0,0,0,0,13
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0.0,165,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,13,0,1515,0,2,0,0.0,0,-15,0,15,54,False,0,0,0,0,0,13
Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,0,0,0.0,232,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,13,0,44452,0,1,1,0.0,0,83,1652,1569,42,True,0,0,0,0,0,13
Sam Greenwood,MID,Leeds,0.0,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,13,0,4521,0,2,3,0.0,0,-36,0,36,49,False,0,0,0,0,0,13
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,290,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,13,0,19291,0,4,1,0.0,0,-261,73,334,53,True,0,0,0,0,0,13
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,0,0.0,111,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,13,0,14236,0,1,3,0.0,0,-212,266,478,43,True,0,0,0,0,0,13
Alex Cairns,GK,Leeds,0.0,0,0,0,0,0.0,340,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,13,0,21085,0,2,3,0.0,0,51,334,283,39,False,0,0,0,0,0,13
Mateo Joseph Fernández-Regatillo,FWD,Leeds,0.0,0,0,0,0,0.0,364,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,13,0,1303,0,2,3,0.0,0,-5,0,5,50,False,0,0,0,0,0,13
Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,7,0,0,0,0,13,0,41495,0,1,1,0.0,0,-125,164,289,73,False,0,0,0,0,0,13
Raúl Jiménez Rodríguez,FWD,Fulham,0.0,0,0,10,0,2.3,337,0.01,0.01,0.00,0.86,129,1,0,1.2,9.4,2025-11-29T20:00:00Z,90,False,18,0,0,0,0,13,0,108629,1,2,1,0.0,1,-3543,4891,8434,62,False,1,3,7,3,1,13
Brian Brobbey,FWD,Sunderland,0.0,0,1,31,0,0.3,730,0.00,0.13,0.13,0.17,128,0,1,7.1,36.2,2025-11-29T15:00:00Z,27,False,4,0,0,0,0,13,0,18772,0,2,3,34.0,6,623,2623,2000,55,True,0,0,2,2,0,13
Evann Guessand,MID,Aston Villa,0.0,0,0,0,0,0.0,677,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,13,0,5145,0,0,1,0.0,0,62,370,308,62,True,0,0,0,0,0,13
Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,13,0,7643,0,2,1,0.0,0,-35,0,35,59,False,0,0,0,0,0,13
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,704,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,13,0,7267,0,4,1,0.0,0,-107,0,107,45,True,0,0,0,0,0,13
Reinildo Mandava,DEF,Sunderland,0.0,0,0,16,0,1.1,541,0.00,0.00,0.00,1.45,137,1,0,2.8,26.4,2025-12-03T20:15:00Z,90,False,12,0,0,0,0,14,0,516201,1,1,1,0.0,4,-5577,4745,10322,40,False,0,12,14,3,2,14
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,57,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,6,0,0,0,0,14,0,3300,0,4,3,0.0,0,-15,0,15,50,False,0,0,0,0,0,14
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0.0,87,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,9,0,0,0,0,14,0,8217,0,1,0,0.0,0,-714,14,728,50,True,0,0,0,0,0,14
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0.0,216,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,8,0,0,0,0,14,0,2807,0,1,0,0.0,0,-2,46,48,48,True,0,0,0,0,0,14
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0.0,612,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,14,0,0,0,0,14,0,200648,0,1,1,0.0,0,-33432,900,34332,59,False,0,0,0,0,0,14
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0.0,672,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,11,0,0,0,0,14,0,21473,0,1,3,0.0,0,-193,177,370,47,False,0,0,0,0,0,14
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,1,0,0,0,0,14,0,4876,0,0,2,0.0,0,-33,67,100,44,False,0,0,0,0,0,14
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0.0,193,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,8,0,0,0,0,14,0,8612,0,1,0,0.0,0,-62,113,175,39,True,0,0,0,0,0,14
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,9,0,0,0,0,14,0,8802,0,1,0,0.0,0,-118,0,118,45,True,0,0,0,0,0,14
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0.0,203,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,8,0,0,0,0,14,0,5173,0,1,0,0.0,0,-39,53,92,48,True,0,0,0,0,0,14
Callum Bates,MID,Everton,0.0,0,0,0,0,0.0,306,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,4,0,0,0,0,14,0,8793,0,1,0,0.0,0,-59,121,180,44,False,0,0,0,0,0,14
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0.0,289,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,4,0,0,0,0,14,0,14292,0,1,0,0.0,0,-3,153,156,39,False,0,0,0,0,0,14
Etienne Green,GK,Burnley,0.0,0,0,0,0,0.0,184,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,8,0,0,0,0,14,0,26343,0,1,0,0.0,0,-429,0,429,40,True,0,0,0,0,0,14
Destiny Udogie,DEF,Spurs,0.0,0,0,5,0,2.1,574,0.01,0.01,0.00,2.04,139,2,0,1.8,14.0,2025-12-02T20:15:00Z,90,False,15,0,0,0,0,14,0,51275,1,2,2,2.0,1,-837,670,1507,44,False,0,2,3,5,1,14
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,48481,0,1,1,0.0,0,-57,495,552,39,False,0,0,0,0,0,14
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0.0,96,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,9,0,0,0,0,14,0,4509,0,1,0,0.0,0,-54,0,54,45,True,0,0,0,0,0,14
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,15,0,0,0,0,14,0,444,0,2,2,0.0,0,-1,0,1,50,False,0,0,0,0,0,14
Pape Matar Sarr,MID,Spurs,0.0,0,0,14,0,16.1,593,0.07,0.07,0.00,2.04,139,2,0,2.4,7.8,2025-12-02T20:15:00Z,86,False,15,0,0,0,0,14,0,174149,1,2,2,0.0,2,-9587,2383,11970,48,False,0,3,11,6,2,14
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,105,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,1,0,0,0,0,14,0,91708,0,0,2,0.0,0,-629,798,1427,39,False,0,0,0,0,0,14
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0.0,460,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,19,0,0,0,0,14,0,3706,0,1,1,0.0,0,-46,0,46,45,True,0,0,0,0,0,14
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,0,0,0.0,72,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,9,0,0,0,0,14,0,2580874,0,1,0,0.0,0,-691756,2383,694139,50,True,0,0,0,0,0,14
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,17,0,0,0,0,14,0,284,0,1,1,0.0,0,-2,0,2,45,True,0,0,0,0,0,14
Alexis Mac Allister,MID,Liverpool,0.0,0,0,14,0,6.1,386,0.04,0.11,0.07,0.23,137,1,0,2.0,8.6,2025-12-03T20:15:00Z,73,False,17,0,0,0,0,14,0,153218,1,1,1,5.0,2,-572,2750,3322,63,True,0,4,10,4,2,14
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,14,0,16.3,643,0.04,0.04,0.00,0.74,140,1,0,3.0,13.6,2025-12-03T19:30:00Z,90,False,16,0,0,0,0,14,0,9280,1,1,0,0.0,2,520,737,217,53,True,0,1,8,5,2,14
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,18,0,0,0,0,14,0,15983,0,2,2,0.0,0,-120,73,193,39,True,0,0,0,0,0,14
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0.0,323,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,13,0,0,0,0,14,0,17301,0,5,4,0.0,0,-148,109,257,39,True,0,0,0,0,0,14
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,12169,0,1,1,0.0,0,-152,0,152,44,False,0,0,0,0,0,14
Adama Traoré Diarra,MID,Fulham,0.0,0,0,0,0,0.0,326,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,13,0,0,0,0,14,0,18491,0,5,4,0.0,0,-300,159,459,52,True,0,0,0,0,0,14
Yasin Ayari,MID,Brighton,0.0,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,2,0,0,0,0,14,0,32363,0,4,3,0.0,0,-612,896,1508,49,True,0,0,0,0,0,14
Mateo Kovačić,MID,Man City,0.0,0,0,0,0,0.0,422,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,10,0,0,0,0,14,0,2658,0,5,4,0.0,0,-65,13,78,59,False,0,0,0,0,0,14
Thierno Barry,FWD,Everton,0.0,0,0,-1,1,22.3,310,0.05,0.80,0.75,0.39,132,0,0,6.9,0.4,2025-12-02T19:30:00Z,79,False,4,0,0,0,0,14,0,41834,1,1,0,46.0,2,-137,1474,1611,57,False,0,0,0,0,0,14
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0.0,608,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,14,0,0,0,0,14,0,3520,0,1,1,0.0,0,-56,10,66,43,False,0,0,0,0,0,14
Rico Lewis,DEF,Man City,0.0,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,10,0,0,0,0,14,0,185142,0,5,4,0.0,0,-3548,764,4312,48,False,0,0,0,0,0,14
Brenden Aaronson,MID,Leeds,0.0,0,0,0,0,0.0,350,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,7,0,0,0,0,14,0,18670,0,1,3,0.0,0,-2126,495,2621,54,True,0,0,0,0,0,14
Eliezer Mayenda Dossou,FWD,Sunderland,0.0,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,75841,0,1,1,0.0,0,-1897,493,2390,53,False,0,0,0,0,0,14
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,315,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,13,0,0,0,0,14,0,561,0,5,4,0.0,0,-6,0,6,40,True,0,0,0,0,0,14
Myles Lewis-Skelly,DEF,Arsenal,0.0,0,0,0,0,0.0,10,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,5,0,0,0,0,14,0,193962,0,0,2,0.0,0,-1358,1693,3051,51,True,0,0,0,0,0,14
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,633,0.00,0.00,0.00,0.00,140,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,16,0,0,0,0,14,0,10650,0,1,0,0.0,0,126,530,404,44,True,0,0,0,0,0,14
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0.0,546,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,2071,0,1,1,0.0,0,-17,0,17,49,False,0,0,0,0,0,14
Toti Gomes,DEF,Wolves,0.0,0,0,15,0,0.8,637,0.01,0.01,0.00,0.74,140,1,0,2.0,17.2,2025-12-03T19:30:00Z,90,False,16,0,0,0,0,14,0,13405,1,1,0,2.0,2,643,864,221,43,True,0,7,7,5,0,14
Ismaïla Sarr,MID,Crystal Palace,0.0,0,0,0,0,0.0,267,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,3,0,0,0,0,14,0,903343,0,1,0,0.0,0,-687368,5761,693129,66,False,0,0,0,0,0,14
Abdukodir Khusanov,DEF,Man City,0.0,0,0,0,0,0.0,406,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,10,0,0,0,0,14,0,34011,0,5,4,0.0,0,-325,247,572,54,False,0,0,0,0,0,14
André Onana,GK,Man Utd,0.0,0,0,0,0,0.0,432,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,19,0,0,0,0,14,0,19340,0,1,1,0.0,0,-101,0,101,49,True,0,0,0,0,0,14
Rio Cardines,MID,Crystal Palace,0.0,0,0,0,0,0.0,690,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,3,0,0,0,0,14,0,44553,0,1,0,0.0,0,-901,71,972,44,False,0,0,0,0,0,14
Alejandro Garnacho Ferreyra,MID,Chelsea,0.0,0,0,8,0,25.9,453,0.16,0.16,0.00,1.39,136,1,0,3.7,7.0,2025-12-03T20:15:00Z,29,False,11,0,0,0,0,14,0,110613,0,1,3,4.0,1,-6610,8427,15037,64,False,0,0,1,1,0,14
Dan Neil,MID,Sunderland,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,3863,0,1,1,0.0,0,-24,37,61,48,False,0,0,0,0,0,14
Kiernan Dewsbury-Hall,MID,Everton,0.0,0,0,11,1,7.0,242,0.04,0.04,0.00,0.50,132,0,0,1.8,6.6,2025-12-02T19:30:00Z,90,False,4,0,0,0,0,14,0,516648,1,1,0,4.0,3,117225,125915,8690,49,False,0,1,8,6,1,14
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,18,0,0,0,0,14,0,229420,0,2,2,0.0,0,-32160,51,32211,50,True,0,0,0,0,0,14
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,0.0,0,0,0,0,0.0,673,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,15,0,0,0,0,14,0,229981,0,2,2,0.0,0,-5738,13311,19049,55,False,0,0,0,0,0,14
Tino Livramento,DEF,Newcastle,0.0,0,0,15,0,23.3,477,0.05,0.08,0.03,0.75,139,2,0,5.8,30.6,2025-12-02T20:15:00Z,90,False,18,0,0,0,0,14,0,368297,1,2,2,4.0,3,22926,28306,5380,49,True,0,9,12,9,3,14
Issa Diop,DEF,Fulham,0.0,0,0,0,0,0.0,320,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,13,0,0,0,0,14,0,8619,0,5,4,0.0,0,-124,68,192,43,True,0,0,0,0,0,14
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,19,0,0,0,0,14,0,34258,0,1,1,0.0,0,-88,0,88,63,True,0,0,0,0,0,14
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,599,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,15,0,0,0,0,14,0,80726,0,2,2,0.0,0,-908,881,1789,43,False,0,0,0,0,0,14
Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,0,6,0,0.4,38,0.01,0.28,0.27,2.21,133,3,0,4.1,15.4,2025-12-03T19:30:00Z,90,False,6,0,0,0,0,14,0,994191,1,4,3,25.0,1,5027,18125,13098,44,False,0,4,5,3,1,14
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0.0,265,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,3,0,0,0,0,14,0,1549,0,1,0,0.0,0,-2,14,16,40,False,0,0,0,0,0,14
Archie Gray,MID,Spurs,0.0,0,0,2,0,0.7,591,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,3,False,15,0,0,0,0,14,0,11484,0,2,2,0.0,1,-19,113,132,48,False,0,0,0,0,0,14
Noah Sadiki,MID,Sunderland,0.0,0,0,9,0,11.9,552,0.03,0.09,0.06,1.45,137,1,0,2.7,10.4,2025-12-03T20:15:00Z,90,False,12,0,0,0,0,14,0,8126,1,1,1,5.0,2,-343,237,580,50,False,0,3,7,2,2,14
Sávio Moreira de Oliveira,MID,Man City,0.0,0,0,4,0,14.6,415,0.31,0.31,0.00,0.47,135,2,0,1.9,4.0,2025-12-02T19:30:00Z,26,False,10,0,0,0,0,14,0,57162,0,5,4,0.0,1,-1532,456,1988,69,False,0,0,3,3,0,14
Nathan Collins,DEF,Brentford,0.0,0,0,1,0,0.4,106,0.00,0.00,0.00,0.70,131,1,0,0.5,2.8,2025-12-03T19:30:00Z,16,False,1,0,0,0,0,14,0,137654,0,0,2,2.0,1,-6118,1939,8057,49,False,0,0,1,4,1,14
Manuel Ugarte Ribeiro,MID,Man Utd,0.0,0,0,4,0,2.4,459,0.01,0.01,0.00,0.36,138,1,0,0.3,0.8,2025-12-04T20:00:00Z,13,False,19,0,0,0,0,14,0,16457,0,1,1,0.0,1,-230,236,466,47,True,0,0,0,0,0,14
Lewis Hall,DEF,Newcastle,0.0,0,0,15,0,1.8,473,0.03,0.14,0.11,0.75,139,2,0,3.8,26.4,2025-12-02T20:15:00Z,90,False,18,0,0,0,0,14,0,113600,1,2,2,10.0,3,14653,16294,1641,52,True,0,7,11,6,4,14
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,230,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,11,0,0,0,0,14,0,33156,0,1,3,0.0,0,4788,5580,792,44,False,0,0,0,0,0,14
Martial Godo,MID,Fulham,0.0,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,13,0,0,0,0,14,0,3385,0,5,4,0.0,0,-40,0,40,45,True,0,0,0,0,0,14
Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0.0,536,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,12,0,0,0,0,14,0,548,0,1,1,0.0,0,-13,10,23,40,False,0,0,0,0,0,14
Krisztián Hegyi,GK,West Ham,0.0,0,0,0,0,0.0,602,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,14,0,0,0,0,14,0,30497,0,1,1,0.0,0,261,618,357,39,False,0,0,0,0,0,14
Will Hughes,MID,Crystal Palace,0.0,0,0,4,0,0.0,270,0.00,0.00,0.00,0.62,134,0,0,0.6,6.2,2025-12-03T19:30:00Z,14,False,3,0,0,0,0,14,0,11070,0,1,0,0.0,1,-51,316,367,47,False,0,2,2,0,0,14
Jadon Sancho,MID,Aston Villa,0.0,0,0,0,0,0.0,456,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,6,0,0,0,0,14,0,23791,0,4,3,0.0,0,-110,612,722,58,False,0,0,0,0,0,14
Amine Adli,MID,Bournemouth,0.0,0,0,3,0,2.3,697,0.01,0.01,0.00,0.83,132,0,0,1.3,7.0,2025-12-02T19:30:00Z,59,False,9,0,0,0,0,14,0,5594,1,1,0,4.0,1,1019,1185,166,54,True,0,4,6,0,2,14
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0,0.0,575,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2025-12-02T20:15:00Z,0,False,15,0,0,0,0,14,0,3994805,0,2,2,0.0,0,-183050,25047,208097,48,False,0,0,0,0,0,14
Konstantinos Mavropanos,DEF,West Ham,0.0,0,0,10,0,0.8,606,0.01,0.01,0.00,1.56,138,1,0,3.3,28.4,2025-12-04T20:00:00Z,90,False,14,0,0,0,0,14,0,5722,1,1,1,4.0,4,-2,73,75,44,False,0,11,11,3,0,14
Emmanuel Agbadou,DEF,Wolves,0.0,0,0,12,0,14.4,631,0.04,0.12,0.08,0.74,140,1,0,3.6,16.4,2025-12-03T19:30:00Z,90,False,16,0,0,0,0,14,0,20246,1,1,0,5.0,2,139,583,444,43,True,0,4,5,6,1,14
Oscar Bobb,MID,Man City,0.0,0,0,0,0,0.0,424,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2025-12-02T19:30:00Z,0,False,10,0,0,0,0,14,0,29563,0,5,4,0.0,0,-959,208,1167,52,False,0,0,0,0,0,14
Oluwaseun Adewumi,MID,Burnley,0.0,0,0,0,0,0.0,212,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,8,0,0,0,0,14,0,931,0,1,0,0.0,0,-13,0,13,45,True,0,0,0,0,0,14
Jordan Henderson,MID,Brentford,0.0,0,0,6,0,7.7,124,0.02,0.02,0.00,1.19,131,1,0,1.3,4.8,2025-12-03T19:30:00Z,29,False,1,0,0,0,0,14,0,49074,0,0,2,0.0,1,221,1741,1520,50,False,0,0,2,1,1,14
Harry Wilson,MID,Fulham,0.0,2,0,31,0,30.0,329,0.25,0.25,0.00,2.17,135,5,0,6.1,24.8,2025-12-02T19:30:00Z,81,False,13,0,0,0,0,14,0,45936,1,5,4,6.0,8,696,3488,2792,52,True,0,3,6,3,0,14
Malick Thiaw,DEF,Newcastle,0.0,0,0,7,0,1.4,684,0.01,0.06,0.05,0.75,139,2,0,2.4,12.6,2025-12-02T20:15:00Z,90,False,18,0,0,0,0,14,0,216850,1,2,2,10.0,1,139689,143467,3778,49,True,0,3,4,1,1,14
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0.0,604,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,14,0,0,0,0,14,0,7366,0,1,1,0.0,0,-81,0,81,44,False,0,0,0,0,0,14
Trey Nyoni,MID,Liverpool,0.0,0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,17,0,0,0,0,14,0,62959,0,1,1,0.0,0,-2266,615,2881,43,True,0,0,0,0,0,14
Ladislav Krejcí,DEF,Wolves,0.0,0,0,0,0,0.0,709,0.00,0.00,0.00,0.00,140,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,16,0,0,0,0,14,0,6075,0,1,0,0.0,0,-521,102,623,45,True,0,0,0,0,0,14
Malo Gusto,DEF,Chelsea,0.0,0,0,14,0,16.8,228,0.07,0.07,0.00,2.17,136,1,0,3.4,16.8,2025-12-03T20:15:00Z,45,False,11,0,0,0,0,14,0,208302,0,1,3,0.0,1,13212,18820,5608,49,False,0,2,6,6,4,14
Jérémy Doku,MID,Man City,0.0,2,0,23,0,18.9,418,0.17,0.37,0.20,0.44,135,2,0,5.5,18.6,2025-12-02T19:30:00Z,63,False,10,0,0,0,0,14,0,1122013,1,5,4,17.0,8,-49730,47536,97266,66,False,0,2,5,3,0,14
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0.0,701,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,6,0,0,0,0,14,0,10238,0,4,3,0.0,0,-115,0,115,40,False,0,0,0,0,0,14
Luis Guilherme Lira dos Santos,MID,West Ham,0.0,0,0,0,0,0.0,619,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2025-12-04T20:00:00Z,0,False,14,0,0,0,0,14,0,2572,0,1,1,0.0,0,-5,25,30,49,False,0,0,0,0,0,14
Sebastiaan Bornauw,DEF,Leeds,0.0,0,0,3,0,0.1,345,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2025-12-03T20:15:00Z,1,False,7,0,0,0,0,14,0,8670,0,1,3,0.0,1,-210,34,244,39,True,0,0,0,0,0,14
