assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,46695,0,0,-1,1,0.0,0,129,2,0.0,0.0,0,Ritchie,0.0,0,0,0.0,171,False,0.0,0,0,0,0,0,Signed for Aston Villa on 23/8,44,0,0,0,46695.jpg,0.0,0,0,de Laet,0.1,False,None,u,8,13,0.0,0,311,0,6016,0,0.0,0.0,de Laet,0
3,4,529,100,100,9,40725,0,0,-1,1,199.0,1,390,2,2.9,0.5,1,Danny,0.0,50,0,77.9,172,False,531.2,0,0,0,0,2988,,49,0,0,0,40725.jpg,2.4,0,0,Simpson,2.1,False,17,a,8,13,50.0,85,91501,0,108361,0,0.0,17.3,Simpson,12
2,1,479,100,25,9,12413,0,0,-1,1,69.4,0,453,2,0.7,0.1,0,Robert,0.0,49,2,124.9,173,False,701.0,0,0,0,0,2926,,49,2,0,0,12413.jpg,2.7,0,0,Huth,1.8,False,6,a,8,13,477.0,88,114565,0,106533,0,0.0,18.0,Huth,9
0,0,156,100,100,4,41321,0,0,0,0,22.0,0,15,2,3.1,0.5,0,Yohan,0.0,15,0,23.6,174,False,158.2,0,0,0,0,917,,40,0,0,0,41321.jpg,2.5,0,0,Benalouane,1.0,False,29,a,8,13,54.0,27,49109,0,16610,0,0.0,6.8,Benalouane,4
0,0,50,0,0,0,130025,0,0,-3,3,62.0,0,0,2,0.0,0.0,0,Luis,0.0,8,0,12.0,175,False,57.6,0,0,0,0,327,Transferred to Malaga,42,0,0,0,130025.jpg,0.8,0,0,Hernández,0.3,False,2,u,8,13,0.0,3,5986,0,21663,0,0.0,0.7,Hernández,1
4,9,437,100,100,9,103025,0,0,-6,6,802.1,0,994,3,3.7,0.5,1,Riyad,0.0,48,6,227.8,176,False,573.0,0,0,0,0,2826,,89,0,2,0,103025.jpg,3.3,0,0,Mahrez,8.2,False,26,a,8,13,898.0,120,202237,0,934233,0,0.0,13.5,Mahrez,4
6,3,468,100,100,8,51938,0,0,-5,5,719.8,0,519,3,4.1,0.5,2,Marc,0.0,47,2,147.6,177,False,483.8,0,0,0,0,2412,,50,0,0,0,51938.jpg,2.9,0,0,Albrighton,2.5,False,11,a,8,13,272.0,95,131785,0,98080,0,0.0,19.0,Albrighton,5
0,1,217,100,75,1,13152,0,0,-3,3,122.7,0,174,3,1.0,0.4,2,Andy,0.0,26,1,54.9,178,False,258.4,0,0,0,0,1446,,47,0,0,0,13152.jpg,1.8,0,0,King,0.2,False,10,a,8,13,167.0,41,10199,0,18524,0,0.0,8.7,King,4
1,3,384,75,0,8,61603,0,0,-2,2,307.1,0,592,3,0.0,0.0,0,Daniel,0.0,44,1,92.0,179,False,401.8,0,0,0,0,2466,Thigh injury - 75% chance of playing,53,0,0,0,61603.jpg,2.4,0,0,Drinkwater,3.6,False,4,d,8,13,213.0,69,88489,0,334990,0,0.0,13.0,Drinkwater,6
0,0,0,0,0,0,40772,0,0,-1,1,0.0,0,20,3,0.0,0.0,0,Gökhan,0.0,0,0,0.0,180,False,0.0,0,0,0,0,0,Transferred to Beşiktaş,44,0,0,0,40772.jpg,0.0,0,0,Inler,0.1,False,33,u,8,13,0.0,0,3805,0,9979,0,0.0,0.0,Inler,0
4,0,210,100,100,4,172632,0,0,-2,2,268.8,0,57,3,1.1,0.5,1,Demarai,0.0,20,1,72.2,181,False,220.4,0,0,0,0,1049,,48,0,0,0,172632.jpg,1.9,0,0,Gray,0.5,False,22,a,8,13,233.0,58,42715,0,58006,0,0.0,12.1,Gray,2
1,3,262,100,100,4,155569,0,0,-2,2,204.0,1,23,3,1.1,0.5,1,Daniel,0.0,35,1,57.0,182,False,254.4,0,0,0,0,1673,,43,0,0,0,155569.jpg,2.2,0,0,Amartey,0.2,False,13,a,8,13,109.0,53,28208,0,27227,0,0.0,12.3,Amartey,3
0,0,26,75,0,1,86881,0,0,-1,1,24.9,0,0,3,0.0,0.0,0,Nampalys,0.0,5,0,4.0,183,False,16.8,0,0,0,0,269,Ankle injury - 75% chance of playing,44,0,0,0,86881.jpg,1.5,0,0,Mendy,0.3,False,24,d,8,13,0.0,6,3697,0,31624,0,0.0,1.4,Mendy,1
8,24,555,75,100,7,101668,0,0,-1,1,450.4,3,945,4,5.1,0.5,9,Jamie,0.0,57,13,202.5,184,False,629.8,0,0,0,0,2801,Thigh injury - 75% chance of playing,99,0,0,0,101668.jpg,4.6,1,0,Vardy,13.9,False,9,d,8,13,955.0,161,912399,0,1298910,0,0.0,16.3,Vardy,2
0,1,56,100,100,2,54316,0,0,-5,5,55.7,0,226,4,1.1,0.5,0,Leonardo,0.0,5,1,37.4,185,False,60.8,0,0,0,0,447,,55,0,0,0,54316.jpg,1.5,0,0,Ulloa,0.1,False,23,a,8,13,262.0,24,7923,0,15338,0,0.0,4.4,Ulloa,0
1,3,220,100,100,7,78412,0,0,-4,4,262.0,0,320,4,3.7,0.5,0,Shinji,0.0,26,3,90.4,186,False,181.2,0,0,0,0,1565,,56,0,0,0,78412.jpg,2.1,0,0,Okazaki,1.6,False,20,a,8,13,471.0,63,106927,0,145564,0,0.0,11.3,Okazaki,1
0,5,131,None,None,1,90714,0,0,-6,6,120.8,0,0,4,0.7,0.5,0,Ahmed,0.0,20,2,47.7,187,False,132.6,0,0,0,0,761,,69,0,0,0,90714.jpg,1.9,0,0,Musa,3.0,False,7,a,8,13,232.0,39,79415,0,417701,0,0.0,5.7,Musa,1
0,7,506,None,None,9,66797,0,0,-2,2,0.0,1,340,1,6.3,1.0,7,Simon,0.0,30,0,46.0,188,False,461.2,0,0,0,0,2520,,48,0,0,2,66797.jpg,3.9,0,52,Mignolet,3.5,False,22,a,9,14,0.0,110,191996,0,161420,0,0.0,22.9,Mignolet,0
0,0,153,100,100,3,104542,0,0,-7,7,0.0,0,0,1,1.0,1.0,0,Loris,0.0,12,0,15.0,189,False,149.4,0,0,0,0,900,,43,0,0,0,104542.jpg,3.2,0,20,Karius,0.7,False,1,a,9,14,0.0,32,79242,0,80910,0,0.0,7.4,Karius,0
0,6,155,0,0,4,40784,0,0,-3,3,48.7,1,273,2,0.0,0.0,0,Mamadou,0.0,6,0,23.2,190,False,143.4,0,0,0,0,686,Knee injury - Unknown return date,47,0,0,0,40784.jpg,4.4,0,0,Sakho,0.6,False,12,i,5,31,40.0,35,97004,0,81498,0,0.0,7.4,Sakho,0
1,6,589,100,100,11,38454,0,0,-1,1,119.2,0,248,2,5.8,1.0,6,Dejan,0.0,31,2,107.1,191,False,715.4,0,0,0,0,2553,,49,0,0,0,38454.jpg,3.7,0,0,Lovren,5.6,False,6,a,9,14,236.0,106,544570,0,452572,0,0.0,21.6,Lovren,6
1,1,79,100,100,0,100059,0,0,-6,6,78.3,0,394,2,1.3,1.0,1,Alberto,0.0,7,0,17.5,192,False,64.6,0,0,0,0,305,,44,0,0,0,100059.jpg,1.3,0,0,Moreno,1.4,False,18,a,9,14,32.0,15,18171,0,150626,0,0.0,3.4,Moreno,1
2,13,735,100,100,12,57328,0,0,4,-4,716.5,1,387,2,6.0,1.0,6,Nathaniel,0.0,41,0,152.4,193,False,512.0,0,0,0,0,3323,,59,0,0,0,57328.jpg,3.5,0,0,Clyne,10.3,False,2,a,9,14,294.0,129,556515,0,567033,0,0.0,21.9,Clyne,0
0,0,55,100,100,1,91979,0,0,-2,2,16.4,0,67,2,0.3,0.0,0,Jon,0.0,4,0,8.0,194,False,63.8,0,0,0,0,360,,43,0,0,0,91979.jpg,1.5,0,0,Flanagan,0.2,False,4,a,3,90,0.0,9,5222,0,19332,0,0.0,2.1,Flanagan,2
0,0,0,100,100,0,171287,0,0,-2,2,0.0,0,58,2,1.0,1.0,0,Joseph,0.0,0,0,0.0,195,False,0.0,0,0,0,0,0,,48,0,0,0,171287.jpg,0.0,0,0,Gomez,0.0,False,12,a,9,14,0.0,0,888,0,1466,0,0.0,0.0,Gomez,0
0,0,0,None,None,0,134383,0,0,-1,1,0.0,0,30,2,1.0,1.0,0,Connor,0.0,0,0,0.0,196,False,0.0,0,0,0,0,0,,39,0,0,0,134383.jpg,0.0,0,0,Randall,1.7,False,56,a,9,14,0.0,0,93659,0,67705,0,0.0,0.0,Randall,0
0,0,35,100,100,0,120447,0,0,-1,1,30.3,0,35,2,-0.5,-0.5,0,Bradley,0.0,9,0,8.6,197,False,28.6,0,0,0,0,269,,39,0,0,0,120447.jpg,0.8,0,0,Smith,2.5,False,14,a,2,91,27.0,4,89956,0,169802,0,0.0,1.0,Smith,1
0,0,12,None,None,0,106449,0,0,-3,3,0.4,0,69,2,1.0,1.0,0,Kevin,0.0,0,0,0.4,198,False,3.6,0,0,0,0,20,,42,0,0,0,106449.jpg,1.0,0,0,Stewart,0.1,False,35,a,9,14,0.0,4,2968,0,5665,0,0.0,1.0,Stewart,0
0,7,557,100,100,9,60914,0,0,-1,1,143.3,0,0,2,6.8,1.0,6,Joel,0.0,25,1,108.0,199,False,588.6,0,0,0,0,2457,,54,0,0,0,60914.jpg,3.3,0,0,Matip,3.2,False,32,a,9,14,348.0,97,189764,0,152752,0,0.0,18.0,Matip,3
3,2,240,100,100,4,43191,0,0,-1,1,102.9,0,253,3,3.8,1.0,1,Leiva,0.0,17,0,51.1,200,False,306.4,0,0,0,0,1112,,44,0,0,0,43191.jpg,2.0,0,0,Lucas,0.2,False,21,a,9,14,99.0,47,14984,0,13562,0,0.0,10.7,Lucas,4
4,9,467,75,0,7,56979,0,0,-3,3,554.3,0,250,3,0.0,0.0,0,Jordan,0.0,28,1,115.5,201,False,507.4,0,0,0,0,2116,Foot injury - 75% chance of playing,62,0,0,0,56979.jpg,3.0,0,0,Henderson,1.0,False,14,d,9,14,93.0,73,99424,0,118914,0,0.0,11.8,Henderson,8
3,10,525,100,100,10,40555,0,0,-1,1,539.8,1,132,3,1.5,-0.5,2,Joe,0.0,49,6,179.4,202,False,576.8,0,0,0,0,2930,,49,0,0,0,40555.jpg,3.3,0,0,Allen,6.4,False,4,a,14,110,675.0,118,1309096,0,1158239,0,0.0,24.1,Allen,9
8,21,631,100,100,8,84583,0,0,7,-7,1081.8,4,459,3,8.5,1.0,10,Philippe,0.0,27,13,306.5,203,False,860.0,0,0,0,0,2228,,87,0,0,0,84583.jpg,5.5,0,0,Coutinho,26.0,False,10,a,9,14,1125.0,171,3013199,0,2787094,0,0.0,19.7,Coutinho,2
2,12,436,100,100,9,112338,0,0,-2,2,544.5,2,399,3,5.8,1.0,3,Emre,0.0,28,5,155.3,204,False,512.2,0,0,0,0,2371,,48,0,0,0,112338.jpg,3.3,0,0,Can,3.0,False,23,a,9,14,500.0,104,269132,0,218450,0,0.0,21.7,Can,6
7,14,543,100,100,9,39155,0,0,-3,3,693.0,3,416,3,2.8,1.0,9,Adam,0.0,32,8,219.5,205,False,679.4,0,0,0,0,2338,,67,0,0,0,39155.jpg,4.5,0,0,Lallana,9.1,False,20,a,9,14,825.0,139,1932163,0,1860046,0,0.0,20.7,Lallana,3
0,2,125,75,0,5,99323,0,0,-3,3,160.3,0,0,3,0.0,0.0,0,Lazar,0.0,15,2,48.5,206,False,142.2,0,0,0,0,1005,Ankle injury - 75% chance of playing,52,0,0,0,99323.jpg,3.1,0,0,Markovic,0.1,False,50,d,7,88,185.0,37,22952,0,21421,0,0.0,7.1,Markovic,4
0,0,0,100,100,0,141921,0,0,-3,3,0.0,0,81,3,1.0,1.0,0,Oluwaseyi,0.0,0,0,0.0,207,False,0.0,0,0,0,0,0,,47,0,0,0,141921.jpg,0.0,0,0,Ojo,0.0,False,54,a,9,14,0.0,0,325,0,999,0,0.0,0.0,Sheyi Ojo,0
4,16,682,100,100,12,15157,0,0,-2,2,937.0,3,508,3,3.3,1.0,3,James,0.0,35,7,235.2,208,False,919.0,0,0,0,0,3154,,63,0,1,0,15157.jpg,3.9,0,0,Milner,4.8,False,7,a,9,14,493.0,139,720125,0,610105,0,0.0,22.1,Milner,5
11,17,639,100,75,11,92217,0,0,0,0,1127.3,6,522,3,2.3,0.8,6,Roberto,0.0,39,11,356.9,209,False,869.6,0,0,0,0,3062,,85,0,0,0,92217.jpg,5.1,0,0,Firmino,8.8,False,11,a,9,14,1569.0,180,1512419,0,1585670,0,0.0,21.2,Firmino,5
0,0,0,0,0,0,147668,0,0,-3,3,0.0,0,27,3,0.0,0.0,0,Cameron,0.0,0,0,0.0,210,False,0.0,0,0,0,0,0,Joined Fleetwood Town on loan from 27/1 until end of the season,42,0,0,0,147668.jpg,0.0,0,0,Brannagan,0.1,False,25,u,9,14,0.0,0,2852,0,3798,0,0.0,0.0,Brannagan,0
0,0,0,0,0,0,174254,0,0,-3,3,0.0,0,2,3,0.0,0.0,0,Pedro,0.0,0,0,0.0,211,False,0.0,0,0,0,0,0,Joined Dutch side Go Ahead Eagles on loan from 6/1 until the end of the season,42,0,0,0,174254.jpg,0.0,0,0,Chirivella,0.1,False,68,u,9,14,0.0,0,3066,0,3715,0,0.0,0.0,Chirivella,0
7,14,502,75,0,8,110979,0,0,3,-3,660.7,4,635,3,0.0,0.0,0,Sadio,0.0,26,13,246.0,212,False,727.0,0,0,0,0,2242,Knee injury - 75% chance of playing,93,0,0,0,110979.jpg,5.8,0,0,Mané,7.8,False,19,d,9,14,1074.0,156,1862549,0,2181069,0,0.0,16.8,Mané,4
2,13,382,100,100,7,54861,0,0,-3,3,484.4,3,315,4,3.8,-1.0,2,Christian,0.0,58,15,286.1,213,False,640.2,0,0,0,0,3131,,72,0,2,0,54861.jpg,3.8,0,0,Benteke,9.5,False,17,a,5,31,1762.0,136,1480078,0,1206883,0,0.0,18.9,Christian Benteke,10
5,2,180,100,100,3,40755,0,0,-3,3,207.4,0,283,4,3.3,1.0,5,Daniel,0.0,7,3,89.7,214,False,202.8,0,0,0,0,775,,97,0,0,0,40755.jpg,2.7,0,0,Sturridge,1.9,False,15,a,9,14,492.0,54,120356,0,99153,0,0.0,5.6,Sturridge,1
0,0,0,0,0,0,42493,0,0,-2,2,0.0,0,0,4,0.0,0.0,0,Mario,0.0,0,0,0.0,215,False,0.0,0,0,0,0,0,Transferred to Nice,63,0,0,0,42493.jpg,0.0,0,0,Balotelli,0.2,False,45,u,9,14,0.0,0,2168,0,12103,0,0.0,0.0,Balotelli,0
0,0,0,75,0,0,84939,0,0,-6,6,0.0,0,81,4,0.0,0.0,0,Danny,0.0,0,0,0.0,216,False,0.0,0,0,0,0,0,Knee injury - 75% chance of playing,54,0,0,0,84939.jpg,0.0,0,0,Ings,0.2,False,28,d,9,14,0.0,0,4257,0,23641,0,0.0,0.0,Ings,0
4,8,297,100,100,7,152760,0,0,-10,10,264.4,1,200,4,4.0,1.0,1,Divock,0.0,18,7,116.1,217,False,360.0,0,0,0,0,1469,,60,0,0,0,152760.jpg,2.8,0,0,Origi,5.5,False,27,a,9,14,551.0,96,862580,0,881082,0,0.0,16.0,Origi,0
0,0,0,0,0,0,15749,0,0,-2,2,0.0,0,360,1,0.0,0.0,0,Joe,0.0,0,0,0.0,218,False,0.0,0,0,0,0,0,Joined Torino in season-long loan deal,53,0,0,0,15749.jpg,0.0,0,0,Hart,1.0,False,1,u,10,43,0.0,0,2933,0,174581,0,0.0,0.0,Hart,0
0,1,295,None,None,6,20310,0,0,-2,2,0.0,0,45,1,3.8,1.0,6,Willy,0.0,13,0,26.8,219,False,266.6,0,0,0,0,1452,,48,0,0,1,20310.jpg,3.8,0,31,Caballero,3.8,False,13,a,10,43,0.0,64,200925,0,56052,0,0.0,13.3,Caballero,0
1,7,558,100,100,9,42593,0,0,-2,2,296.4,2,429,2,3.0,1.0,0,Aleksandar,0.0,27,1,116.0,220,False,639.0,0,0,0,0,2535,,58,1,0,0,42593.jpg,3.3,0,0,Kolarov,3.1,False,11,a,10,43,223.0,95,136250,0,230491,0,0.0,16.4,Kolarov,6
1,5,230,100,100,2,20658,0,0,-3,3,167.7,1,152,2,3.6,1.0,0,Pablo,0.0,18,1,52.1,221,False,238.6,0,0,0,0,1065,,47,0,0,0,20658.jpg,2.3,0,0,Zabaleta,1.2,False,5,a,10,43,113.0,45,60996,0,91419,0,0.0,9.6,Zabaleta,2
0,6,227,100,100,5,17476,0,0,0,0,32.9,2,173,2,6.4,1.0,13,Vincent,0.0,6,3,40.6,222,False,249.0,0,0,0,0,820,,60,0,0,0,17476.jpg,5.2,0,0,Kompany,3.2,False,4,a,10,43,123.0,57,143641,0,34177,0,0.0,9.5,Kompany,5
0,9,493,100,100,8,17336,0,0,-3,3,314.8,2,166,2,2.8,1.0,6,Gaël,0.0,24,1,76.1,223,False,407.4,0,0,0,0,2123,,52,0,0,0,17336.jpg,3.5,0,0,Clichy,1.9,False,22,a,10,43,38.0,87,79273,0,73287,0,0.0,16.7,Clichy,2
1,3,316,100,100,6,37748,0,0,-2,2,152.1,1,386,2,1.0,1.0,1,Bacary,0.0,14,0,42.8,224,False,223.2,0,0,0,0,1346,,53,0,0,0,37748.jpg,3.2,0,0,Sagna,1.7,False,3,a,10,43,53.0,55,35948,0,238985,0,0.0,10.4,Sagna,2
0,0,0,0,0,0,57112,0,0,-1,1,0.0,0,235,2,0.0,0.0,0,Eliaquim,0.0,0,0,0.0,225,False,0.0,0,0,0,0,0,Joined Valencia in season-long loan deal,54,0,0,0,57112.jpg,0.0,0,0,Mangala,0.3,False,20,u,10,43,0.0,0,1186,0,21014,0,0.0,0.0,Mangala,0
2,10,640,100,100,9,57410,0,0,-1,1,125.6,2,353,2,5.8,1.0,6,Nicolás,0.0,28,1,117.6,226,False,772.4,0,0,0,0,2592,,59,0,0,0,57410.jpg,3.3,0,0,Otamendi,3.2,False,30,a,10,43,276.0,100,106365,0,133996,0,0.0,16.9,Otamendi,9
0,0,62,100,25,0,41823,0,0,-3,3,42.3,0,156,3,0.3,0.3,0,Fabian,0.0,4,1,15.3,227,False,68.2,0,0,0,0,224,,47,0,0,0,41823.jpg,1.9,0,0,Delph,0.1,False,18,a,10,43,43.0,13,3083,0,7989,0,0.0,2.8,Delph,1
14,11,468,100,100,9,103955,0,0,-5,5,688.3,2,400,3,3.6,1.0,0,Raheem,0.0,27,7,237.7,228,False,527.0,0,0,0,0,2509,,75,0,0,0,103955.jpg,4.5,0,0,Sterling,10.6,False,7,a,10,43,1170.0,149,2147455,0,1889628,0,0.0,19.9,Sterling,7
0,0,0,0,0,0,28554,0,0,-1,1,12.3,0,164,3,0.0,0.0,0,Samir,0.0,0,0,5.8,229,False,4.8,0,0,0,0,16,Joined Sevilla in season-long loan deal,64,0,0,0,28554.jpg,1.0,0,0,Nasri,0.2,False,8,u,10,43,41.0,1,1395,0,13030,0,0.0,0.2,Nasri,0
9,12,621,100,100,12,20664,0,0,-4,4,1388.4,1,351,3,4.8,1.0,3,David,0.0,32,4,286.2,230,False,671.2,0,0,0,0,2760,,86,0,0,0,20664.jpg,3.8,0,0,Silva,2.8,False,21,a,10,43,801.0,130,152997,0,265867,0,0.0,15.1,Silva,6
0,6,422,100,100,12,14664,0,0,-8,8,407.7,2,525,3,4.2,1.0,3,Gnegneri Yaya,0.0,17,5,121.8,231,False,474.2,0,0,0,0,1941,,72,0,0,0,14664.jpg,3.4,0,0,Touré,1.0,False,42,a,10,43,335.0,86,143190,0,185727,0,0.0,11.9,Yaya Touré,4
3,6,245,None,None,2,17740,0,0,-4,4,359.9,0,408,3,2.0,1.0,1,Jesús,0.0,17,0,68.3,232,False,161.0,0,0,0,0,1064,,61,0,0,0,17740.jpg,2.0,0,0,Navas,0.6,False,15,a,10,43,163.0,48,19360,0,42185,0,0.0,7.9,Navas,2
1,3,483,100,100,10,27789,0,0,-2,2,575.7,0,417,3,3.4,1.0,8,Fernando,0.0,27,2,148.5,233,False,546.6,0,0,0,0,2755,,53,0,0,0,27789.jpg,2.4,2,0,Luiz Rosa,1.5,False,25,a,10,43,364.0,78,89887,0,133539,0,0.0,14.7,Fernandinho,4
0,1,106,100,100,1,52538,0,0,-3,3,65.7,0,236,3,1.2,1.0,0,Fernando Francisco,0.0,10,0,21.0,234,False,115.2,0,0,0,0,568,,47,0,0,0,52538.jpg,1.2,0,0,Reges,0.2,False,6,a,10,43,29.0,18,8223,0,15960,0,0.0,3.8,Fernando,3
21,33,825,100,100,11,61366,0,0,0,0,1702.0,5,546,3,8.4,1.0,9,Kevin,0.0,34,6,336.6,235,True,872.4,0,0,0,0,2877,,105,0,1,0,61366.jpg,5.5,0,0,De Bruyne,10.4,False,17,a,10,43,790.0,199,1369908,0,1264140,0,0.0,19.0,De Bruyne,4
1,2,196,75,0,3,59859,0,0,-6,6,209.6,1,0,3,0.0,0.0,0,Ilkay,0.0,8,3,59.6,236,False,186.8,0,0,0,0,704,Knee injury - 75% chance of playing,49,0,0,0,59859.jpg,4.1,0,0,Gündogan,1.3,False,8,d,10,43,199.0,41,700011,0,704743,0,0.0,8.4,Gündogan,0
3,2,170,100,100,3,86173,0,0,-6,6,238.4,1,0,3,1.2,1.0,0,Manuel,0.0,7,4,85.6,237,False,210.0,0,0,0,0,777,,84,0,0,0,86173.jpg,2.8,1,0,Agudo Durán,1.0,False,9,a,10,43,411.0,54,213655,0,258323,0,0.0,6.4,Nolito,3
0,0,0,0,0,0,206325,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Oleksandr,0.0,0,0,0.0,238,False,0.0,0,0,0,0,0,Season-long loan to PSV Eindhoven,53,0,0,0,206325.jpg,0.0,0,0,Zinchenko,0.0,False,35,u,10,43,0.0,0,180,0,2407,0,0.0,0.0,Zinchenko,0
5,32,640,100,100,8,37572,0,0,-3,3,518.2,6,789,4,5.0,1.0,16,Sergio,0.0,30,20,323.9,239,False,871.8,0,0,0,0,2404,,127,0,1,0,37572.jpg,5.6,1,0,Agüero,17.6,False,10,a,10,43,1853.0,175,2641949,0,3691225,0,0.0,13.8,Agüero,4
0,3,92,100,100,3,57001,0,0,-6,6,116.9,1,249,4,-0.5,-0.5,0,Wilfried,0.0,12,2,49.0,240,False,103.0,0,0,0,0,684,,69,0,0,0,57001.jpg,2.9,0,0,Bony,0.6,False,12,a,14,110,271.0,29,113833,0,131699,0,0.0,4.2,Bony,1
3,6,180,100,100,1,173515,0,0,-10,10,193.7,1,242,4,1.2,1.0,1,Kelechi,0.0,9,4,87.4,241,False,224.0,0,0,0,0,537,,60,0,0,0,173515.jpg,2.6,0,0,Iheanacho,2.3,False,72,a,10,43,463.0,52,763437,0,792576,0,0.0,8.7,Iheanacho,0
0,5,575,100,100,14,51940,0,0,0,0,10.0,2,368,1,4.8,1.0,0,David,0.0,29,0,55.0,242,False,542.4,0,0,0,0,3150,,55,0,0,0,51940.jpg,3.9,0,74,de Gea,33.2,False,1,a,11,1,0.0,136,583759,0,1029405,0,0.0,24.7,de Gea,2
0,3,80,None,None,2,42899,0,0,-3,3,0.0,1,40,1,3.7,1.0,0,Sergio,0.0,0,0,7.7,243,False,77.2,0,0,0,0,180,,47,0,0,1,42899.jpg,11.5,0,10,Romero,0.2,False,20,a,11,1,0.0,23,5196,0,4728,0,0.0,4.9,Romero,0
1,1,282,75,75,4,55909,0,0,-2,2,36.1,0,381,2,1.7,0.8,0,Chris,0.0,16,1,47.4,244,False,342.6,0,0,0,0,1217,Toe Injury - 75% chance of playing,58,0,0,0,55909.jpg,2.9,0,0,Smalling,1.1,False,12,d,11,1,95.0,52,29061,0,62370,0,0.0,9.0,Smalling,0
0,4,362,100,100,5,76359,0,0,-5,5,35.2,0,64,2,2.2,1.0,6,Phil,0.0,14,0,56.3,245,False,437.8,0,0,0,0,1584,,45,0,0,0,76359.jpg,3.1,0,0,Jones,0.7,False,4,a,11,1,89.0,55,240803,0,231504,0,0.0,12.2,Jones,2
0,0,0,0,0,0,152015,0,0,0,0,0.0,0,36,2,0.0,0.0,0,Guillermo,0.0,0,0,0.0,246,False,0.0,0,0,0,0,0,Season-long loan to Eintracht Frankfurt,45,0,0,0,152015.jpg,0.0,0,0,Varela,0.0,False,30,u,11,1,0.0,0,300,0,592,0,0.0,0.0,Varela,0
3,4,202,0,0,4,106760,0,0,-3,3,160.5,2,92,2,0.0,0.0,0,Luke,0.0,6,0,36.5,247,False,139.2,0,0,0,0,688,Foot injury - Expected back 12 Aug,52,0,0,0,106760.jpg,4.1,0,0,Shaw,6.4,False,23,i,11,1,64.0,45,382600,0,869809,0,0.0,8.7,Shaw,1
0,7,394,0,0,8,58893,0,0,-3,3,71.0,0,192,2,0.0,0.0,0,Marcos,0.0,13,1,66.5,248,False,446.4,0,0,0,0,1663,Knee injury - Unknown return date,52,0,0,0,58893.jpg,3.7,0,0,Rojo,0.7,False,5,i,11,1,147.0,77,103924,0,110026,0,0.0,14.8,Rojo,5
0,0,58,100,0,1,160817,0,0,-3,3,51.1,0,28,2,0.0,0.0,0,Patrick,0.0,9,0,10.7,249,False,30.6,0,0,0,0,353,,42,1,0,0,160817.jpg,1.3,0,0,McNair,0.2,False,19,a,15,56,28.0,12,5004,0,15668,0,0.0,2.9,McNair,0
3,9,612,100,100,12,20695,0,0,3,-3,614.8,2,186,2,2.3,1.0,0,Antonio,0.0,20,1,140.6,250,False,547.2,0,0,0,0,2483,,58,0,0,0,20695.jpg,4.3,0,0,Valencia,12.4,False,25,a,11,1,243.0,120,1104769,0,1014182,0,0.0,20.7,Valencia,5
0,6,319,None,None,9,40002,0,0,-5,5,74.0,1,257,2,4.5,1.0,0,Matteo,0.0,8,0,29.4,251,False,206.0,0,0,0,0,1333,,50,0,0,0,40002.jpg,3.9,0,0,Darmian,1.0,False,36,a,11,1,13.0,70,57630,0,92095,0,0.0,14.0,Darmian,3
0,0,0,0,0,0,171273,0,0,-1,1,0.0,0,123,2,0.0,0.0,0,Cameron,0.0,0,0,0.0,252,False,0.0,0,0,0,0,0,Joined Wolves in season-long loan deal,44,0,0,0,171273.jpg,0.0,0,0,Borthwick-Jackson,0.0,False,43,u,11,1,0.0,0,142,0,3079,0,0.0,0.0,Borthwick-Jackson,0
0,0,36,100,100,1,201084,0,0,-4,4,2.9,0,40,2,1.2,1.0,6,Timothy,0.0,0,0,2.4,253,False,12.8,0,0,0,0,97,,41,0,0,0,201084.jpg,2.3,0,0,Fosu-Mensah,0.2,False,24,a,11,1,8.0,9,5238,0,10107,0,0.0,2.2,Fosu-Mensah,0
2,14,525,100,100,9,58877,0,0,-3,3,426.6,2,477,2,3.8,1.0,0,Daley,0.0,17,1,108.2,254,False,534.0,0,0,0,0,1830,,52,0,0,0,58877.jpg,4.3,0,0,Blind,4.7,False,17,a,11,1,122.0,98,520834,0,495245,0,0.0,18.8,Blind,2
0,14,542,100,75,13,197365,0,0,0,0,31.0,1,0,2,3.8,0.8,7,Eric,0.0,15,0,61.2,255,False,481.2,0,0,0,0,2058,,55,0,0,0,197365.jpg,4.2,0,0,Bailly,8.3,False,3,a,11,1,98.0,105,419364,0,619970,0,0.0,19.1,Bailly,4
3,14,457,100,100,10,43670,0,0,-3,3,747.5,1,586,3,2.2,1.0,0,Juan,0.0,16,6,179.9,256,False,457.6,0,0,0,0,1614,,72,1,0,0,43670.jpg,4.1,0,0,Mata,2.0,False,8,a,11,1,598.0,102,365444,0,387152,0,0.0,14.2,Mata,3
