name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Fabio Henrique Tavares,MID,Liverpool,0.0,0,0,0,0,0.0,296,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,783,0,0,0,0.0,0,-2,0,2,50,True,0,17
Louie Marsh,FWD,Sheffield Utd,0.0,0,0,0,0,0.0,654,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,2497,0,0,2,0.0,0,-39,0,39,45,False,0,17
Willy Kambwala,DEF,Man Utd,1.2,0,0,0,0,0.0,766,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,0,0,0,0,0.0,0,0,0,0,40,False,0,17
Oliver McBurnie,FWD,Sheffield Utd,0.5,0,0,5,0,1.8,485,0.01,0.01,0.00,1.35,165,2,0,0.4,0.0,2023-12-16T15:00:00Z,66,7,0,0,0,0,17,0,3885,1,0,2,2.0,2,332,616,284,54,False,0,17
Mathias Jensen,MID,Brentford,0.0,0,0,0,0,0.0,106,0.00,0.00,0.00,0.00,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,2,0,0,0,0,17,0,116338,0,2,1,0.0,0,-24451,99,24550,54,True,0,17
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,201,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,2544,0,0,2,0.0,0,-7,26,33,44,True,0,17
Max Kilman,DEF,Wolves,2.0,0,0,15,0,22.5,563,0.01,0.01,0.00,1.14,170,3,0,4.9,26.6,2023-12-17T14:00:00Z,90,19,0,0,0,0,17,0,78806,1,0,3,0.0,1,-3878,1456,5334,45,False,0,17
Nathan Aké,DEF,Man City,3.2,0,0,12,0,18.8,342,0.16,0.23,0.07,1.82,167,2,0,4.7,13.6,2023-12-16T15:00:00Z,90,8,0,0,0,0,17,0,548281,1,2,2,15.0,1,2519,16417,13898,50,True,0,17
Lewis Hall,DEF,Newcastle,0.9,0,0,1,0,1.2,204,0.01,0.01,0.00,0.09,168,0,0,0.4,2.8,2023-12-16T15:00:00Z,6,10,0,0,0,0,17,0,16762,0,0,3,0.0,1,-129,415,544,43,True,0,17
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.5,0,0,0,0,0.0,677,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,7303,0,0,2,0.0,0,-150,286,436,45,True,0,17
Elliot Anderson,MID,Newcastle,0.1,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,205551,0,0,3,0.0,0,-11003,5755,16758,42,True,0,17
Oliwier Zych,GK,Aston Villa,0.0,0,0,0,0,0.0,686,0.00,0.00,0.00,0.00,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,4,0,0,0,0,17,0,5823,0,2,1,0.0,0,-110,0,110,40,False,0,17
Mykhailo Mudryk,MID,Chelsea,3.5,0,0,-1,1,4.0,210,0.02,0.03,0.01,0.16,165,0,0,0.9,0.0,2023-12-16T15:00:00Z,68,17,0,0,0,0,17,0,98820,1,0,2,7.0,3,2714,6449,3735,63,True,0,17
Dejan Kulusevski,MID,Spurs,6.2,1,3,44,1,44.8,501,0.54,0.71,0.17,1.50,169,0,1,15.9,65.4,2023-12-15T20:00:00Z,90,16,0,0,0,0,17,0,318386,1,2,0,49.0,14,45698,65524,19826,71,False,0,17
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,4389,0,0,3,0.0,0,-43,0,43,53,False,0,17
Conor Gallagher,MID,Chelsea,1.3,0,0,12,1,20.0,202,0.07,0.13,0.06,0.37,165,0,0,5.6,24.4,2023-12-16T15:00:00Z,90,17,0,0,0,0,17,0,50076,1,0,2,12.0,2,392,3136,2744,54,True,1,17
Eberechi Eze,MID,Crystal Palace,-0.3,0,0,2,0,0.0,226,0.00,0.00,0.00,0.00,167,0,0,0.4,0.2,2023-12-16T15:00:00Z,1,13,0,0,0,0,17,0,292454,0,2,2,4.0,1,-19217,237,19454,60,False,0,17
Jonjo Shelvey,MID,Nott'm Forest,0.0,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,1638,0,2,0,0.0,0,-17,0,17,48,True,0,17
Thilo Kehrer,DEF,West Ham,0.0,0,0,1,0,0.0,537,0.00,0.00,0.00,0.02,170,0,0,0.0,0.2,2023-12-17T14:00:00Z,1,20,0,0,0,0,17,0,10976,0,0,3,0.0,0,-152,84,236,43,True,1,17
Mackenzie Hunt,MID,Everton,0.5,0,0,0,0,0.0,719,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,651,0,2,0,0.0,0,-11,33,44,45,False,0,17
Ameen Al-Dakhil,DEF,Burnley,-0.3,0,0,3,0,1.3,157,0.00,0.00,0.00,0.27,164,0,0,0.4,2.2,2023-12-16T17:30:00Z,20,9,0,0,0,0,17,0,62379,0,2,0,0.0,1,-2665,1142,3807,39,True,0,17
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,466,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,35579,0,2,0,0.0,0,-1635,0,1635,44,True,0,17
Julio Enciso,MID,Brighton,0.0,0,0,0,0,0.0,130,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,1,0,0,0,0,17,0,48608,0,0,2,0.0,0,-574,21,595,51,False,0,17
Steven Benda,GK,Fulham,-0.5,0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,2335,0,0,3,0.0,0,84,188,104,40,False,0,17
Jérémy Doku,MID,Man City,1.1,0,0,0,0,0.0,678,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,478437,0,2,2,0.0,0,-162960,5780,168740,66,True,0,17
Richie Laryea,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,452,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,372,0,2,0,0.0,0,-3,0,3,45,True,0,17
Antonee Robinson,DEF,Fulham,3.7,0,0,17,0,25.3,283,0.01,0.01,0.00,3.97,168,3,0,5.8,32.2,2023-12-16T15:00:00Z,90,15,0,0,0,0,17,0,105355,1,0,3,0.0,1,19572,22607,3035,44,False,0,17
Raúl Jiménez,FWD,Fulham,4.3,0,0,-9,0,2.6,558,0.01,0.04,0.03,7.82,168,3,0,0.6,0.0,2023-12-16T15:00:00Z,21,15,0,0,0,1,17,0,311087,1,0,3,7.0,-2,164378,174477,10099,53,False,0,17
Hwang Hee-chan,MID,Wolves,4.4,0,0,1,0,4.2,557,0.08,0.20,0.12,1.14,170,3,0,2.5,3.4,2023-12-17T14:00:00Z,90,19,0,0,0,0,17,0,1266587,1,0,3,17.0,2,13462,129058,115596,58,False,0,17
Willian Borges da Silva,MID,Fulham,5.1,0,0,0,0,0.0,591,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,110968,0,0,3,0.0,0,24291,36048,11757,53,False,0,17
Rhian Brewster,FWD,Sheffield Utd,-0.1,0,0,0,0,0.0,477,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,3300,0,0,2,0.0,0,-49,69,118,49,False,0,17
Jordan Pickford,GK,Everton,6.7,0,0,25,1,0.1,263,0.05,0.05,0.00,0.77,164,0,0,1.6,16.0,2023-12-16T17:30:00Z,90,6,0,0,0,0,17,2,862439,1,2,0,0.0,6,84291,97316,13025,44,False,0,17
Michael Olakigbe,MID,Brentford,0.4,0,0,0,0,0.3,620,0.00,0.00,0.00,0.03,163,0,0,0.3,3.0,2023-12-17T14:00:00Z,1,2,0,0,0,0,17,0,2555,0,2,1,0.0,1,-86,68,154,45,True,0,17
Anis Slimane,MID,Sheffield Utd,-0.1,0,0,-1,0,10.3,587,0.00,0.00,0.00,1.14,165,0,0,1.6,1.2,2023-12-16T15:00:00Z,10,7,0,0,0,0,17,0,2027,0,0,2,4.0,1,-31,29,60,47,False,0,17
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.7,1,1,32,1,78.2,406,0.88,1.01,0.13,0.29,168,0,0,13.3,40.4,2023-12-16T15:00:00Z,90,10,0,0,0,0,17,0,213276,1,0,3,14.0,7,-179,5110,5289,58,True,0,17
Ryan Fraser,MID,Newcastle,0.0,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,1921,0,0,3,0.0,0,-16,0,16,49,True,0,17
Anthony Knockaert,MID,Fulham,0.0,0,0,0,0,0.0,273,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,3066,0,0,3,0.0,0,-82,0,82,44,False,0,17
Harry Maguire,DEF,Man Utd,0.0,0,0,0,0,0.0,387,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,295591,0,0,0,0.0,0,-75568,10788,86356,43,False,0,17
Matheus Santos Carneiro Da Cunha,FWD,Wolves,5.6,0,0,10,0,36.1,590,0.17,0.34,0.17,1.14,170,3,0,9.8,14.4,2023-12-17T14:00:00Z,90,19,0,0,0,0,17,0,589263,1,0,3,47.0,2,142511,168407,25896,57,False,0,17
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,528,0,0,3,0.0,0,-3,0,3,45,False,0,17
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,4794,0,0,3,0.0,0,-67,0,67,40,False,0,17
Jacob Bruun Larsen,MID,Burnley,1.9,0,0,8,0,39.1,608,0.09,0.31,0.22,1.07,164,2,0,6.6,10.2,2023-12-16T17:30:00Z,81,9,0,0,0,0,17,0,2586,1,2,0,17.0,2,-277,120,397,49,True,0,17
Loïc Mbe Soh,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,5401,0,2,0,0.0,0,-93,0,93,40,True,0,17
Moussa Diaby,MID,Aston Villa,1.8,0,0,6,0,8.8,599,0.07,0.12,0.05,0.51,163,1,0,2.2,2.6,2023-12-17T14:00:00Z,64,4,0,0,0,0,17,0,1082339,1,2,1,11.0,2,-60934,63686,124620,67,False,0,17
João Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,346,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,109030,0,2,2,0.0,0,-495,0,495,58,True,0,17
Pau Torres,DEF,Aston Villa,4.4,0,0,19,0,33.6,584,0.17,0.17,0.00,0.51,163,1,0,5.4,20.0,2023-12-17T14:00:00Z,80,4,0,0,0,0,17,0,728131,1,2,1,0.0,2,220299,229394,9095,47,False,0,17
Santiago Bueno,DEF,Wolves,0.2,0,0,0,0,0.0,697,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,3062,0,0,3,0.0,0,-49,126,175,45,False,0,17
Mohamed Elneny,MID,Arsenal,0.1,0,0,0,0,0.0,3,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,5,0,0,0,0,17,0,9176,0,0,2,0.0,0,-569,124,693,44,True,0,17
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,245,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,279190,0,2,0,0.0,0,-16101,18892,34993,41,False,0,17
Martin Ødegaard,MID,Arsenal,5.1,0,0,13,1,51.2,14,0.12,0.54,0.42,0.69,161,0,0,10.7,14.2,2023-12-17T14:00:00Z,90,5,0,0,0,0,17,0,1547514,1,0,2,42.0,3,17419,60647,43228,84,True,0,17
Matheus Luiz Nunes,MID,Man City,1.4,0,0,0,0,0.0,566,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,10144,0,2,2,0.0,0,-174,88,262,48,True,0,17
Luke Harris,MID,Fulham,-0.5,0,0,0,0,0.0,683,0.00,0.00,0.00,0.00,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,2445,0,0,3,0.0,0,-98,111,209,45,False,0,17
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,72050,0,0,3,0.0,0,351,1227,876,39,False,0,17
Rúben Gato Alves Dias,DEF,Man City,2.6,0,0,16,0,30.8,350,0.31,0.41,0.10,1.82,167,2,0,6.2,25.8,2023-12-16T15:00:00Z,90,8,0,0,0,0,17,0,760326,1,2,2,5.0,1,8446,22804,14358,55,True,0,17
Djed Spence,DEF,Spurs,0.0,0,0,0,0,0.0,517,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,22621,0,2,0,0.0,0,-488,0,488,40,False,0,17
Luke Thomas,DEF,Sheffield Utd,-0.7,0,0,0,0,0.0,693,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,8733,0,0,2,0.0,0,-295,205,500,40,False,0,17
Cameron Archer,FWD,Sheffield Utd,1.3,0,0,7,0,0.8,33,0.00,0.23,0.23,2.75,165,2,0,2.8,14.0,2023-12-16T15:00:00Z,90,7,0,0,0,0,17,0,947511,1,0,2,13.0,2,-74986,15981,90967,46,False,0,17
Emiliano Martínez Romero,GK,Aston Villa,5.2,0,0,9,0,0.0,49,0.00,0.00,0.00,0.51,163,1,0,2.1,21.4,2023-12-17T14:00:00Z,90,4,0,0,0,0,17,2,1049570,1,2,1,0.0,1,190286,198744,8458,51,False,1,17
Bobby De Cordova-Reid,MID,Fulham,1.1,0,0,-1,0,0.1,270,0.00,0.00,0.00,1.57,168,1,0,0.0,0.0,2023-12-16T15:00:00Z,13,15,0,0,0,0,17,0,13500,0,0,3,0.0,0,-388,371,759,54,False,1,17
Tomáš Souček,MID,West Ham,3.4,0,0,8,1,3.0,542,0.01,0.01,0.00,0.65,170,0,0,1.9,16.2,2023-12-17T14:00:00Z,90,20,0,0,0,0,17,0,187766,1,0,3,0.0,3,-12292,7813,20105,49,True,0,17
Gonzalo Montiel,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,679,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,3432,0,2,0,0.0,0,-41,60,101,44,True,0,17
Joško Gvardiol,DEF,Man City,2.0,0,0,7,0,19.5,616,0.06,0.31,0.25,1.82,167,2,0,8.4,11.2,2023-12-16T15:00:00Z,90,8,0,0,0,0,17,0,370941,1,2,2,53.0,1,-6217,5554,11771,49,True,0,17
Cole Palmer,MID,Chelsea,5.7,1,3,44,1,29.3,362,1.03,1.39,0.36,0.37,165,0,1,16.9,63.2,2023-12-16T15:00:00Z,90,17,0,0,0,0,17,0,2048913,1,0,2,76.0,14,147107,211651,64544,55,True,0,17
Ivan Perišić,DEF,Spurs,0.0,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,84181,0,2,0,0.0,0,-1015,56,1071,47,False,0,17
Jordan Amissah,GK,Sheffield Utd,-0.5,0,0,0,0,0.0,472,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,39503,0,0,2,0.0,0,-423,546,969,39,False,0,17
Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,0,0,0.0,376,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,214172,0,0,0,0.0,0,-3541,54,3595,54,False,0,17
Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,384,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,9240,0,0,0,0.0,0,-63,104,167,40,False,0,17
Sepp van den Berg,DEF,Liverpool,0.0,0,0,0,0,0.0,312,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,1803,0,0,0,0.0,0,-31,0,31,40,True,0,17
Anel Ahmedhodžić,DEF,Sheffield Utd,1.5,0,0,9,0,0.0,471,0.00,0.06,0.06,2.75,165,2,0,2.1,15.8,2023-12-16T15:00:00Z,90,7,0,0,0,0,17,0,19487,1,0,2,5.0,1,1252,1733,481,43,False,0,17
Josh Powell,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,637,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,11340,0,2,0,0.0,0,-156,89,245,40,True,0,17
Cristian Romero,DEF,Spurs,3.4,0,1,29,1,1.4,511,0.02,0.02,0.00,1.50,169,0,0,3.3,31.2,2023-12-15T20:00:00Z,90,16,0,0,0,0,17,0,1102126,1,2,0,0.0,7,70296,86143,15847,49,False,0,17
Daniel Bentley,GK,Wolves,3.2,0,0,9,0,0.0,546,0.00,0.00,0.00,1.14,170,3,0,0.9,8.6,2023-12-17T14:00:00Z,90,19,0,0,0,0,17,1,135935,1,0,3,0.0,1,-3098,11922,15020,39,False,0,17
Ethan Ampadu,DEF,Chelsea,0.0,0,0,0,0,0.0,185,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,715,0,0,2,0.0,0,-11,0,11,40,True,0,17
Jan Paul van Hecke,DEF,Brighton,0.7,0,0,15,0,2.3,150,0.01,0.01,0.00,2.26,161,2,0,3.3,30.4,2023-12-17T14:00:00Z,90,1,0,0,0,0,17,0,208080,1,0,2,0.0,1,-1593,9066,10659,40,False,0,17
Yasser Larouci,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,4900,0,0,2,0.0,0,-48,32,80,43,False,0,17
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,0,0.0,196,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,124339,0,0,2,0.0,0,-3163,9019,12182,42,True,0,17
Odysseas Vlachodimos,GK,Nott'm Forest,0.6,0,0,0,0,0.0,710,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,10423,0,2,0,0.0,0,-1755,378,2133,45,True,0,17
Ben Jackson,DEF,Brighton,-0.5,0,0,0,0,0.0,746,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,1,0,0,0,0,17,0,1616,0,0,2,0.0,0,131,332,201,40,False,0,17
Adam Davies,GK,Sheffield Utd,-0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,17767,0,0,2,0.0,0,-169,261,430,40,False,0,17
Myles Peart-Harris,MID,Brentford,0.4,0,0,0,0,0.0,744,0.00,0.00,0.00,0.00,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,2,0,0,0,0,17,0,136,0,2,1,0.0,0,-6,21,27,45,True,0,17
Tyrick Mitchell,DEF,Crystal Palace,0.0,0,0,7,0,0.1,234,0.00,0.00,0.00,1.61,167,2,0,1.4,13.6,2023-12-16T15:00:00Z,90,13,0,0,0,0,17,0,416268,1,2,2,0.0,1,-147608,1167,148775,47,False,0,17
James Maddison,MID,Spurs,0.0,0,0,0,0,0.0,504,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,888263,0,2,0,0.0,0,-45287,670,45957,78,False,0,17
Mohamed Salah,MID,Liverpool,5.8,0,0,8,1,57.3,308,0.33,0.75,0.42,0.63,166,0,0,16.8,26.0,2023-12-17T16:30:00Z,90,14,0,0,0,0,17,0,5590425,1,0,0,85.0,3,313196,333941,20745,132,True,0,17
Harry Kane,FWD,Spurs,0.0,0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,63380,0,2,0,0.0,0,-173,0,173,125,False,0,17
Zack Steffen,GK,Man City,1.0,0,0,0,0,0.0,367,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,21599,0,2,2,0.0,0,-314,258,572,39,True,0,17
Bradley Ibrahim,MID,Arsenal,0.5,0,0,0,0,0.0,737,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,5,0,0,0,0,17,0,349,0,0,2,0.0,0,-2,51,53,45,True,0,17
Altay Bayindir,GK,Man Utd,0.0,0,0,0,0,0.0,695,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,4456,0,0,0,0.0,0,37,254,217,40,False,0,17
Christian Pulisic,MID,Chelsea,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,387,0,0,2,0.0,0,0,0,0,55,True,0,17
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,153,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,1,0,0,0,0,17,0,16860,0,0,2,0.0,0,-1057,15,1072,43,False,0,17
Darwin Núñez Ribeiro,FWD,Liverpool,1.8,0,0,2,1,42.0,293,0.35,0.58,0.23,0.63,166,0,0,7.4,6.0,2023-12-17T16:30:00Z,77,14,0,0,0,0,17,0,1731650,1,0,0,26.0,1,-150170,55443,205613,76,True,1,17
Axel Disasi,DEF,Chelsea,2.3,0,0,24,1,6.0,611,0.02,0.02,0.00,0.37,165,0,0,2.6,19.6,2023-12-16T15:00:00Z,90,17,0,0,0,0,17,0,419316,1,0,2,0.0,6,7977,20796,12819,49,True,0,17
Enock Agyei,MID,Burnley,-0.5,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,24920,0,2,0,0.0,0,-1802,633,2435,43,True,0,17
Folarin Balogun,FWD,Arsenal,0.0,0,0,0,0,0.0,1,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,5,0,0,0,0,17,0,21444,0,0,2,0.0,0,-382,0,382,44,True,0,17
Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,0,0.0,51,0.00,0.00,0.00,0.00,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,4,0,0,0,0,17,0,131697,0,2,1,0.0,0,-3066,141,3207,41,False,0,17
Nicolás Domínguez,MID,Nott'm Forest,0.6,0,0,0,0,0.0,712,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,2459,0,2,0,0.0,0,-244,40,284,50,True,0,17
Conor Coventry,MID,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,20,0,0,0,0,17,0,8771,0,0,3,0.0,0,-203,93,296,44,True,0,17
Ismaila Coulibaly,MID,Sheffield Utd,-0.5,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,4441,0,0,2,0.0,0,-146,88,234,44,False,0,17
Josh Brownhill,MID,Burnley,2.5,0,0,13,0,38.0,161,0.16,0.16,0.00,1.34,164,2,0,5.5,16.6,2023-12-16T17:30:00Z,90,9,0,0,0,0,17,0,32731,1,2,0,0.0,2,-1223,4024,5247,47,True,0,17
Fraser Forster,GK,Spurs,0.0,0,0,0,0,0.0,498,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,214668,0,2,0,0.0,0,-4140,1044,5184,39,False,0,17
Jefferson Lerma Solís,MID,Crystal Palace,0.0,0,0,0,0,0.0,231,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,13,0,0,0,0,17,0,12365,0,2,2,0.0,0,-1643,80,1723,47,False,0,17
Lewis Dunk,DEF,Brighton,-0.3,0,0,13,0,2.3,129,0.02,0.04,0.02,2.26,161,2,0,3.9,33.6,2023-12-17T14:00:00Z,90,1,0,0,0,0,17,0,299635,1,0,2,3.0,1,-5579,6273,11852,50,False,0,17
César Azpilicueta,DEF,Chelsea,0.0,0,0,0,0,0.0,189,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,126,0,0,2,0.0,0,0,0,0,45,True,0,17
Marcelo de Araújo Pitaluga Filho,GK,Liverpool,0.0,0,0,0,0,0.0,756,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,96,0,0,0,0.0,0,-9,22,31,40,True,0,17
Steve Cook,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,441,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,1072,0,2,0,0.0,0,-10,0,10,45,True,0,17
Hjalmar Ekdal,DEF,Burnley,0.1,0,0,0,0,0.0,167,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,15659,0,2,0,0.0,0,497,1179,682,39,True,0,17
Alex Telles,DEF,Man Utd,0.0,0,0,0,0,0.0,370,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,542,0,0,0,0.0,0,-3,0,3,45,False,0,17
