assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
7,1998-10-07,13,592,True,True,100,100,12,0.47,169187,1,,0,0,2,-2,804.1,19,3,1,,4,2,2.5,2.5,0,6.89,0.27,8.69,0.34,1.80,21.10,0.82,0.07,Trent,1.5,240,70,25,0.97,3,False,178.5,50,5,311,True,715.2,51,20,2317,0,0,0,0,0,0,0,,2025-03-12T11:30:07.218287Z,72,24,1,p169187,0,0,None,0,,169187.jpg,4.6,21,1,0,241,False,0,0.0,Alexander-Arnold,16.7,21,7,False,None,28,1.09,a,12,14,2015-07-01,267.0,122,13,147,4714586,24940,6207274,29330,0.2,20.4,Alexander-Arnold,5
0,None,0,0,False,True,0,0,0,0,535928,None,,0,0,0,0,0.0,731,304,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,656,259,0,0,0,False,0.0,735,304,312,False,0.0,735,304,0,0,0,0,0,0,0,0,Loaned to RB Salzburg,2024-08-31T06:19:45.092198Z,45,447,282,p535928,0,0,None,0,,535928.jpg,0.0,739,305,0,None,False,0,0,Bajčetić Maquieira,0.0,613,240,False,None,0,0,u,12,14,None,0.0,716,297,0,2712,0,17667,2,0.0,0.0,Bajcetic,0
2,2003-07-09,3,156,True,True,100,100,3,0.39,492777,None,,0,0,-3,3,105.9,285,84,None,,0,2,2.5,2.5,4,1.41,0.18,2.11,0.27,0.70,11.21,1.44,0.09,Conor,1.5,229,68,9,1.16,0,False,41.4,313,101,313,False,150.8,347,126,699,0,0,0,0,0,0,0,,2025-04-27T22:30:08.305429Z,47,338,46,p492777,0,0,None,0,,492777.jpg,2.2,252,80,0,242,False,0,0.0,Bradley,1.1,194,77,False,None,6,0.77,a,12,14,2023-09-25,158.0,209,47,40,203737,10680,153027,1618,0.3,8.5,Bradley,4
0,None,0,0,False,True,0,0,0,0,491970,None,,0,0,0,0,0.0,711,286,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,631,238,0,0,0,False,0.0,714,286,315,False,0.0,714,286,0,0,0,0,0,0,0,0,Transferred to RB Salzburg,2024-08-22T11:22:35.466323Z,45,416,257,p491970,0,0,None,0,,491970.jpg,0.0,719,287,0,None,False,0,0,Clark,0.0,705,288,False,None,0,0,u,12,14,None,0.0,693,278,0,444,0,5344,2,0.0,0.0,Clark,0
3,1999-06-24,6,238,True,True,100,100,2,0.17,447203,None,,0,0,-5,5,137.2,254,28,None,,1,4,2.0,2.0,1,0.49,0.04,5.71,0.47,5.22,16.32,1.35,0.43,Darwin,1.0,296,29,21,1.74,5,False,76.8,203,28,316,False,253.4,265,24,1084,0,0,0,0,0,0,0,,2025-01-31T15:00:09.018032Z,70,29,13,p447203,0,0,3,0,,447203.jpg,2.2,263,31,0,230,False,0,0.0,Núñez Ribeiro,1.9,144,21,False,None,8,0.66,a,12,14,2022-06-14,385.0,84,26,65,433711,1171,836742,992,0.1,9.3,Darwin,8
4,1996-12-04,4,228,True,True,100,100,7,0.55,194634,None,,0,0,-3,3,167.8,228,151,None,,0,3,1.8,1.8,0,1.09,0.09,8.74,0.69,7.65,11.22,0.88,0.6,Diogo,0.8,320,152,12,0.94,6,False,97.8,146,85,317,False,300.6,238,107,1154,0,0,0,0,0,0,0,,2025-01-17T11:30:07.995744Z,72,25,14,p194634,0,0,None,0,,194634.jpg,3.4,110,52,0,173,False,0,0.0,Teixeira da Silva,2.6,121,39,False,None,14,1.09,a,12,14,2020-09-19,526.0,56,36,86,1299899,806,2694962,2418,0.1,11.9,Diogo J.,2
0,None,0,0,False,True,0,0,0,0,496208,None,,0,0,0,0,0.0,713,288,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,633,240,0,0,0,False,0.0,716,288,318,False,0.0,716,288,0,0,0,0,0,0,0,0,Loaned to Middlesbrough,2024-08-31T06:17:31.171503Z,45,418,259,p496208,0,0,None,0,,496208.jpg,0.0,721,289,0,None,False,0,0,Doak,0.0,687,279,False,None,0,0,u,12,14,None,0.0,695,280,0,1136,0,5679,3,0.0,0.0,Doak,0
2,2003-04-04,3,117,True,True,100,100,0,0.0,444884,None,,0,0,-3,3,145.4,245,157,None,,1,3,5.0,5.0,13,0.64,0.16,2.42,0.61,1.78,5.83,1.48,0.45,Harvey,4.0,74,24,6,1.53,1,False,40.3,318,160,319,False,118.2,370,172,354,0,0,0,0,0,0,0,,2024-09-08T23:00:06.842081Z,52,175,103,p444884,0,0,None,0,,444884.jpg,1.9,314,143,0,241,False,0,0.0,Elliott,0.3,330,102,False,None,2,0.51,a,12,14,2019-07-28,143.0,225,130,32,26132,2799,119784,219,0.8,6.2,Elliott,1
0,1993-02-09,0,77,True,True,None,None,0,0.0,158983,None,,0,0,-4,4,36.4,386,207,None,,0,3,2.0,2.0,1,0.08,0.03,0.08,0.03,0.00,3.94,1.49,0.0,Endo,1.0,276,125,5,1.89,0,False,8.9,446,211,320,False,48.0,439,200,238,0,0,0,0,0,0,0,,None,46,351,228,p158983,0,0,None,0,,158983.jpg,1.1,445,210,0,108,False,0,0.0,Wataru,0.1,442,154,False,None,1,0.38,a,12,14,2023-08-18,6.0,451,231,20,22257,82,35607,78,0.2,4.3,Endo,0
4,1999-05-07,20,545,True,True,100,100,5,0.25,243298,None,,0,0,-3,3,482.1,77,3,None,,2,4,6.0,6.0,2,3.56,0.17,10.61,0.52,7.06,19.76,0.97,0.35,Cody,5.0,42,5,24,1.18,10,False,171.7,59,12,321,False,573.6,104,11,1831,0,0,0,0,0,0,0,,2025-03-06T00:00:09.307224Z,72,26,11,p243298,0,0,None,0,,243298.jpg,3.5,98,20,0,152,False,0,0.0,Gakpo,5.2,71,15,False,None,22,1.08,a,12,14,2023-01-01,659.0,42,17,120,3459877,34005,3394481,8548,0.7,16.7,Gakpo,5
0,1997-05-23,0,83,True,True,100,25,1,0.17,171287,None,,0,0,-3,3,38.5,382,133,None,,0,2,1.0,0.2,0,0.09,0.02,0.42,0.08,0.33,5.38,0.94,0.06,Joe,0.0,697,250,8,1.39,0,False,22.8,380,129,322,False,130.4,363,129,517,0,0,0,0,0,0,0,,2025-02-12T12:30:09.561757Z,47,323,43,p171287,0,0,None,0,,171287.jpg,1.6,368,119,0,241,False,0,0.0,Gomez,0.4,287,109,False,None,6,1.04,a,12,14,2015-06-20,58.0,319,101,14,287324,152,326392,54,0.0,3.0,Gomez,1
4,2002-05-16,1,565,True,True,100,100,14,0.41,441266,None,,0,0,0,0,456.1,80,62,None,,0,3,3.2,3.2,2,3.27,0.1,4.40,0.13,1.13,31.62,0.92,0.03,Ryan,2.2,177,73,34,0.99,0,False,112.4,126,75,323,False,547.2,116,41,3093,0,0,0,0,0,0,0,,2025-03-20T02:30:09.187586Z,50,219,138,p441266,0,0,None,0,,441266.jpg,2.6,201,84,0,152,False,0,0.0,Gravenberch,0.7,245,77,False,None,36,1.05,a,12,14,2023-09-01,119.0,249,139,93,255956,610,231771,723,0.4,18.6,Gravenberch,5
5,2001-01-30,4,383,True,True,100,100,6,0.33,206915,None,,0,0,-2,2,323.2,123,87,None,,1,3,2.5,2.5,1,1.41,0.08,5.72,0.32,4.31,21.60,1.21,0.24,Curtis,1.5,236,111,26,1.45,3,False,109.5,127,76,324,False,381.2,187,80,1612,0,0,0,0,0,0,0,,2025-02-12T22:30:09.769827Z,53,150,90,p206915,0,0,None,0,,206915.jpg,2.7,189,78,1,241,False,0,0.0,Jones,0.2,334,104,False,None,18,1.0,a,12,14,2018-04-06,396.0,82,54,85,171911,198,168670,213,0.3,16.0,Jones,1
0,1998-11-23,1,156,True,True,None,None,4,0.4,200720,None,,0,0,-6,6,0.0,557,34,None,,1,1,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,11.09,1.11,0.0,Caoimhin,0.0,417,35,12,1.2,0,False,22.4,382,24,325,False,224.2,278,24,900,0,0,0,0,0,0,0,,None,39,747,72,p200720,0,0,None,1,,200720.jpg,4.5,23,2,0,104,False,27,2.7,Kelleher,1.3,179,26,False,None,10,1.0,a,12,14,2016-08-06,0.0,513,14,45,790940,2306,741994,2473,0.0,11.5,Kelleher,0
2,1999-05-25,4,476,True,True,100,100,11,0.4,204716,None,,0,0,3,-3,157.1,236,60,None,,0,2,2.0,2.0,1,0.88,0.03,2.68,0.09,1.80,25.44,0.92,0.06,Ibrahima,1.0,291,87,27,0.97,1,False,85.6,177,52,326,False,562.2,108,41,2500,0,0,0,0,0,0,0,,2024-11-28T10:30:07.514061Z,53,149,18,p204716,0,0,None,0,,204716.jpg,3.5,93,15,0,73,False,0,0.0,Konaté,7.0,54,18,False,None,29,1.04,a,12,14,2021-07-01,133.0,235,62,104,3099916,7479,2681168,12541,0.2,19.6,Konaté,5
7,1997-01-13,21,623,True,True,100,100,15,0.58,244731,None,,0,0,0,0,735.0,28,24,None,,3,3,5.0,5.0,1,4.30,0.17,15.47,0.6,11.17,23.00,0.89,0.43,Luis,4.0,80,30,20,0.77,13,False,241.5,11,8,327,True,759.8,39,8,2325,0,0,0,0,0,0,0,,2025-01-17T11:30:08.018487Z,75,17,11,p244731,0,0,None,0,,244731.jpg,5.2,10,5,0,48,False,0,0.0,Díaz,16.8,20,6,False,None,27,1.05,a,12,14,2022-01-30,921.0,14,7,181,7362863,27443,6642174,55869,0.5,24.1,Luis Díaz,2
18,1992-06-15,52,1102,True,True,None,None,15,0.41,118748,None,,0,0,11,-11,1163.9,3,3,None,,12,3,4.5,4.5,2,8.57,0.23,32.84,0.9,24.27,36.08,0.99,0.67,Mohamed,3.5,106,43,39,1.07,28,False,464.8,1,1,328,True,1536.8,1,1,3284,0,0,0,0,0,0,0,,None,136,2,1,p118748,0,0,2,0,,118748.jpg,9.0,1,1,0,63,False,0,0.0,Salah,66.3,1,1,False,None,37,1.01,a,12,14,2017-07-01,1949.0,1,1,334,7018962,33597,3587747,105191,0.3,24.6,M.Salah,1
6,1998-12-24,8,578,True,True,0,100,14,0.49,243016,4,,0,0,-3,3,731.3,30,26,None,,2,3,0.0,4.8,0,5.57,0.19,8.46,0.29,2.89,24.21,0.84,0.1,Alexis,3.8,90,36,24,0.83,5,False,174.1,56,40,329,False,653.4,68,22,2597,0,0,0,0,0,0,0,Lack of match fitness - Expected back 16 Aug,2025-05-19T23:30:07.967116Z,62,63,36,p243016,0,0,None,0,,243016.jpg,3.5,97,45,0,10,False,0,0.0,Mac Allister,1.8,147,48,False,None,30,1.04,i,12,14,2023-06-14,357.0,94,62,122,350987,1140,466483,17194,0.6,19.7,Mac Allister,6
0,2004-09-13,0,0,True,True,100,100,0,0,491501,None,,0,0,-2,2,0.0,659,255,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,556,197,0,0,0,False,0.0,665,254,330,False,0.0,665,254,0,0,0,0,0,0,0,0,,2024-09-10T11:24:32.362482Z,43,588,341,p491501,0,0,None,0,,491501.jpg,0.0,672,257,0,241,False,0,0,McConnell,0.1,514,187,False,None,0,0,a,12,14,2023-07-18,0.0,629,244,0,11880,327,11624,119,0.0,0.0,McConnell,0
0,2002-10-31,0,0,True,True,100,100,0,0,440148,None,,0,0,-1,1,0.0,667,258,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,574,203,0,0,0,False,0.0,671,257,331,False,0.0,671,257,0,0,0,0,0,0,0,0,,2025-02-07T16:30:07.536970Z,44,528,317,p440148,0,0,None,0,,440148.jpg,0.0,678,260,0,241,False,0,0,Morton,0.1,474,173,False,None,0,0,a,12,14,2021-07-22,0.0,642,248,0,30362,59,30922,34,0.0,0.0,Morton,0
0,None,0,0,False,True,0,0,0,0,197464,None,,0,0,0,0,0.0,578,200,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,448,143,0,0,0,False,0.0,595,203,332,False,0.0,595,203,0,0,0,0,0,0,0,0,Loaned to Derby County,2024-08-31T06:18:33.693343Z,40,646,170,p197464,0,0,None,0,,197464.jpg,0.0,603,203,0,None,False,0,0,Phillips,0.1,527,183,False,None,0,0,u,12,14,None,0.0,540,191,0,4026,0,17761,7,0.0,0.0,N.Phillips,0
0,2003-01-29,0,38,True,True,100,100,0,0.0,441428,None,,0,0,-6,6,29.1,406,144,None,,0,2,0.8,0.8,1,0.18,0.03,0.28,0.05,0.10,10.38,1.91,0.02,Jarell,-0.2,799,264,12,2.21,0,False,16.5,407,139,333,False,119.4,369,130,488,0,0,0,0,0,0,0,,2024-08-23T09:30:06.099816Z,39,757,248,p441428,1,0,None,0,,441428.jpg,0.7,538,182,0,241,False,0,0.0,Quansah,1.0,200,78,False,None,4,0.74,a,12,14,2021-12-18,15.0,412,143,9,341758,838,824636,1361,-0.1,2.3,Quansah,2
0,None,0,0,False,True,0,0,0,0,219937,None,,0,0,0,0,0.0,583,203,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,454,147,0,0,0,False,0.0,599,206,334,False,0.0,599,206,0,0,0,0,0,0,0,0,Loaned to Morecambe,2024-08-22T11:18:16.485954Z,40,652,174,p219937,0,0,None,0,,219937.jpg,0.0,606,205,0,241,False,0,0,Williams,0.0,565,195,False,None,0,0,u,12,14,2020-09-23,0.0,545,194,0,828,0,14598,5,0.0,0.0,R.Williams,0
1,1994-03-11,4,392,True,True,None,None,10,0.38,122798,2,,0,0,-2,2,662.1,39,5,None,,0,2,2.5,2.5,0,4.23,0.16,5.35,0.2,1.12,25.46,0.96,0.04,Andrew,1.5,237,69,31,1.16,0,False,123.1,104,19,335,False,391.2,182,68,2395,0,0,0,0,0,0,0,,None,58,89,7,p122798,1,0,None,0,,122798.jpg,2.8,173,51,1,243,False,0,0.0,Robertson,4.0,97,36,False,None,28,1.05,a,12,14,2017-07-21,180.0,192,37,89,1166269,4612,1297876,4665,0.3,15.3,Robertson,3
10,2000-10-25,14,590,True,True,100,100,12,0.45,424876,5,,0,0,-4,4,769.1,22,18,2,,4,3,6.5,6.5,7,5.96,0.22,12.85,0.48,6.89,25.55,0.95,0.26,Dominik,5.5,29,9,28,1.04,6,False,193.7,35,27,336,False,579.2,103,39,2425,0,0,0,0,0,0,0,,2024-12-27T00:30:09.581631Z,61,72,44,p424876,0,0,None,0,,424876.jpg,4.0,48,24,0,98,False,0,0.0,Szoboszlai,2.7,120,38,False,None,28,1.04,a,12,14,2023-07-02,593.0,48,29,141,963270,10360,948472,4941,0.9,23.1,Szoboszlai,6
1,1996-05-12,3,217,True,True,100,100,4,0.43,214285,3,,0,0,-4,4,260.7,160,33,None,,0,2,1.5,1.5,1,2.32,0.25,2.71,0.29,0.39,9.03,0.98,0.04,Konstantinos,0.5,346,107,8,0.87,0,False,52.5,283,85,337,False,202.0,301,112,829,0,0,0,0,0,0,0,,2024-11-25T09:30:07.571904Z,46,354,50,p214285,0,0,None,0,,214285.jpg,2.4,227,72,0,83,False,0,0.0,Tsimikas,0.2,355,134,False,None,9,0.98,a,12,14,2020-08-10,60.0,315,99,43,48429,457,79883,252,0.1,9.3,Tsimikas,2
1,1991-07-08,8,615,True,True,None,None,14,0.39,97032,None,,0,0,7,-7,200.8,204,46,3,,0,2,3.2,3.2,0,0.94,0.03,3.16,0.09,2.22,34.38,0.96,0.06,Virgil,2.2,184,54,37,1.03,3,False,140.0,83,11,339,False,901.0,15,3,3240,0,0,0,0,0,0,0,,None,67,37,2,p97032,0,0,None,0,,97032.jpg,3.9,56,6,0,152,False,0,0.0,van Dijk,25.5,11,3,False,None,36,1.0,a,12,14,2018-01-01,299.0,110,9,142,3734126,37195,2614725,47729,0.3,21.2,Virgil,4
0,1997-10-25,0,16,True,True,100,100,0,0.0,223541,None,,0,0,-2,2,23.5,421,220,None,,0,3,1.8,1.8,2,0.15,0.13,0.49,0.43,0.34,2.80,2.45,0.3,Federico,0.8,319,151,3,2.62,0,False,6.7,465,219,636,False,9.0,504,234,103,0,0,0,0,0,0,0,,2024-12-26T10:30:09.366339Z,68,35,16,p223541,0,0,None,0,,223541.jpg,1.2,439,209,0,106,False,0,0.0,Chiesa,0.2,379,122,False,None,1,0.87,a,12,14,2024-08-29,36.0,354,189,7,55275,723,55033,200,0.1,1.0,Chiesa,0
0,2001-07-23,0,6,True,True,None,None,0,0.0,432987,None,,0,0,0,0,0.0,586,51,None,,0,1,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.14,1.15,0.0,Vítezslav,0.0,458,53,0,0.0,0,False,0.9,526,43,660,False,8.8,505,43,11,0,0,0,0,0,0,0,,None,40,656,47,p432987,0,0,None,0,,432987.jpg,1.0,460,42,0,57,False,1,8.18,Jaros,0.1,481,65,False,None,0,0.0,a,12,14,2019-07-10,0.0,548,32,1,35755,24,31740,81,0.0,0.2,Jaros,0
0,2003-09-03,0,0,True,True,None,None,0,0,464353,None,,0,0,0,0,0.0,597,58,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harvey,0.0,468,59,0,0,0,False,0.0,611,69,669,False,0.0,611,69,0,0,0,0,0,0,0,0,,None,40,667,54,p464353,0,0,None,0,,464353.jpg,0.0,618,69,0,241,False,0,0,Davies,0.0,668,72,False,None,0,0,a,12,14,2021-03-09,0.0,559,39,0,2160,28,1930,13,0.0,0.0,Davies,0
0,2007-06-30,0,0,True,True,None,None,0,0,591386,None,,0,0,0,0,0.0,754,319,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Treymaurice,0.0,680,275,0,0,0,False,0.0,757,319,688,False,0.0,757,319,0,0,0,0,0,0,0,0,,None,45,474,300,p591386,0,0,None,0,,591386.jpg,0.0,760,320,0,241,False,0,0,Nyoni,0.0,748,312,False,None,0,0,a,12,14,2023-11-11,0.0,738,312,0,1037,22,809,12,0.0,0.0,Nyoni,0
0,2006-11-18,0,0,True,True,None,None,0,0,611926,None,,0,0,0,0,0.0,636,242,None,,0,2,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amara,0.0,516,196,0,0,0,False,0.0,649,244,692,False,0.0,649,244,0,0,0,0,0,0,0,0,,None,40,719,227,p611926,0,0,None,0,,611926.jpg,0.0,656,243,0,241,False,0,0,Nallo,0.0,685,234,False,None,0,0,a,12,14,2024-02-27,0.0,601,236,0,1226,26,1156,13,0.0,0.0,Nallo,0
0,None,0,2,False,True,0,0,0,0.0,500058,None,,0,0,0,0,0.3,512,55,None,,0,4,0.0,0.0,0,0.01,0.09,0.01,0.09,0.00,0.45,4.05,0.0,Jayden,0.0,638,49,1,9.0,0,False,0.0,721,63,709,False,0.0,721,63,10,0,0,0,0,0,0,0,Loaned to Sunderland,2025-02-06T23:44:42.048875Z,45,425,69,p500058,0,0,None,0,,500058.jpg,1.0,489,53,0,241,False,0,0.0,Danns,0.0,681,84,False,None,0,0.0,u,12,14,2024-02-20,0.0,700,63,1,6042,0,5439,12,0.0,0.2,Danns,0
0,1978-09-17,0,0,True,True,None,None,0,0,100052173,None,,0,0,0,0,0.0,545,20,None,,0,5,5.8,5.8,2,0.00,0,0.00,0,0.00,0.00,0,0,Arne,4.8,43,12,0,0,0,False,0.0,568,20,744,False,0.0,568,20,0,5,3,35,3,0,0,10,,None,15,786,5,man52174,0,0,None,0,,100052173.jpg,0.0,577,20,0,152,False,0,0,Slot,6.1,393,6,False,None,0,0,a,12,14,2024-06-01,0.0,499,20,114,189179,637,371629,694,3.2,76.0,Slot,0
0,1995-07-19,1,281,True,True,100,100,5,0.23,211975,None,,0,0,-2,2,248.1,171,37,None,,0,2,3.5,3.5,2,1.29,0.06,2.45,0.11,1.16,27.98,1.31,0.05,Manuel,3.0,135,36,28,1.31,0,False,66.9,238,76,340,False,330.2,219,81,1922,0,0,0,0,0,0,0,,2025-02-12T09:00:09.174095Z,53,152,19,p211975,0,0,None,0,,211975.jpg,2.2,259,81,0,207,False,0,0.0,Akanji,2.3,131,50,False,None,22,1.03,a,13,43,2022-09-01,91.0,280,84,55,432980,3317,724873,727,0.6,10.4,Akanji,3
0,1995-02-18,0,121,True,True,100,50,3,0.4,126184,None,,0,0,-2,2,33.7,393,139,None,,0,2,0.5,0.2,0,0.17,0.02,0.39,0.05,0.22,13.44,1.79,0.03,Nathan,0.0,764,261,11,1.46,0,False,15.9,411,141,341,False,104.6,389,137,677,0,0,0,0,0,0,0,,2025-03-01T21:30:09.703817Z,53,145,16,p126184,0,0,None,0,,126184.jpg,2.5,216,67,0,152,False,0,0.0,Aké,0.8,231,89,False,None,8,1.06,a,13,43,2020-08-05,20.0,400,140,25,73196,246,279352,105,0.0,4.7,Aké,0
4,1994-08-10,13,552,True,True,100,100,9,0.31,165809,4,,0,0,-4,4,761.1,25,21,None,,2,3,6.2,6.2,11,4.27,0.15,8.11,0.28,3.84,37.94,1.33,0.13,Bernardo,5.7,26,7,36,1.26,4,False,187.5,41,32,342,False,587.0,98,38,2577,0,0,0,0,0,0,0,,2025-03-15T22:00:08.783379Z,61,68,41,p165809,0,0,None,0,,165809.jpg,3.3,116,54,0,173,False,0,0.0,Veiga de Carvalho e Silva,2.7,118,37,False,None,28,0.98,a,13,43,2017-07-01,526.0,55,35,107,971801,9556,1226496,2278,0.9,17.5,Bernardo,7
0,2003-07-12,0,13,True,True,100,50,0,0.0,477555,None,,0,0,-3,3,12.6,446,228,None,,0,3,0.8,0.4,1,0.02,0.13,0.02,0.13,0.00,0.47,3.02,0.0,Oscar,0.3,363,174,1,6.43,0,False,1.6,519,239,343,False,4.4,520,238,14,0,0,0,0,0,0,0,,2025-05-09T16:00:08.760594Z,47,334,217,p477555,0,0,None,0,,477555.jpg,1.0,509,235,0,161,False,0,0.0,Bobb,0.1,547,205,False,None,0,0.0,a,13,43,2022-01-06,0.0,751,321,3,5205,56,32163,63,0.1,0.6,Bobb,0
0,1985-09-03,0,0,True,True,None,None,0,0,17601,None,,0,0,-1,1,0.0,547,25,None,,0,1,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,403,26,0,0,0,False,0.0,570,45,344,False,0.0,570,45,0,0,0,0,0,0,0,0,,None,39,729,62,p17601,0,0,None,0,,17601.jpg,0.0,579,45,0,241,False,0,0,Carson,0.2,364,52,False,None,0,0,a,13,43,2021-07-20,0.0,501,4,0,22241,228,23503,228,0.0,0.0,Carson,0
9,1991-06-28,12,459,True,True,100,100,10,0.53,61366,1,,0,0,1,-1,918.7,11,10,1,,4,3,6.2,6.2,3,6.74,0.36,11.91,0.64,5.17,21.02,1.12,0.28,Kevin,5.7,27,8,19,1.01,4,False,179.3,49,36,345,False,465.8,151,58,1689,0,0,0,0,0,0,0,,2024-09-18T23:00:07.299083Z,96,6,5,p61366,0,0,4,0,,61366.jpg,4.2,37,19,0,21,False,0,0.0,De Bruyne,13.2,32,11,False,None,19,1.01,a,13,43,2015-08-30,411.0,75,49,113,2686337,24343,2170406,128993,0.6,11.8,De Bruyne,2
6,2002-05-27,3,423,True,True,100,100,7,0.44,248875,None,,0,0,-3,3,502.1,71,56,None,,1,3,3.2,3.2,1,3.65,0.23,4.69,0.3,1.04,13.92,0.87,0.07,Jérémy,2.7,151,61,14,0.88,3,False,144.7,77,52,346,False,453.2,156,60,1433,0,0,0,0,0,0,0,,2025-01-23T00:00:08.182578Z,62,64,37,p248875,0,0,None,0,,248875.jpg,3.0,150,66,0,21,False,0,0.0,Doku,1.7,151,50,False,None,15,0.94,a,13,43,2023-08-24,489.0,63,41,85,579739,2292,796251,8313,0.4,13.7,Doku,1
4,1993-08-17,9,374,True,True,100,100,9,0.36,121160,None,,0,0,-2,2,43.0,370,1,None,,2,1,4.8,4.8,1,0.16,0.01,0.16,0.01,0.00,27.76,1.12,0.0,Ederson,4.3,61,5,26,1.05,0,False,58.2,264,17,347,False,539.8,121,19,2230,0,0,0,0,0,0,0,,2025-04-12T20:00:08.389207Z,53,144,3,p121160,0,0,None,0,,121160.jpg,4.2,31,5,0,30,False,51,2.06,Santana de Moraes,5.6,68,13,False,None,25,1.01,a,13,43,2017-07-01,0.0,786,80,104,878919,7323,1164548,6628,0.8,19.6,Ederson M.,4
3,2000-05-28,10,452,True,True,100,100,6,0.31,209244,3,,0,0,-4,4,748.7,27,23,None,,2,3,1.8,1.8,0,5.33,0.27,10.49,0.53,5.17,28.66,1.46,0.26,Phil,1.3,242,114,24,1.23,7,False,163.7,61,42,348,False,445.8,159,62,1763,0,0,0,0,0,0,0,,2025-04-12T06:30:08.213792Z,91,9,6,p209244,0,0,None,0,,209244.jpg,3.9,58,27,0,241,False,0,0.0,Foden,4.6,84,24,False,None,20,1.02,a,13,43,2016-12-05,447.0,70,44,104,1830740,1415,3148659,4739,0.1,11.4,Foden,2
1,1995-09-10,4,187,True,True,100,100,2,0.25,114283,None,,0,0,-1,1,321.4,125,88,None,,0,3,0.8,0.8,1,1.67,0.21,2.80,0.35,1.13,11.33,1.44,0.14,Jack,0.3,368,179,10,1.27,1,False,71.3,219,110,349,False,157.2,340,154,710,0,0,0,0,0,0,0,,2025-02-12T09:00:09.233925Z,64,50,25,p114283,0,0,None,0,,114283.jpg,1.9,318,145,0,241,False,0,0.0,Grealish,0.2,339,106,False,None,7,0.89,a,13,43,2021-08-05,234.0,145,93,38,54989,214,64465,315,0.0,5.9,Grealish,3
0,2002-01-23,13,590,True,True,100,100,12,0.34,477424,None,,0,0,5,-5,489.4,76,15,None,,2,2,5.8,5.8,2,2.88,0.08,7.32,0.21,4.44,42.53,1.2,0.13,Joško,5.3,31,7,41,1.16,5,False,178.3,51,6,350,True,829.6,24,7,3188,0,0,0,0,0,0,0,,2024-10-31T02:30:07.426838Z,65,49,4,p477424,0,0,None,0,,477424.jpg,4.0,50,4,0,97,False,0,0.0,Gvardiol,38.2,4,1,False,None,35,0.99,a,13,43,2023-08-05,460.0,68,2,145,5962421,85522,5072433,32344,0.8,22.3,Gvardiol,2
