assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form_rank,form_rank_type,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,2,125,100,100,3,245419,None,,0,0,-3,3,87.2,145,16,None,,1,4,2.2,3.2,2,Patson,3.2,97,13,13,3,44.4,93,17,271,False,169.4,113,9,479,,2022-09-23T09:00:06.630896Z,57,95,36,0,0,None,0,,245419.jpg,2.8,169,20,0,0,Daka,1.2,161,24,False,None,a,10,13,188.0,60,22,31,148954,2154,181464,8164,0.6,5.4,Daka,2
0,0,0,None,None,0,232620,None,,0,0,-1,1,0.0,438,168,None,,0,2,-1.0,0.0,0,Lewis,0.0,402,146,0,0,0.0,456,173,273,False,0.0,455,175,0,,None,39,637,222,0,0,None,0,,232620.jpg,0.0,466,172,0,0,Brunt,0.3,290,101,False,None,a,10,13,0.0,387,148,0,18912,565,23090,611,0.0,0.0,Brunt,0
0,0,0,None,None,0,207270,None,,0,0,-1,1,0.0,432,18,None,,0,1,-1.0,0.0,0,Daniel,0.0,396,30,0,0,0.0,450,33,548,False,0.0,449,33,0,,None,39,631,63,0,0,None,0,,207270.jpg,0.0,460,34,0,0,Iversen,4.6,73,15,False,None,a,10,13,0.0,381,9,0,461606,3223,299478,6325,0.0,0.0,Iversen,0
1,0,28,100,100,1,106837,None,,0,0,-2,2,9.6,334,159,None,,0,3,0.8,1.8,1,Dennis,1.8,205,86,2,0,3.5,366,165,549,False,19.4,346,151,196,,2022-10-13T14:00:07.147593Z,48,261,158,0,0,None,0,,106837.jpg,1.7,297,127,0,0,Praet,0.0,568,232,False,None,a,10,13,6.0,338,163,10,1120,31,2023,65,0.4,2.1,Praet,1
0,0,0,None,None,0,45220,None,,0,0,0,0,0.0,448,25,None,,0,1,-1.0,0.0,0,Alex,0.0,412,37,0,0,0.0,465,39,581,False,0.0,464,39,0,,None,40,561,35,0,0,None,0,,45220.jpg,0.0,475,40,0,0,Smithies,0.0,498,57,False,None,a,10,13,0.0,397,16,0,5427,54,3770,108,0.0,0.0,Smithies,0
0,1,129,None,None,4,218218,None,,0,0,0,0,27.9,265,85,None,,0,2,4.0,5.0,5,Wout,5.0,30,7,8,0,17.9,252,81,612,False,139.6,161,61,540,,None,45,360,83,0,0,None,0,,218218.jpg,4.0,63,15,0,0,Faes,0.1,428,159,False,None,a,10,13,12.0,313,108,24,12382,1399,4603,433,1.1,5.3,Faes,1
0,0,0,None,None,0,519223,None,,0,0,0,0,0.0,592,244,None,,0,3,-1.0,0.0,0,Sammy,0.0,577,230,0,0,0.0,599,242,639,False,0.0,598,242,0,,None,45,408,223,0,0,None,0,,519223.jpg,0.0,604,248,0,0,Braybrooke,0.0,633,266,False,None,a,10,13,0.0,578,236,0,269,68,106,22,0.0,0.0,Braybrooke,0
0,0,0,None,None,0,514284,None,,0,0,0,0,0.0,488,195,None,,0,2,-1.0,0.0,0,Joe,0.0,456,177,0,0,0.0,505,200,645,False,0.0,503,201,0,,None,40,607,204,0,0,None,0,,514284.jpg,0.0,515,199,0,0,Wormleighton,0.0,631,230,False,None,a,10,13,0.0,439,177,0,168,99,30,20,0.0,0.0,Wormleighton,0
0,0,68,100,100,1,55914,None,,0,0,-1,1,33.0,249,73,None,,0,2,1.0,2.0,0,Liam,2.0,183,64,6,0,16.1,270,89,221,False,85.6,244,90,405,,2022-08-27T20:00:06.571665Z,44,420,102,0,0,None,0,,55914.jpg,2.0,254,96,0,0,Cooper,0.1,466,171,False,None,a,11,2,43.0,223,55,10,5187,118,6342,248,0.5,2.3,Cooper,1
1,0,36,100,100,0,66588,None,,0,0,0,0,25.5,278,92,None,,0,2,-0.4,0.6,1,Luke,0.6,300,101,5,0,10.5,313,107,222,False,52.2,291,113,138,,2022-07-05T15:30:04.180211Z,45,323,62,0,0,None,0,,66588.jpg,1.5,314,112,0,0,Ayling,0.1,452,166,False,None,a,11,2,27.0,271,82,6,9350,241,6132,301,0.1,1.3,Ayling,0
0,0,38,None,None,0,72222,5,,0,0,-3,3,66.5,173,109,None,,0,3,0.0,1.0,1,Mateusz,1.0,271,122,5,0,14.6,281,129,223,False,38.4,313,134,188,,None,47,289,179,0,0,3,0,,72222.jpg,0.9,431,201,0,0,Klich,0.1,460,179,False,None,a,11,2,45.0,220,125,10,4679,54,11058,159,0.2,2.1,Klich,1
0,0,12,50,0,0,80179,None,,0,0,-1,1,15.0,309,157,3,,0,3,-0.5,0.0,0,Adam,0.0,498,186,0,0,2.0,386,173,224,False,4.8,396,173,47,Ankle injury - 50% chance of playing,2022-09-30T14:00:06.888569Z,44,423,230,0,0,None,0,,80179.jpg,1.0,378,165,0,0,Forshaw,0.0,517,205,False,None,d,11,2,0.0,491,188,3,3875,9,7294,108,0.0,0.7,Forshaw,0
1,5,138,100,100,2,80954,None,,0,0,3,-3,109.2,121,83,2,,2,3,1.6,2.6,7,Rodrigo,2.6,148,62,9,5,75.7,24,16,225,False,225.8,57,23,667,,2022-08-30T22:30:06.483051Z,63,60,29,0,0,4,0,,80954.jpg,5.1,24,11,0,0,Moreno,5.9,60,20,False,None,a,11,2,427.0,13,6,51,3393025,15629,3266689,21683,0.4,8.1,Rodrigo,1
0,0,0,0,0,0,87873,None,,0,0,-1,1,0.0,614,229,None,,0,2,0.0,0.0,0,Stuart,0.0,604,226,0,0,0.0,618,229,226,False,0.0,617,229,0,Leg injury - Expected back 26 Dec,2022-07-05T15:30:04.195729Z,49,220,28,0,0,None,0,,87873.jpg,0.0,621,228,0,0,Dallas,0.0,602,220,False,None,i,11,2,0.0,607,228,0,938,21,1773,26,0.0,0.0,Dallas,0
1,0,-1,100,100,0,106617,None,,0,0,-3,3,40.7,221,33,None,,0,4,0.0,1.0,1,Patrick,1.0,282,39,9,0,32.1,151,25,227,False,34.0,325,38,387,,2022-08-14T00:00:05.863419Z,72,33,16,0,1,1,0,,106617.jpg,1.4,328,42,0,0,Bamford,0.4,271,42,False,None,a,11,2,254.0,41,16,13,56919,412,152948,2123,0.1,1.8,Bamford,0
0,2,111,None,None,1,149915,None,,0,0,-1,1,5.8,343,126,None,,0,2,-0.8,0.2,0,Diego,0.2,359,129,12,0,13.8,290,95,228,False,91.4,234,86,630,,None,44,434,112,0,0,None,0,,149915.jpg,2.1,244,91,0,0,Llorente,0.3,304,106,False,None,a,11,2,40.0,235,61,15,28782,94,37622,755,0.0,3.4,Llorente,1
0,0,0,0,0,0,173821,None,,0,0,0,0,0.0,622,264,None,,0,3,0.0,0.0,0,Tyler,0.0,612,256,0,0,0.0,626,264,229,False,0.0,625,264,0,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,192,111,0,0,None,0,,173821.jpg,0.0,627,266,0,0,Roberts,0.0,646,276,False,None,u,11,2,0.0,619,263,0,0,0,37,0,0.0,0.0,Roberts,0
0,0,133,None,None,2,193645,None,,0,0,0,0,12.3,321,114,None,,0,2,0.0,1.0,1,Robin,1.0,269,93,18,0,20.4,231,70,230,False,163.6,122,39,945,,None,45,348,77,1,0,None,0,,193645.jpg,1.6,305,110,0,0,Koch,0.2,372,138,False,None,a,11,2,28.0,269,80,18,11484,68,13847,410,0.2,4.0,Koch,3
0,0,0,0,0,0,219961,None,,0,0,0,0,0.0,647,278,None,,0,3,0.0,0.0,0,Raphael,0.0,643,276,0,0,0.0,647,278,232,False,0.0,647,278,0,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,38,18,0,0,None,0,,219961.jpg,0.0,646,278,0,0,Dias Belloli,0.1,432,162,False,None,u,11,2,0.0,647,278,0,0,0,11858,25,0.0,0.0,Raphinha,0
4,5,128,None,None,2,221399,1,,-1,1,-1,1,282.2,19,15,None,,1,3,1.6,2.6,5,Jack,2.6,146,60,13,1,63.6,37,28,233,False,185.6,93,41,821,,None,59,75,38,0,0,None,0,,221399.jpg,3.8,79,35,0,0,Harrison,2.8,104,37,False,None,a,11,2,170.0,71,45,42,820541,1688,715083,18244,0.4,7.1,Harrison,2
0,0,0,0,0,0,221610,None,,0,0,0,0,0.0,565,228,None,,0,3,0.0,0.0,0,Jamie,0.0,547,212,0,0,0.0,573,225,234,False,0.0,570,224,0,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,364,201,0,0,None,0,,221610.jpg,0.0,580,233,0,0,Shackleton,0.0,634,267,False,None,u,11,2,0.0,548,218,0,0,0,411,7,0.0,0.0,Shackleton,0
1,4,177,100,75,2,222694,None,,0,0,0,0,107.4,124,27,None,,0,2,2.0,2.2,1,Pascal,3.0,104,32,16,1,44.4,92,13,235,False,213.4,67,20,894,,2022-10-19T14:30:07.702924Z,45,366,87,0,0,None,0,,222694.jpg,3.4,103,34,0,0,Struijk,0.9,188,66,False,None,a,11,2,122.0,111,11,34,153832,218,85261,6929,0.7,7.6,Struijk,2
0,0,0,None,None,0,223081,None,,0,0,-1,1,0.0,435,20,None,,0,1,-1.0,0.0,0,Kristoffer,0.0,399,32,0,0,0.0,453,35,236,False,0.0,452,35,0,,None,39,634,65,0,0,None,0,,223081.jpg,0.0,463,36,0,0,Klaesson,0.6,242,36,False,None,a,11,2,0.0,384,11,0,30121,3025,21938,999,0.0,0.0,Klaesson,0
0,0,14,None,None,0,248937,4,,0,0,-2,2,19.7,295,45,1,,0,4,-0.6,0.4,2,Sam,0.4,328,47,3,0,6.7,340,47,237,False,10.4,373,45,103,,None,43,532,70,0,0,None,0,,248937.jpg,1.2,336,45,0,0,Greenwood,9.6,40,6,False,None,a,11,2,37.0,243,48,5,666604,9558,1839890,24085,0.1,1.2,Greenwood,0
0,3,187,None,None,2,437495,None,,0,0,0,0,0.0,572,58,None,,1,1,2.6,3.6,1,Illan,3.6,72,13,18,0,23.6,218,14,238,False,234.8,54,14,990,,None,45,380,21,0,0,None,0,,437495.jpg,3.2,118,19,0,30,Meslier,2.5,108,19,False,None,a,11,2,0.0,555,52,35,183283,518,195517,8248,0.8,7.8,Meslier,0
0,0,15,100,100,0,443967,None,,0,0,0,0,22.1,289,95,None,,0,2,-0.6,0.4,0,Junior,0.4,335,117,2,0,4.0,360,129,239,False,15.2,358,136,113,,2022-10-09T21:00:06.665111Z,45,383,94,0,0,None,0,,443967.jpg,1.0,393,146,0,0,Firpo Adames,0.0,587,215,False,None,a,11,2,2.0,353,133,2,1046,56,1094,68,0.1,0.4,Firpo,0
0,0,40,None,None,0,450070,None,,0,0,-1,1,23.6,282,145,None,,0,3,1.2,2.2,6,Crysencio,2.2,169,70,7,1,13.9,288,133,240,False,51.6,292,125,197,,None,44,472,249,0,0,None,0,,450070.jpg,1.9,267,110,0,0,Summerville,0.2,340,123,False,None,a,11,2,67.0,172,105,13,19592,432,23713,401,0.5,3.0,Summerville,0
0,0,0,0,0,0,450529,None,,0,0,0,0,0.0,576,234,None,,0,3,0.0,0.0,0,Lewis,0.0,558,218,0,0,0.0,583,232,241,False,0.0,581,231,0,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,45,386,210,0,0,None,0,,450529.jpg,0.0,589,239,0,0,Bate,0.0,618,257,False,None,u,11,2,0.0,560,225,0,0,0,1315,8,0.0,0.0,Bate,0
1,0,20,100,100,0,462635,None,,0,0,-3,3,21.0,291,44,None,,0,4,0.4,1.4,4,Joe,1.4,244,30,3,0,11.3,306,42,242,False,26.0,336,40,151,,2022-08-14T00:00:05.876097Z,52,173,51,0,0,None,0,,462635.jpg,1.3,333,44,0,0,Gelhardt,0.2,324,51,False,None,a,11,2,68.0,171,39,12,20159,538,59320,586,0.3,2.3,Gelhardt,0
0,0,0,50,50,0,477547,None,,0,0,-1,1,0.0,442,172,None,,0,2,-0.5,0.0,0,Leo Fuhr,0.0,406,150,0,0,0.0,460,177,243,False,0.0,459,179,0,Abdominal injury - 50% chance of playing,2022-10-07T14:00:06.894386Z,39,642,227,0,0,None,0,,477547.jpg,0.0,470,176,0,0,Hjelde,0.3,321,114,False,None,d,11,2,0.0,391,152,0,19640,61,22888,474,0.0,0.0,Hjelde,0
0,0,103,100,100,2,224209,None,,0,0,-2,2,73.4,165,35,None,,0,2,0.8,1.8,0,Rasmus,1.8,206,73,10,0,27.1,192,52,244,False,151.2,144,53,780,,2022-09-03T18:00:06.668437Z,48,281,44,0,0,None,0,,224209.jpg,2.2,234,88,0,0,Kristensen,0.4,275,95,False,None,a,11,2,46.0,217,51,20,41657,455,65554,1411,0.4,4.2,Kristensen,3
0,1,143,None,None,1,234370,3,,0,0,-1,1,116.7,113,79,None,,0,3,0.4,1.4,2,Marc,1.4,242,107,16,1,45.1,89,61,245,False,183.2,94,42,811,,None,49,242,145,0,0,None,0,,234370.jpg,2.2,236,95,0,0,Roca Junqué,0.1,419,155,False,None,a,11,2,151.0,85,54,24,16546,58,15731,487,0.3,4.9,Roca,2
2,0,112,None,None,2,427637,2,,0,0,0,0,321.7,11,8,None,,0,3,1.8,2.8,2,Brenden,2.8,129,50,17,1,63.3,38,29,246,False,161.4,128,57,925,,None,55,119,65,0,0,None,0,,427637.jpg,3.0,146,55,0,0,Aaronson,1.2,163,56,False,None,a,11,2,150.0,87,55,33,206003,612,200301,7653,0.5,6.0,Aaronson,2
0,0,0,None,None,0,470294,None,,0,0,-2,2,0.0,519,203,None,,0,3,-1.0,0.0,0,Darko,0.0,493,183,0,0,0.0,530,199,247,False,0.0,527,198,0,,None,43,539,274,0,0,None,0,,470294.jpg,0.0,538,209,0,0,Gyabi,0.1,392,142,False,None,a,11,2,0.0,487,185,0,19445,153,14891,446,0.0,0.0,Gyabi,0
0,0,120,75,None,2,200785,None,,0,0,0,0,171.4,59,46,None,,0,3,0.6,1.8,0,Tyler,1.8,209,89,15,0,36.0,125,79,506,False,176.2,103,45,900,Muscle injury - 75% chance of playing,2022-10-23T23:00:07.498185Z,50,196,113,0,0,None,0,,200785.jpg,2.0,260,106,0,0,Adams,0.2,356,129,False,None,d,11,2,13.0,311,156,20,19505,158,23127,976,0.4,4.0,Adams,2
0,3,79,100,100,0,224995,None,,0,0,0,0,81.4,150,101,None,,1,3,-0.2,0.8,2,Luis,0.8,292,134,9,2,30.0,165,97,508,False,103.2,210,89,450,,2022-10-02T21:00:07.430905Z,65,56,26,0,0,None,0,,224995.jpg,2.4,217,86,1,0,Sinisterra Lucumí,0.5,250,85,False,None,a,11,2,116.0,118,74,22,154816,523,130543,4302,0.1,3.4,Sinisterra,1
0,0,16,None,None,0,433590,None,,0,0,0,0,2.7,364,135,None,,0,2,-1.0,0.0,0,Cody,0.0,441,167,3,0,1.6,391,143,547,False,12.8,365,139,70,,None,40,592,194,0,0,None,0,,433590.jpg,1.0,352,125,0,0,Drameh,0.2,376,141,False,None,a,11,2,0.0,424,167,1,8984,98,10450,249,0.0,0.2,Drameh,0
0,0,0,50,50,0,547701,None,,0,0,0,0,0.0,595,247,None,,0,3,-0.5,0.0,0,Archie,0.0,580,233,0,0,0.0,602,245,565,False,0.0,601,245,0,Toe Injury - 50% chance of playing,2022-09-30T14:00:07.177384Z,45,411,226,0,0,None,0,,547701.jpg,0.0,607,251,0,0,Gray,0.0,504,199,False,None,d,11,2,0.0,581,239,0,7573,8,8446,100,0.0,0.0,Gray,0
0,0,0,None,None,0,78315,None,,0,0,0,0,0.0,450,27,None,,0,1,-1.0,0.0,0,Joel,0.0,414,39,0,0,0.0,467,41,578,False,0.0,466,41,0,,None,40,564,37,0,0,None,0,,78315.jpg,0.0,477,42,0,0,Robles,0.0,499,58,False,None,a,11,2,0.0,399,18,0,3438,41,2748,66,0.0,0.0,Robles,0
0,0,0,None,None,0,492859,None,,0,0,0,0,0.0,629,65,None,,0,4,-1.0,0.0,0,Wilfried,0.0,619,63,0,0,0.0,633,66,619,False,0.0,632,65,0,,None,50,212,54,0,0,None,0,,492859.jpg,0.0,634,66,0,0,Gnonto,0.1,473,63,False,None,a,11,2,0.0,627,66,0,7966,188,5306,333,0.0,0.0,Gnonto,0
1,0,86,None,None,1,15157,4,,0,0,-1,1,142.7,76,60,None,,0,3,2.4,2.9,2,James,1.4,237,104,6,0,32.2,149,89,274,False,99.4,218,95,427,,None,44,414,229,0,0,1,0,,15157.jpg,1.8,282,119,0,0,Milner,0.9,186,63,False,None,a,12,14,79.0,158,97,18,143170,1647,154138,2688,0.3,4.1,Milner,0
0,0,119,100,100,2,56979,None,,0,0,-2,2,164.7,62,48,None,,0,3,2.6,3.1,1,Jordan,1.6,229,100,10,0,31.0,159,94,275,False,89.6,237,102,597,,2022-08-31T22:30:06.648558Z,53,141,77,0,0,None,0,,56979.jpg,1.7,302,131,0,0,Henderson,0.5,245,82,False,None,a,12,14,53.0,200,119,17,40740,426,117538,1087,0.3,3.2,Henderson,0
0,0,52,0,0,0,60914,None,,0,0,-1,1,4.3,351,128,None,,0,2,0.0,0.0,0,Joel,0.4,347,120,7,0,6.7,343,124,276,False,61.0,277,107,258,Calf injury - Expected back 06 Nov,2022-10-11T22:30:06.763579Z,59,69,5,0,0,None,0,,60914.jpg,1.0,426,150,0,0,Matip,0.8,212,80,False,None,i,12,14,2.0,361,135,4,40196,75,214512,1899,0.1,0.7,Matip,0
0,0,50,100,100,1,61558,None,,0,0,-3,3,76.6,159,103,None,,0,3,2.4,2.9,0,Thiago,1.4,243,108,7,0,14.1,287,132,277,False,55.6,286,124,375,,2022-08-07T01:30:05.799195Z,52,161,92,0,0,None,0,,61558.jpg,1.6,310,137,0,0,Alcántara do Nascimento,0.8,198,66,False,None,a,12,14,8.0,331,159,8,78249,1940,201818,6343,0.3,1.5,Thiago,1
0,0,3,100,100,0,81880,None,,0,0,-1,1,0.0,613,260,None,,0,3,1.2,1.7,1,Alex,0.2,372,169,0,0,0.0,617,258,278,False,0.0,616,258,14,,2022-10-11T23:00:06.633516Z,49,219,130,0,0,None,0,,81880.jpg,1.0,409,189,0,0,Oxlade-Chamberlain,0.0,612,252,False,None,a,12,14,0.0,606,256,1,313,42,970,17,0.0,0.2,Chamberlain,0
3,9,246,100,100,3,92217,None,,0,0,1,-1,189.1,49,4,None,,2,4,5.8,6.3,2,Roberto,4.8,34,4,9,6,102.7,8,5,279,False,339.4,12,5,691,,2022-08-16T00:30:06.283883Z,81,17,9,0,0,None,0,,92217.jpg,5.9,9,5,0,0,Firmino,9.2,43,7,False,None,a,12,14,497.0,5,5,59,1395033,30786,668479,83344,0.6,7.3,Firmino,0
0,3,208,None,None,4,97032,None,,1,-1,0,0,32.8,250,74,None,,1,2,4.8,5.3,2,Virgil,3.8,68,20,13,1,45.2,87,12,280,False,247.4,47,9,990,,None,65,54,4,0,0,None,0,,97032.jpg,3.8,80,23,0,0,van Dijk,15.1,26,8,False,None,a,12,14,171.0,69,3,42,806924,24958,972076,30364,0.6,6.5,Van Dijk,1
1,7,257,None,None,4,116535,None,,0,0,-1,1,10.1,327,3,None,,1,1,8.4,8.9,4,Alisson,7.4,5,1,13,0,32.9,146,5,281,False,319.6,14,5,990,,None,54,126,2,0,0,None,1,,116535.jpg,5.2,23,3,0,34,Ramses Becker,15.4,25,3,False,None,a,12,14,0.0,639,65,57,685005,41922,1085268,18988,1.4,10.6,Alisson,0
0,0,96,None,None,3,116643,None,,0,0,-2,2,71.5,169,108,2,,0,3,2.6,3.1,2,Fabio Henrique,1.6,230,101,8,0,21.5,228,113,282,False,96.6,228,99,754,,None,53,148,81,0,0,3,0,,116643.jpg,1.7,303,132,0,0,Tavares,0.9,187,64,False,None,a,12,14,47.0,214,123,19,79040,858,125920,2421,0.3,3.6,Fabinho,2
4,5,119,None,None,4,118748,None,,0,0,-2,2,340.4,8,6,None,,1,3,5.0,5.5,2,Mohamed,4.0,59,24,12,3,106.2,6,2,283,False,225.2,58,24,967,,None,128,1,1,0,0,2,0,,118748.jpg,5.3,22,10,0,0,Salah,32.1,6,2,False,None,a,12,14,495.0,6,1,58,2085988,12513,4641770,189899,0.3,4.5,Salah,0
1,0,127,100,100,2,122798,2,,0,0,-3,3,212.9,38,6,None,,0,2,2.8,3.3,2,Andrew,1.8,215,75,7,0,39.9,104,16,284,False,105.8,204,76,594,,2022-09-12T12:49:44.518979Z,67,47,3,0,0,None,0,,122798.jpg,2.8,172,63,0,0,Robertson,3.9,86,30,False,None,a,12,14,80.0,157,24,25,408353,5052,1187409,9970,0.3,3.7,Robertson,0
1,5,183,100,100,2,169187,1,,0,0,-3,3,339.2,9,3,1,,1,2,3.0,3.5,1,Trent,2.0,198,69,11,1,62.1,42,3,285,False,166.6,118,35,734,,2022-10-09T21:00:06.725088Z,72,34,2,0,0,None,0,,169187.jpg,3.1,137,47,0,0,Alexander-Arnold,19.9,19,6,False,None,a,12,14,116.0,119,15,34,1171081,12065,4653759,49657,0.3,4.7,Alexander-Arnold,2
0,5,164,None,None,4,171287,None,,0,0,1,-1,25.2,280,93,None,,1,2,4.0,4.5,1,Joseph,3.0,107,34,5,0,18.4,248,77,286,False,147.2,151,57,702,,None,46,311,53,0,0,None,0,,171287.jpg,3.8,74,20,0,0,Gomez,3.1,98,36,False,None,a,12,14,11.0,318,112,34,373463,9032,106234,9635,0.7,7.4,Gomez,2
0,0,0,0,0,0,175592,None,,0,0,-3,3,0.0,601,252,None,,0,3,0.0,0.0,0,Naby,0.0,588,238,0,0,0.0,606,249,287,False,0.0,605,249,0,Muscle injury - Expected back 06 Nov,2022-08-23T08:30:05.948248Z,47,300,184,0,0,None,0,,175592.jpg,0.0,611,255,0,0,Keita,0.0,521,207,False,None,i,12,14,0.0,588,244,0,7660,17,16219,47,0.0,0.0,Keita,0
1,0,28,0,0,1,194634,None,,0,0,-1,1,81.0,151,18,None,,0,4,0.0,0.0,0,Diogo,1.4,251,34,4,0,17.7,257,36,288,False,52.6,290,32,195,Hamstring injury - Expected back 26 Dec,2022-10-16T22:30:07.279165Z,89,11,6,0,0,None,0,,194634.jpg,2.0,264,34,0,0,Teixeira da Silva,0.3,298,48,False,None,i,12,14,43.0,225,44,8,37041,49,73786,1412,0.2,0.9,Diogo Jota,1
0,0,0,100,100,0,200720,None,,0,0,0,0,0.0,462,35,None,,0,1,1.0,1.5,0,Caoimhin,0.0,427,47,0,0,0.0,479,49,289,False,0.0,478,49,0,,2022-07-29T22:30:04.925323Z,40,578,45,0,0,None,0,,200720.jpg,0.0,489,50,0,0,Kelleher,0.2,381,47,False,None,a,12,14,0.0,411,26,0,3335,149,10086,196,0.0,0.0,Kelleher,0
0,0,2,75,0,0,204716,None,,0,0,-2,2,0.5,394,148,None,,0,2,0.9,0.0,0,Ibrahima,0.2,370,133,1,0,0.1,431,161,290,False,0.8,424,160,21,Muscle injury - 75% chance of playing,2022-10-16T22:30:07.295140Z,48,277,42,0,0,None,0,,204716.jpg,1.0,405,147,0,0,Konaté,0.2,327,117,False,None,d,12,14,0.0,601,226,1,17374,136,56890,1111,0.0,0.2,Konaté,0
0,0,14,100,100,0,206915,None,,0,0,-1,1,18.0,302,153,None,,0,3,1.6,2.1,2,Curtis,0.6,309,144,1,0,6.7,342,149,291,False,17.2,356,156,123,,2022-09-06T22:00:06.361655Z,49,238,143,0,0,None,0,,206915.jpg,1.5,319,141,0,0,Jones,0.0,597,244,False,None,a,12,14,31.0,266,140,3,816,85,1346,37,0.1,0.6,Jones,0
3,0,97,100,100,1,214285,3,,0,0,0,0,126.4,97,16,None,,1,2,3.2,3.7,0,Konstantinos,2.2,170,58,5,0,28.2,182,46,292,False,97.8,223,82,359,,2022-08-05T11:30:05.986957Z,45,356,82,0,0,None,0,,214285.jpg,2.3,222,83,0,0,Tsimikas,0.6,236,88,False,None,a,12,14,56.0,194,36,21,100768,1475,60116,4267,0.5,4.7,Tsimikas,1
2,4,109,0,0,2,244731,None,,0,0,-1,1,99.5,134,91,None,,1,3,0.0,0.0,0,Luis,1.4,249,111,8,3,55.3,57,40,293,False,174.8,106,47,613,Knee injury - Expected back 26 Dec,2022-10-09T21:00:06.748125Z,79,23,11,0,0,None,0,,244731.jpg,4.9,29,14,0,0,Díaz,8.3,48,18,False,None,i,12,14,279.0,33,21,39,2318288,206,3697175,59731,0.2,4.9,Luis Díaz,2
0,2,124,None,None,2,444884,None,,0,0,0,0,184.1,51,40,None,,0,3,2.6,3.1,2,Harvey,1.6,227,98,7,1,53.0,64,44,294,False,116.6,185,78,656,,None,50,209,123,0,0,None,0,,444884.jpg,2.4,211,80,0,0,Elliott,1.0,183,62,False,None,a,12,14,227.0,47,29,26,214003,2365,156643,5598,0.3,5.2,Elliott,0
1,0,73,100,100,0,244858,None,,0,0,-1,1,34.7,243,137,None,,0,3,2.0,2.5,2,Fábio,1.0,276,126,3,2,29.2,175,101,296,False,87.4,241,105,328,,2022-09-03T18:00:06.731821Z,54,138,75,0,0,None,0,,244858.jpg,2.4,213,82,0,0,Freitas Gouveia Carvalho,0.5,264,94,False,None,a,12,14,173.0,66,42,24,94000,1358,85120,2656,0.2,4.4,Carvalho,0
1,1,65,75,75,1,447203,None,,0,0,-2,2,57.1,190,28,None,,0,4,2.7,3.1,0,Darwin,2.6,150,20,5,3,53.1,63,13,297,False,127.2,173,15,339,Muscle injury - 75% chance of playing,2022-10-21T12:30:07.785802Z,88,12,7,0,0,None,0,,447203.jpg,3.1,138,17,1,0,Núñez Ribeiro,6.4,55,8,False,None,d,12,14,359.0,18,9,22,946712,4826,2329302,40923,0.3,2.5,Darwin,0
0,0,0,100,100,0,489580,None,,0,0,-1,1,0.0,443,173,None,,0,2,1.0,1.5,0,Calvin,0.0,407,151,0,0,0.0,461,178,298,False,0.0,460,180,0,,2022-08-16T23:30:06.002110Z,39,643,228,0,0,None,0,,489580.jpg,0.0,471,177,0,0,Ramsay,0.2,331,118,False,None,a,12,14,0.0,392,153,0,15613,738,21832,520,0.0,0.0,Ramsay,0
0,0,0,None,None,0,60706,None,,0,0,-1,1,0.0,424,17,None,,0,1,1.0,1.5,0,Adrián,0.0,388,29,0,0,0.0,442,32,497,False,0.0,441,32,0,,None,39,623,62,0,0,None,0,,60706.jpg,0.0,452,33,0,0,San Miguel del Castillo,0.7,215,31,False,None,a,12,14,0.0,373,8,0,35630,792,43579,1031,0.0,0.0,Adrián,0
0,0,0,0,0,0,219937,None,,0,0,0,0,0.0,466,181,None,,0,2,0.0,0.0,0,Rhys,0.0,432,161,0,0,0.0,483,186,498,False,0.0,482,188,0,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,583,188,0,0,None,0,,219937.jpg,0.0,494,186,0,0,Williams,0.0,619,227,False,None,u,12,14,0.0,416,162,0,0,0,660,6,0.0,0.0,R.Williams,0
0,0,0,0,0,0,152898,None,,0,0,0,0,0.0,455,175,None,,0,2,0.0,0.0,0,Ben,0.0,419,153,0,0,0.0,472,180,499,False,0.0,471,182,0,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,570,180,0,0,None,0,,152898.jpg,0.0,482,179,0,0,Davies,0.0,625,229,False,None,u,12,14,0.0,404,155,0,0,0,514,1,0.0,0.0,Davies,0
