name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Aleksandar Mitrović,FWD,Fulham,3.2,0,0,-2,0,1.5,210,0.04673,0.20903,0.16230,0.89570,204,1,0,2.0,0.0,2023-01-23T20:15:00Z,90,18,0,0,0,0,21,0,3441604,1,1,0,20.0,2,-291132,109449,400581,71,True,0,21
Christian Eriksen,MID,Man Utd,3.5,0,0,14,0,2.3,519,0.00859,0.05179,0.04320,2.92930,201,3,0,3.4,27.0,2023-01-22T16:30:00Z,90,1,0,0,0,0,21,0,380078,1,2,3,5.0,2,-14312,16661,30973,63,False,0,21
Joe Willock,MID,Newcastle,3.0,0,0,7,1,25.2,373,0.07982,0.12742,0.04760,0.19660,203,0,0,5.4,14.2,2023-01-21T17:30:00Z,68,7,0,0,0,0,21,0,64697,1,0,0,15.0,3,-4306,2119,6425,48,False,0,21
Yerson Mosquera Valdelamar,DEF,Wolves,-1.0,0,0,0,0,0.0,494,0.00000,0.00000,0.00000,0.00000,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,13,0,0,0,0,21,0,123247,0,0,3,0.0,0,-1480,1099,2579,39,False,0,21
Roméo Lavia,MID,Southampton,1.4,0,0,5,1,18.7,321,0.05499,0.06859,0.01360,1.02140,209,0,0,3.0,9.0,2023-01-21T15:00:00Z,60,2,0,0,0,0,21,0,19785,1,1,0,2.0,3,-351,121,472,45,True,0,21
Ellis Simms,FWD,Everton,0.7,0,0,0,0,0.0,686,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,19,0,0,0,0,21,0,1359,0,0,2,0.0,0,62,526,464,45,False,0,21
Kristoffer Ajer,DEF,Brentford,2.4,0,0,21,1,0.2,84,0.00315,0.00315,0.00000,0.50140,205,0,0,1.1,10.4,2023-01-22T14:00:00Z,90,11,0,0,0,0,21,0,9171,1,0,0,0.0,6,1413,1737,324,45,False,0,21
Emmanuel Dennis,FWD,Nott'm Forest,-0.3,0,0,0,0,0.0,585,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,14159,0,1,1,0.0,0,-245,816,1061,57,False,0,21
Gustavo Henrique Furtado Scarpa,MID,Nott'm Forest,0.2,0,0,1,0,14.6,681,0.02347,0.05637,0.03290,0.39440,202,0,0,2.2,6.6,2023-01-21T15:00:00Z,30,3,0,0,0,0,21,0,1141,0,1,1,1.0,0,220,412,192,50,False,1,21
Will Hughes,MID,Crystal Palace,0.7,0,0,1,0,0.4,163,0.00263,0.00263,0.00000,0.57730,203,0,0,0.1,0.4,2023-01-21T17:30:00Z,25,15,0,0,0,0,21,0,3047,0,0,0,0.0,0,-18,33,51,48,True,1,21
Joe Ayodele-Aribo,MID,Southampton,0.6,0,0,0,0,0.0,512,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,33268,0,1,0,0.0,0,-1034,173,1207,51,True,0,21
Orel Mangala,MID,Nott'm Forest,1.1,0,0,2,0,11.8,536,0.00915,0.00915,0.00000,0.96380,202,1,0,2.0,8.4,2023-01-21T15:00:00Z,59,3,0,0,0,0,21,0,2379,1,1,1,0.0,1,14,49,35,49,False,0,21
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.00000,0.00000,0.00000,0.00000,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,15,0,0,0,0,21,0,28945,0,0,0,0.0,0,-293,0,293,45,True,0,21
Cristian Romero,DEF,Spurs,2.2,0,0,17,1,0.7,443,0.00565,0.00565,0.00000,1.17890,204,0,0,1.6,14.8,2023-01-23T20:15:00Z,90,9,0,0,0,0,21,0,144958,1,1,0,0.0,5,266,4652,4386,49,False,1,21
Jack Harrison,MID,Leeds,2.4,0,0,5,1,5.0,233,0.07477,0.12237,0.04760,0.28860,205,0,0,2.4,8.2,2023-01-22T14:00:00Z,90,4,0,0,0,0,21,0,167161,1,0,0,11.0,3,-2812,1519,4331,58,True,0,21
Maxwel Cornet,MID,West Ham,0.0,0,0,0,0,0.0,575,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,8,0,0,0,0,21,0,5452,0,0,2,0.0,0,-64,20,84,59,True,0,21
Luis Sinisterra Lucumí,MID,Leeds,0.2,0,0,2,0,0.6,508,0.00636,0.00636,0.00000,0.14990,205,0,0,0.5,2.0,2023-01-22T14:00:00Z,21,4,0,0,0,0,21,0,26229,0,0,0,2.0,1,-117,301,418,65,True,0,21
Nathaniel Clyne,DEF,Crystal Palace,2.0,0,0,3,0,0.6,157,0.00157,0.00157,0.00000,0.57730,203,0,0,0.1,0.4,2023-01-21T17:30:00Z,19,15,0,0,0,0,21,0,16127,0,0,0,0.0,1,-103,468,571,45,True,0,21
Stuart Armstrong,MID,Southampton,0.0,0,0,0,0,0.0,405,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,7703,0,1,0,0.0,0,-634,23,657,47,True,0,21
Oriol Romeu Vidal,MID,Southampton,0.0,0,0,0,0,0.0,402,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,3379,0,1,0,0.0,0,-25,0,25,48,True,0,21
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,64,0,0,0,0.0,0,0,0,0,50,True,0,21
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,638,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,17,0,0,0,0,21,0,5566,0,1,0,0.0,0,-29,212,241,40,False,0,21
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,555,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,8,0,0,0,0,21,0,41909,0,0,2,0.0,0,-223,672,895,39,True,0,21
Lewis Brunt,DEF,Leicester,0.2,0,0,0,0,0.0,273,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,5,0,0,0,0,21,0,35960,0,2,2,0.0,0,-25,587,612,39,True,0,21
Matt Ritchie,DEF,Newcastle,0.2,0,0,0,0,0.0,350,0.00000,0.00000,0.00000,0.00000,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,7,0,0,0,0,21,0,6095,0,0,0,0.0,0,-25,81,106,42,False,0,21
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,253,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,5,0,0,0,0,21,0,642562,0,2,2,0.0,0,-7422,6420,13842,39,True,0,21
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,10,0,0,0,0,21,0,5419,0,2,2,0.0,0,-60,0,60,53,False,0,21
Trevoh Chalobah,DEF,Chelsea,1.5,0,0,23,1,1.8,141,0.00433,0.00433,0.00000,1.21900,207,0,0,1.0,7.8,2023-01-21T12:30:00Z,80,12,0,0,0,0,21,0,67154,1,0,0,0.0,5,-1171,2335,3506,46,False,1,21
Chris Richards,DEF,Crystal Palace,1.3,0,0,21,1,0.0,530,0.00076,0.09096,0.09020,1.40790,203,0,0,2.2,16.4,2023-01-21T17:30:00Z,90,15,0,0,0,0,21,0,5511,1,0,0,6.0,6,91,150,59,44,True,0,21
Cameron Plain,GK,Bournemouth,0.5,0,0,0,0,0.0,649,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,1580,0,1,1,0.0,0,15,108,93,40,True,0,21
Diogo Teixeira da Silva,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.00000,0.00000,0.00000,0.00000,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,6,0,0,0,0,21,0,30638,0,0,0,0.0,0,-199,148,347,88,True,0,21
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,355,0.00000,0.00000,0.00000,0.00000,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,7,0,0,0,0,21,0,42237,0,0,0,0.0,0,-1097,443,1540,42,False,0,21
Rodrigo Moreno,MID,Leeds,3.0,0,0,9,1,21.5,225,0.06770,0.14910,0.08140,0.13870,205,0,0,5.7,13.2,2023-01-22T14:00:00Z,78,4,0,0,0,0,21,0,877315,1,0,0,22.0,2,44058,115151,71093,64,True,1,21
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,490,0.00000,0.00000,0.00000,0.00000,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,13,0,0,0,0,21,0,389,0,0,3,0.0,0,-5,17,22,50,False,0,21
Mohammed Salisu,DEF,Southampton,1.6,0,0,13,0,0.6,420,0.00329,0.03659,0.03330,1.41830,209,1,0,4.7,25.2,2023-01-21T15:00:00Z,90,2,0,0,0,0,21,0,22990,1,1,0,21.0,2,564,2105,1541,44,True,0,21
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.2,0,0,1,0,0.2,331,0.00008,0.00008,0.00000,1.29750,201,1,0,0.5,4.6,2023-01-22T16:30:00Z,19,1,0,0,0,0,21,0,48820,0,2,3,0.0,1,12,1232,1220,51,False,0,21
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,10,0,0,0,0,21,0,1571,0,2,2,0.0,0,-58,29,87,44,False,0,21
Lucas Tolentino Coelho de Lima,MID,West Ham,3.2,0,0,11,1,5.8,603,0.29944,0.31614,0.01670,0.64220,210,0,0,1.4,6.2,2023-01-21T15:00:00Z,71,8,0,0,0,0,21,0,65892,1,0,2,2.0,2,-1866,3090,4956,59,True,1,21
Jean-Philippe Mateta,FWD,Crystal Palace,0.8,0,0,4,0,0.3,168,0.00037,0.07527,0.07490,0.57730,203,0,0,2.4,6.2,2023-01-21T17:30:00Z,25,15,0,0,0,0,21,0,41998,0,0,0,17.0,1,-1701,767,2468,51,True,0,21
Salomón Rondón,FWD,Everton,0.0,0,0,0,0,0.0,177,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,19,0,0,0,0,21,0,43748,0,0,2,0.0,0,-1536,0,1536,49,False,0,21
Liam Cooper,DEF,Leeds,1.4,0,0,0,0,0.0,221,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,7913,0,0,0,0.0,0,-1063,236,1299,44,True,0,21
Ben Doak,MID,Liverpool,0.9,0,0,0,0,0.0,665,0.00000,0.00000,0.00000,0.00000,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,6,0,0,0,0,21,0,421,0,0,0,0.0,0,14,87,73,45,True,0,21
Alexander Isak,FWD,Newcastle,1.8,0,0,-2,0,10.5,594,0.00048,0.22998,0.22950,0.09940,203,0,0,3.6,4.0,2023-01-21T17:30:00Z,21,7,0,0,0,0,21,0,201103,0,0,0,21.0,1,78722,85556,6834,66,False,0,21
Erling Haaland,FWD,Man City,8.7,0,3,81,1,0.3,318,0.04642,1.43492,1.38850,0.14560,208,0,3,17.6,101.6,2023-01-22T14:00:00Z,60,20,0,0,0,0,21,0,9443086,1,0,3,74.0,17,-2390,26826,29216,122,True,0,21
Euan Pollock,FWD,Bournemouth,1.7,0,0,0,0,0.0,706,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,0,0,1,1,0.0,0,0,0,0,45,True,0,21
Lewis Cook,MID,Bournemouth,0.0,0,0,0,0,0.0,67,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,7123,0,1,1,0.0,0,-506,40,546,49,True,0,21
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.00000,0.00000,0.00000,0.00000,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,15,0,0,0,0,21,0,2073,0,0,0,0.0,0,-11,0,11,40,True,0,21
Phil Foden,MID,Man City,1.7,0,0,0,0,0.0,314,0.00000,0.00000,0.00000,0.00000,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,20,0,0,0,0,21,0,1436581,0,0,3,0.0,0,-201639,21484,223123,81,True,0,21
David Ozoh,MID,Crystal Palace,0.2,0,0,3,0,0.8,676,0.00178,0.00178,0.00000,0.00000,203,0,0,0.1,0.0,2023-01-21T17:30:00Z,1,15,0,0,0,0,21,0,72,0,0,0,0.0,1,4,17,13,45,True,0,21
Juan Larios López,DEF,Southampton,0.0,0,0,0,0,0.0,622,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,5960,0,1,0,0.0,0,-220,73,293,40,True,0,21
Calvin Ramsay,DEF,Liverpool,0.5,0,0,0,0,0.0,298,0.00000,0.00000,0.00000,0.00000,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,6,0,0,0,0,21,0,26867,0,0,0,0.0,0,-330,398,728,39,True,0,21
Yegor Yarmolyuk,MID,Brentford,0.0,0,0,0,0,0.0,650,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0,0,0,0,21,0,418,0,0,0,0.0,0,-14,45,59,45,False,0,21
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.9,0,0,6,0,11.4,703,0.01246,0.04046,0.02800,0.44760,202,0,0,2.7,15.0,2023-01-21T15:00:00Z,45,3,0,0,0,0,21,0,223,0,1,1,1.0,1,194,210,16,45,False,0,21
Steve Cook,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,379,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,12567,0,1,1,0.0,0,-158,182,340,44,False,0,21
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,5,0,0,0,0,21,0,2768,0,2,2,0.0,0,44,119,75,39,True,0,21
Mislav Orsic,MID,Southampton,0.5,0,0,4,0,0.3,692,0.00021,0.00021,0.00000,0.00000,209,0,0,0.2,2.0,2023-01-21T15:00:00Z,6,2,0,0,0,0,21,0,2658,0,1,0,0.0,1,774,1357,583,55,True,0,21
Sékou Mara,FWD,Southampton,1.2,0,0,-6,0,1.4,528,0.00420,0.05550,0.05130,0.39680,209,1,0,0.3,0.0,2023-01-21T15:00:00Z,29,2,0,0,0,0,21,0,10215,0,1,0,6.0,1,-346,513,859,53,True,0,21
Scott McTominay,MID,Man Utd,0.2,0,0,15,0,3.7,338,0.00707,0.07087,0.06380,2.92930,201,3,0,4.3,31.8,2023-01-22T16:30:00Z,90,1,0,0,0,0,21,0,18534,1,2,3,7.0,2,-127,159,286,49,False,0,21
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,455,0,1,1,0.0,0,0,0,0,50,False,0,21
Dean Henderson,GK,Nott'm Forest,0.0,0,0,0,0,0.0,398,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,957204,0,1,1,0.0,0,-73848,6989,80837,47,False,0,21
Jack Stacey,DEF,Bournemouth,0.7,0,0,0,0,0.0,65,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,4791,0,1,1,0.0,0,43,127,84,43,True,0,21
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,192,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,19,0,0,0,0,21,0,8049,0,0,2,0.0,0,-124,45,169,43,False,0,21
Steven Alzate,MID,Brighton,0.0,0,0,0,0,0.0,115,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,10,0,0,0,0,21,0,8759,0,2,2,0.0,0,-117,0,117,44,False,0,21
Mateusz Klich,MID,Leeds,0.0,0,0,0,0,0.0,223,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,5560,0,0,0,0.0,0,-271,7,278,46,True,0,21
Jimmy Morgan,FWD,Southampton,0.0,0,0,0,0,0.0,671,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,1905,0,1,0,0.0,0,-131,512,643,45,True,0,21
Armel Bella-Kotchap,DEF,Southampton,0.0,0,0,0,0,0.0,423,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,15759,0,1,0,0.0,0,-820,38,858,45,True,0,21
Ainsley Maitland-Niles,MID,Southampton,0.8,0,0,0,0,0.0,21,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,2,0,0,0,0,21,0,4693,0,1,0,0.0,0,-61,27,88,48,True,0,21
James Milner,MID,Liverpool,0.9,0,0,3,1,5.8,274,0.03930,0.07360,0.03430,1.52250,207,0,0,0.9,2.2,2023-01-21T12:30:00Z,71,6,0,0,0,0,21,0,68574,1,0,0,1.0,2,-719,355,1074,44,True,1,21
Keane Lewis-Potter,MID,Brentford,0.4,0,0,0,0,0.0,515,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0,0,0,0,21,0,5459,0,0,0,0.0,0,-51,50,101,52,False,0,21
Kevin De Bruyne,MID,Man City,3.8,1,0,26,1,46.4,301,0.56697,0.56697,0.00000,0.42630,208,0,0,8.4,27.4,2023-01-22T14:00:00Z,76,20,0,0,0,0,21,0,4274732,1,0,3,10.0,6,-28698,136174,164872,125,True,0,21
Sepp van den Berg,DEF,Liverpool,0.0,0,0,0,0,0.0,500,0.00000,0.00000,0.00000,0.00000,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,6,0,0,0,0,21,0,15775,0,0,0,0.0,0,-185,0,185,40,True,0,21
Joe Gelhardt,FWD,Leeds,1.4,0,0,0,0,0.0,242,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,27828,0,0,0,0.0,0,-799,866,1665,51,True,0,21
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,0,0.0,50,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,17,0,0,0,0,21,0,21985,0,1,0,0.0,0,-113,34,147,47,False,0,21
Lucas Rodrigues Moura da Silva,MID,Spurs,0.1,0,0,0,0,0.0,431,0.00000,0.00000,0.00000,0.00000,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,9,0,0,0,0,21,0,16385,0,1,0,0.0,0,-167,14,181,58,False,0,21
Ben Mee,DEF,Brentford,4.4,0,0,19,1,1.3,526,0.02550,0.02550,0.00000,0.50140,205,0,0,1.6,11.0,2023-01-22T14:00:00Z,90,11,0,0,0,0,21,0,995217,1,0,0,4.0,6,187432,208707,21275,47,False,0,21
Mateo Joseph Fernández,FWD,Leeds,0.0,0,0,0,0,0.0,659,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,2212,0,0,0,0.0,0,-244,140,384,45,True,0,21
Kasey McAteer,MID,Leicester,0.0,0,0,0,0,0.0,687,0.00000,0.00000,0.00000,0.00000,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,5,0,0,0,0,21,0,128,0,2,2,0.0,0,46,67,21,45,True,0,21
Marcus Oliveira Alencar,MID,Arsenal,0.5,0,0,0,0,0.0,27,0.00000,0.00000,0.00000,0.00000,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,14,0,0,0,0,21,0,8490,0,2,3,0.0,0,-86,68,154,46,True,0,21
Daniel James,MID,Fulham,0.2,0,0,0,0,0.0,231,0.00000,0.00000,0.00000,0.00000,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,18,0,0,0,0,21,0,17294,0,1,0,0.0,0,-511,436,947,60,True,0,21
João Félix Sequeira,FWD,Chelsea,0.0,0,0,0,0,0.0,690,0.00000,0.00000,0.00000,0.00000,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,12,0,0,0,0,21,0,17325,0,0,0,0.0,0,-4191,5849,10040,75,False,0,21
João Cancelo,DEF,Man City,1.5,0,0,0,0,0.0,306,0.00000,0.00000,0.00000,0.00000,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,20,0,0,0,0,21,0,4590624,0,0,3,0.0,0,-267837,54676,322513,72,True,0,21
Bruno Borges Fernandes,MID,Man Utd,6.0,1,0,24,0,15.0,333,0.02048,0.02048,0.00000,2.92930,201,3,0,5.3,33.6,2023-01-22T16:30:00Z,90,1,0,0,0,0,21,0,530130,1,2,3,4.0,5,115500,140177,24677,98,False,0,21
Tyler Adams,MID,Leeds,2.2,0,0,11,1,5.5,506,0.04845,0.04845,0.00000,0.28860,205,0,0,2.1,15.0,2023-01-22T14:00:00Z,90,4,0,0,0,0,21,0,16677,1,0,0,0.0,3,-15,345,360,49,True,0,21
Ciaran Clark,DEF,Newcastle,0.0,0,0,0,0,0.0,352,0.00000,0.00000,0.00000,0.00000,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,7,0,0,0,0,21,0,212,0,0,0,0.0,0,0,0,0,45,False,0,21
Owen Bevan,DEF,Bournemouth,0.0,0,0,0,0,0.0,598,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,3813,0,1,1,0.0,0,-43,0,43,40,True,0,21
Mark Travers,GK,Bournemouth,1.7,0,0,0,0,0.0,72,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,48742,0,1,1,0.0,0,-652,1535,2187,43,True,0,21
Jordan Zemura,DEF,Bournemouth,1.3,0,0,21,0,25.8,76,0.51063,0.68873,0.17810,1.77110,202,1,0,5.8,12.8,2023-01-21T15:00:00Z,90,16,0,0,0,0,21,0,16512,1,1,1,19.0,2,23,745,722,44,True,0,21
Rob Holding,DEF,Arsenal,0.9,0,0,3,0,0.0,5,0.00000,0.00000,0.00000,0.00000,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,1,14,0,0,0,0,21,0,12025,0,2,3,0.0,1,-157,71,228,42,True,0,21
Ivan Toney,FWD,Brentford,5.4,0,0,-5,1,3.3,80,0.00825,0.15055,0.14230,0.50140,205,0,0,1.0,0.0,2023-01-22T14:00:00Z,90,11,0,0,0,0,21,0,3263529,1,0,0,11.0,1,952339,977376,25037,76,False,1,21
Pontus Jansson,DEF,Brentford,0.0,0,0,0,0,0.0,78,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0,0,0,0,21,0,41498,0,0,0,0.0,0,-1501,27,1528,42,False,0,21
Marvelous Nakamba,MID,Aston Villa,0.0,0,0,0,0,0.0,41,0.00000,0.00000,0.00000,0.00000,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,17,0,0,0,0,21,0,15208,0,1,0,0.0,0,-273,89,362,43,False,0,21
Nampalys Mendy,MID,Leicester,1.0,0,0,10,0,1.5,252,0.00735,0.00735,0.00000,1.52590,206,2,0,0.9,7.2,2023-01-21T15:00:00Z,90,5,0,0,0,0,21,0,46869,1,2,2,0.0,2,-616,262,878,43,True,0,21
Fábio Ferreira Vieira,MID,Arsenal,0.9,0,0,0,0,0.0,25,0.00000,0.00000,0.00000,0.00000,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,14,0,0,0,0,21,0,14869,0,2,3,0.0,0,-182,202,384,57,True,0,21
Matthew Cox,GK,Brentford,0.0,0,0,0,0,0.0,633,0.00000,0.00000,0.00000,0.00000,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0,0,0,0,21,0,4140,0,0,0,0.0,0,0,196,196,39,False,0,21
Dale Taylor,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,666,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,2544,0,1,1,0.0,0,36,367,331,45,False,0,21
Ryan Fredericks,DEF,Bournemouth,0.0,0,0,0,0,0.0,59,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,16,0,0,0,0,21,0,2798,0,1,1,0.0,0,-61,43,104,44,True,0,21
Stanley Mills,MID,Everton,0.0,0,0,0,0,0.0,560,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,19,0,0,0,0,21,0,3124,0,0,2,0.0,0,-97,20,117,44,False,0,21
Cheikhou Kouyaté,MID,Nott'm Forest,0.0,0,0,0,0,0.0,583,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,12933,0,1,1,0.0,0,-475,15,490,45,False,0,21
Kurt Zouma,DEF,West Ham,2.2,1,2,36,1,0.6,461,0.00205,0.05735,0.05530,0.67450,210,0,0,2.7,21.4,2023-01-21T15:00:00Z,90,8,0,0,0,0,21,0,123849,1,0,2,5.0,11,-973,1917,2890,44,True,0,21
Luke Mbete-Tabu,DEF,Man City,0.0,0,0,0,0,0.0,320,0.00000,0.00000,0.00000,0.00000,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,20,0,0,0,0,21,0,13738,0,0,3,0.0,0,-152,0,152,39,True,0,21
Armstrong Oko-Flex,MID,West Ham,0.0,0,0,0,0,0.0,572,0.00000,0.00000,0.00000,0.00000,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,8,0,0,0,0,21,0,3179,0,0,2,0.0,0,-27,0,27,44,True,0,21
Taiwo Awoniyi,FWD,Nott'm Forest,0.5,0,0,0,0,0.0,397,0.00000,0.00000,0.00000,0.00000,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,61882,0,1,1,0.0,0,-7846,523,8369,57,False,0,21
Harry Winks,MID,Spurs,0.0,0,0,0,0,0.0,434,0.00000,0.00000,0.00000,0.00000,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,9,0,0,0,0,21,0,68417,0,1,0,0.0,0,-896,0,896,44,False,0,21
