first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Vincent,Janssen,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,74
Kyle,Walker-Peters,0,2,13,188,4,48.3,70.4,10.0,0,73,12.9,1,0,0,0.9,40
Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Davinson,Sánchez,0,0,107,2532,21,74.8,598.0,89.0,8,597,76.2,13,1,1,1.2,60
Tashan,Oakley-Boothe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Serge,Aurier,2,2,77,1427,13,236.5,367.2,209.0,9,335,81.4,6,1,1,0.7,59
Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Paulo,Gazzaniga,0,0,9,90,0,0.0,27.4,0.0,2,26,2.7,1,0,0,0.1,42
Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Lucas,Rodrigues Moura da Silva,0,1,11,206,6,83.2,49.0,41.0,0,36,17.5,0,0,0,0.0,77
Kazaiah,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Andre,Gray,5,3,79,1486,30,254.0,251.2,594.0,4,237,108.2,5,0,1,1.3,63
Nathaniel,Chalobah,0,0,13,447,7,26.5,78.8,95.0,0,40,20.0,3,0,1,0.8,42
Molla,Wagué,1,0,19,438,8,5.6,98.0,41.0,0,82,14.5,1,0,0,0.0,45
Costel,Pantilimon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Heurelho,Gomes,0,0,64,2128,40,0.2,457.0,0.0,4,394,45.6,5,0,0,1.2,44
Younes,Kaboul,0,0,7,151,3,0.9,47.4,2.0,0,35,5.0,1,0,0,0.1,42
Craig,Cathcart,0,0,14,495,6,2.0,120.0,23.0,0,90,14.6,1,0,1,0.0,44
Sebastian,Prödl,0,0,42,1566,29,25.9,276.4,89.0,0,267,39.3,5,0,5,0.2,43
José,Holebas,0,4,72,2381,47,632.8,510.0,125.0,6,412,127.0,6,0,7,0.5,48
Miguel,Britos,1,0,22,795,16,42.7,180.4,51.0,0,149,27.3,2,1,3,0.5,43
Christian,Kabasele,2,0,68,2329,43,52.0,645.0,137.0,2,407,83.7,6,0,5,0.5,44
Daryl,Janmaat,3,1,59,1818,37,230.6,445.0,253.0,3,342,92.9,2,0,3,0.4,48
Adrian,Mariappa,0,0,58,2206,43,59.4,462.0,106.0,2,378,62.8,6,0,4,4.9,41
Brandon,Mason,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39
Francisco,Femenía Far,1,1,65,1709,34,302.8,327.2,113.0,9,389,74.5,5,0,2,1.4,43
Tom,Cleverley,1,2,58,1900,33,464.8,332.2,124.0,3,300,92.1,6,1,1,0.4,50
Etienne,Capoue,1,1,48,1537,29,165.9,280.2,150.0,0,262,59.7,4,0,3,1.4,48
Valon,Behrami,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Steven,Berghuis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Nordin,Amrabat,0,0,6,198,3,46.5,22.8,10.0,0,11,8.0,1,0,0,0.0,50
Isaac,Success,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53
Abdoulaye,Doucouré,7,4,136,3324,63,595.8,859.0,537.0,16,679,199.7,9,0,10,11.0,52
Roberto,Pereyra,5,3,81,1610,34,370.6,346.0,472.0,5,299,118.8,1,0,3,0.2,58
Will,Hughes,2,3,53,987,16,267.0,238.6,136.0,5,190,64.3,4,0,0,0.3,46
Troy,Deeney,5,2,73,1836,30,349.4,343.0,566.0,7,241,125.3,6,1,1,0.8,63
Stefano,Okaka,1,1,24,442,9,92.0,74.4,145.0,1,52,29.8,2,0,2,0.3,53
Mauro,Zárate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54
Ben,Watson,0,0,12,455,12,46.1,74.2,10.0,0,61,13.1,0,0,1,0.1,43
Jerome,Sinclair,0,0,4,29,1,11.0,4.4,4.0,0,12,1.9,0,0,0,0.2,49
Richarlison,de Andrade,5,8,125,2817,54,384.7,497.0,1217.0,4,304,209.3,8,0,4,6.5,58
André,Carrillo,1,3,64,1529,31,331.2,271.2,300.0,4,275,90.3,4,0,2,0.0,54
Orestis,Karnezis,0,0,47,1291,24,0.0,247.6,0.0,5,240,24.8,4,0,0,0.2,45
Marvin,Zeegelaar,0,2,28,993,18,142.1,185.2,24.0,5,186,35.2,2,1,4,0.3,40
Michael,Folivi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Daniel,Bachmann,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Gerard,Deulofeu,1,1,25,433,3,141.3,92.4,124.0,3,87,35.8,2,0,0,0.4,55
Carl,Stewart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dodi,Lukebakio,0,0,1,15,1,24.7,6.6,5.0,0,5,3.6,0,0,0,0.0,48
Didier,Ndong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Joy,Mukena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Kieran,Gibbs,0,2,86,2826,44,359.6,484.6,131.0,2,483,97.7,8,0,3,0.4,50
Gareth,Barry,1,2,56,1921,35,274.9,347.8,195.0,0,287,82.0,4,0,4,0.8,44
Daniel,Sturridge,2,1,32,541,8,205.3,136.2,304.0,0,131,64.5,3,0,0,0.6,79
Boaz,Myhill,0,0,1,90,1,0.0,12.2,0.0,0,7,1.2,0,0,1,3.1,40
Ben,Foster,0,0,123,3330,55,20.0,716.8,0.0,11,635,73.8,10,0,2,9.4,43
Allan-Roméo,Nyom,0,1,70,2306,40,266.7,454.6,23.0,6,407,74.3,7,0,7,1.1,47
Jonny,Evans,2,2,78,2269,38,104.2,536.2,211.0,5,455,85.1,6,0,7,1.0,49
Craig,Dawson,2,1,87,2510,39,181.3,629.6,298.0,4,453,111.2,8,0,6,1.5,48
Gareth,McAuley,0,0,8,454,15,4.9,85.4,2.0,0,73,9.3,0,0,0,0.5,45
Jake,Livermore,2,2,89,2671,41,313.1,454.6,207.0,6,375,97.8,8,0,5,0.4,48
Nacer,Chadli,1,0,15,213,4,26.4,44.4,35.0,3,38,10.6,1,0,1,0.2,56
James,Morrison,1,0,13,205,1,40.4,56.0,47.0,0,35,14.5,2,0,0,0.0,53
Claudio,Yacob,0,0,23,898,17,29.1,142.8,59.0,0,124,23.2,3,0,5,0.2,43
James,McClean,1,0,45,1391,20,299.0,237.4,279.0,1,153,80.2,6,0,7,0.1,47
Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matt,Phillips,2,3,81,2087,32,531.8,370.2,345.0,3,276,124.7,10,0,3,0.5,54
Sam,Field,1,0,23,534,7,64.8,102.4,95.0,2,70,26.3,4,0,3,0.1,44
Chris,Brunt,0,8,81,1917,23,651.1,421.8,155.0,6,380,122.9,9,0,5,0.5,50
Salomón,Rondón,7,3,103,2765,48,387.2,431.2,891.0,5,271,169.6,6,0,4,1.1,60
Hal,Robson-Kanu,2,0,32,816,14,115.9,121.2,264.0,1,83,49.5,4,1,2,0.4,49
Jay,Rodriguez,7,1,109,2807,41,329.8,460.4,931.0,11,335,171.1,10,0,2,2.5,54
Ahmed El-Sayed,Hegazi,2,0,114,3386,55,99.5,962.8,196.0,11,646,126.1,10,0,4,17.8,46
Rekeem,Harper,0,0,1,20,0,20.4,6.6,0.0,0,6,2.7,0,0,0,0.0,45
Kane,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Oliver,Burke,0,2,23,356,11,73.9,77.4,75.0,0,75,22.5,0,0,0,0.0,49
Grzegorz,Krychowiak,0,3,58,1634,30,220.9,271.8,91.0,4,249,58.4,4,0,2,0.1,47
Alex,Palmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Max,Melbourne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Rayhaan,Tulloch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45
Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ali,Gabr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42
Kyle,Jameson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Marko,Arnautovic,11,7,144,2309,50,543.0,713.8,1155.0,12,440,241.1,7,1,5,7.6,71
Adrián,San Miguel del Castillo,0,0,72,1710,29,0.0,470.4,0.0,5,374,47.0,6,0,2,2.4,40
Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jose,Fonte,0,2,34,688,11,57.8,186.8,89.0,3,156,33.4,3,0,0,0.8,47
James,Collins,1,0,36,1049,19,25.5,346.0,76.0,3,200,44.6,3,0,3,0.2,43
Winston,Reid,0,0,42,1452,27,48.8,322.4,64.0,3,264,43.6,5,0,5,0.6,48
Aaron,Cresswell,1,7,118,3069,60,562.7,690.2,193.0,10,613,145.0,10,0,7,3.2,49
Angelo,Ogbonna,1,0,77,2880,60,81.4,687.8,145.0,4,520,91.4,7,0,3,3.4,42
Sam,Byram,0,0,5,246,7,37.6,71.0,36.0,0,41,14.5,0,0,1,0.1,42
Arthur,Masuaku,0,3,68,1867,29,295.1,385.0,128.0,2,352,80.7,6,0,5,1.2,42
Pablo,Zabaleta,0,1,90,3289,62,293.7,635.0,77.0,6,563,100.7,10,0,9,1.9,49
Robert,Snodgrass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,58
Mark,Noble,4,0,84,2400,45,337.8,527.6,141.0,7,461,100.8,7,0,6,0.3,53
Cheikhou,Kouyaté,2,3,86,2798,56,262.4,480.0,320.0,2,367,106.1,7,0,5,0.3,50
Pedro,Obiang,2,0,54,1562,29,132.1,377.8,88.0,6,270,60.1,5,0,3,0.7,42
Manuel,Lanzini,5,7,106,2039,44,624.9,559.4,502.0,11,470,168.8,6,0,4,0.8,66
Michail,Antonio,3,2,62,1350,23,256.3,296.6,393.0,1,188,94.6,7,0,1,0.2,74
Sofiane,Feghouli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Edimilson,Fernandes,0,2,29,840,20,97.3,110.8,77.0,0,123,28.6,2,0,1,0.2,43
Andy,Carroll,3,1,36,742,13,110.2,145.4,344.0,6,106,58.8,3,1,5,0.3,57
Diafra,Sakho,2,1,24,294,11,25.1,77.6,110.0,1,65,21.2,0,0,2,0.1,55
Ashley,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45
Enner,Valencia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Joe,Hart,0,1,59,1710,39,20.0,382.8,0.0,3,341,40.2,4,0,0,5.7,42
Javier,Hernández Balcázar,8,2,93,1537,36,312.4,373.6,476.0,14,309,115.0,6,0,3,7.2,67
Declan,Rice,0,0,41,1421,29,35.7,310.4,29.0,0,280,37.5,3,0,1,0.1,44
Sead,Haksabanovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Antonio,Martinez Lopez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Domingos,Quina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Nathan,Trott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Moses,Makasi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Reece,Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Josh,Cullen,0,0,2,6,0,0.6,7.2,0.0,0,7,0.8,0,0,0,0.0,45
João Mário,Naval Costa Eduardo,2,1,46,1021,14,294.9,176.0,191.0,5,170,66.1,4,0,0,0.2,60
Reece,Oxford,0,0,1,4,0,0.0,3.0,0.0,0,2,0.3,0,0,0,0.0,45
Jordan,Hugill,0,0,3,22,0,0.4,0.0,0.0,0,4,0.0,0,0,0,0.0,49
Patrice,Evra,0,0,2,227,10,6.0,42.8,0.0,0,32,5.0,0,0,0,0.2,41
Marcus,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Josh,Pask,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Grady,Diangana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
