season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,archetype_id,archetype_name,local_cluster,viz_x,viz_y,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90
2024-25,551226,M.Fernandes,MID,Southampton,95,5.0,0.1,2911,3,Attacking / ball-playing defender,9,7.246431,1.764573,2,4,4.12,3.62,7.74,5,66,70.78,0,8,513,8,0,553.4,649.5,372.0,157.8,2.9371350051528684,0.061834421161113,0.123668842322226,0.1273789075918928,0.1119203023016145,0.2392992098935074
2024-25,554605,Huijsen,DEF,Bournemouth,104,4.5,5.0,2422,3,Attacking / ball-playing defender,8,7.172542,0.5691834,3,2,1.82,1.57,3.39,7,31,37.44,0,14,449,10,0,826.4,217.6,193.0,123.6,3.864574731626755,0.111478117258464,0.074318744838976,0.0676300578034682,0.0583402146985962,0.1259702725020644
2024-25,575476,Murillo,DEF,Nott'm Forest,130,4.7,4.1,3188,3,Attacking / ball-playing defender,8,7.3107915,0.7497549,2,0,1.47,1.15,2.62,12,44,47.42,0,18,541,6,0,927.2,211.2,201.0,134.0,3.670012547051443,0.0564617314930991,0.0,0.0414993726474278,0.0324654956085319,0.0739648682559598
2024-25,80201,Leno,GK,Fulham,115,5.0,2.9,3420,4,Goalkeeper,0,16.156046,3.8632853,0,2,0.0,0.03,0.03,5,54,47.75,110,5,475,5,0,967.0,20.0,0.0,98.6,3.026315789473684,0.0,0.0526315789473684,0.0,0.0007894736842105,0.0007894736842105
2024-25,84182,Areola,GK,West Ham,69,4.2,7.2,2259,4,Goalkeeper,0,15.685942,3.6692638,0,0,0.0,0.0,0.0,4,41,37.78,82,1,261,0,0,619.8,0.0,0.0,62.1,2.749003984063745,0.0,0.0,0.0,0.0,0.0
2024-25,85633,Sels,GK,Nott'm Forest,150,5.2,19.9,3420,4,Goalkeeper,0,16.097239,4.017056,0,1,0.0,0.26,0.26,13,46,50.17,120,11,521,4,0,942.2,20.2,0.0,96.7,3.947368421052632,0.0,0.0263157894736842,0.0,0.0068421052631578,0.0068421052631578
2024-25,98747,Pope,GK,Newcastle,102,5.0,6.1,2520,4,Goalkeeper,0,15.815247,3.8078108,0,0,0.0,0.0,0.0,8,35,34.94,88,2,384,2,0,666.0,10.0,0.0,67.4,3.6428571428571432,0.0,0.0,0.0,0.0,0.0
2024-25,98980,Martinez,GK,Aston Villa,111,5.0,13.3,3195,4,Goalkeeper,0,15.964961,3.7444866,0,0,0.0,0.02,0.02,8,47,44.99,100,6,457,5,1,839.6,20.0,0.0,86.0,3.126760563380281,0.0,0.0,0.0,0.0005633802816901,0.0005633802816901
2024-25,109745,Arrizabalaga,GK,Bournemouth,106,4.6,3.7,2790,4,Goalkeeper,0,15.867137,3.882858,0,0,0.06,0.03,0.09,8,39,38.83,97,7,406,3,0,744.4,10.4,4.0,75.8,3.419354838709677,0.0,0.0,0.0019354838709677,0.0009677419354838,0.0029032258064516
2024-25,111234,Pickford,GK,Everton,158,5.2,15.9,3420,4,Goalkeeper,0,16.115763,4.00283,0,1,0.0,0.22,0.22,12,44,46.11,122,15,593,7,0,1052.0,20.3,0.0,107.0,4.157894736842105,0.0,0.0263157894736842,0.0,0.0057894736842105,0.0057894736842105
2024-25,116535,A.Becker,GK,Liverpool,112,5.5,8.4,2508,4,Goalkeeper,0,15.774871,3.8311327,0,0,0.0,0.2,0.2,10,29,27.1,78,9,451,0,0,628.8,13.0,0.0,64.0,4.019138755980861,0.0,0.0,0.0,0.0071770334928229,0.0071770334928229
2024-25,118342,Flekken,GK,Brentford,138,4.5,10.0,3275,4,Goalkeeper,0,16.248411,3.9777784,0,2,0.0,0.11,0.11,7,55,54.82,153,12,584,1,0,1298.4,30.3,0.0,132.5,3.792366412213741,0.0,0.0549618320610687,0.0,0.0030229007633587,0.0030229007633587
2024-25,121160,Ederson M.,GK,Man City,111,5.3,5.7,2320,4,Goalkeeper,0,15.703383,3.9519632,0,4,0.0,0.16,0.16,10,26,29.5,54,9,400,4,0,567.0,43.0,0.0,60.9,4.306034482758621,0.0,0.1551724137931034,0.0,0.0062068965517241,0.0062068965517241
2024-25,149065,José Sá,GK,Wolves,93,4.4,2.8,2610,4,Goalkeeper,0,15.750261,3.7283506,0,0,0.0,0.01,0.01,7,48,42.22,71,4,305,2,0,603.4,30.0,0.0,63.4,3.206896551724138,0.0,0.0,0.0,0.0003448275862068,0.0003448275862068
2024-25,154561,Raya,GK,Arsenal,142,5.6,32.6,3420,4,Goalkeeper,0,15.872872,3.9721704,0,0,0.0,0.03,0.03,13,34,35.03,86,10,555,3,0,755.4,10.7,0.0,76.7,3.736842105263158,0.0,0.0,0.0,0.0007894736842105,0.0007894736842105
2024-25,172649,Henderson,GK,Crystal Palace,135,4.6,11.7,3420,4,Goalkeeper,0,16.050974,3.9229066,0,0,0.01,0.02,0.03,11,51,50.33,104,8,466,3,0,853.6,30.0,4.0,88.6,3.552631578947368,0.0,0.0,0.0002631578947368,0.0005263157894736,0.0007894736842105
2024-25,184254,Vicario,GK,Spurs,66,4.8,1.8,2160,4,Goalkeeper,0,15.511101,3.5595062,0,0,0.0,0.0,0.0,4,37,33.6,68,2,293,1,0,587.8,0.0,0.0,58.5,2.75,0.0,0.0,0.0,0.0,0.0
2024-25,202641,Onana,GK,Man Utd,120,4.9,5.0,3060,4,Goalkeeper,0,15.994569,3.9259636,0,0,0.0,0.2,0.2,9,44,47.79,90,8,443,0,0,733.0,13.0,0.0,74.7,3.5294117647058822,0.0,0.0,0.0,0.0058823529411764,0.0058823529411764
2024-25,215059,Sánchez,GK,Chelsea,126,4.5,6.2,2880,4,Goalkeeper,0,15.997529,3.8618402,0,0,0.0,0.02,0.02,10,34,38.55,95,11,470,5,0,755.6,20.0,0.0,77.5,3.9375,0.0,0.0,0.0,0.000625,0.000625
2024-25,225321,Ramsdale,GK,Southampton,97,4.4,1.3,2700,4,Goalkeeper,0,16.254036,3.83192,0,0,0.0,0.04,0.04,3,66,66.34,125,11,315,2,0,980.6,0.1,0.0,98.3,3.233333333333333,0.0,0.0,0.0,0.0013333333333333,0.0013333333333333
2024-25,232917,Muric,GK,Ipswich,49,4.4,0.4,1620,4,Goalkeeper,0,15.566191,3.619124,0,0,0.0,0.01,0.01,1,33,36.12,70,5,186,1,0,531.2,0.0,0.0,53.1,2.7222222222222223,0.0,0.0,0.0,0.0005555555555555,0.0005555555555555
2024-25,467189,Hermansen,GK,Leicester,63,4.4,0.4,2385,4,Goalkeeper,0,16.195696,3.8104258,0,0,0.0,0.02,0.02,1,58,55.09,103,1,231,1,0,827.0,0.2,0.0,82.8,2.3773584905660377,0.0,0.0,0.0,0.000754716981132,0.000754716981132
2024-25,489639,Verbruggen,GK,Brighton,103,4.5,2.5,3240,4,Goalkeeper,0,16.19493,3.8163977,0,1,0.0,0.01,0.01,7,58,53.1,91,6,366,5,0,849.8,10.0,0.0,85.8,2.861111111111111,0.0,0.0277777777777777,0.0,0.0002777777777777,0.0002777777777777
2024-25,59859,Gündogan,MID,Man City,97,6.3,0.5,2218,5,Creative midfielder,2,6.047813,2.798109,1,7,3.21,4.43,7.63,10,28,35.69,0,5,460,1,0,387.0,781.3,273.0,144.2,3.9359783588818753,0.0405770964833183,0.2840396753832281,0.1302524797114517,0.1797565374211001,0.3096032461677186
2024-25,61366,De Bruyne,MID,Man City,114,9.5,11.6,1694,5,Creative midfielder,2,4.4258857,3.0895174,4,9,5.17,6.75,11.92,10,19,21.47,0,12,462,2,0,466.6,920.0,411.0,179.5,6.056670602125148,0.2125147579693034,0.4781582054309327,0.2746753246753247,0.3586186540731995,0.6332939787485242
2024-25,85971,Son,MID,Spurs,129,9.7,4.1,2106,5,Creative midfielder,2,4.0411305,3.379946,7,10,7.25,4.97,12.22,4,35,37.99,0,12,543,1,0,629.6,734.9,707.0,207.2,5.512820512820513,0.2991452991452991,0.4273504273504273,0.3098290598290598,0.2123931623931623,0.5222222222222223
2024-25,114243,J.Murphy,MID,Newcastle,159,5.2,14.3,2356,5,Creative midfielder,2,4.106871,3.1222255,8,13,5.89,6.14,12.03,11,31,28.19,0,11,601,4,0,713.4,625.2,519.0,185.6,6.073853989813243,0.3056027164685908,0.4966044142614601,0.225,0.2345500848896434,0.4595500848896434
2024-25,116216,Trossard,MID,Arsenal,152,6.7,4.5,2546,5,Creative midfielder,2,3.7076077,3.14449,8,8,6.74,4.12,10.86,11,27,24.76,0,18,561,2,1,609.0,617.6,798.0,202.1,5.3731343283582085,0.2827965435978005,0.2827965435978005,0.2382560879811469,0.1456402199528672,0.3838963079340141
2024-25,141746,B.Fernandes,MID,Man Utd,174,8.4,13.7,3017,5,Creative midfielder,2,3.687058,2.8518896,8,12,9.93,7.89,17.82,10,47,45.85,0,28,810,3,2,1017.8,1407.7,587.0,300.8,5.190586675505469,0.2386476632416307,0.3579714948624461,0.2962214119986742,0.2353662578720583,0.5315876698707325
2024-25,153133,Iwobi,MID,Fulham,156,5.4,4.9,2981,5,Creative midfielder,2,4.050219,3.3287306,9,6,4.33,6.9,11.23,6,45,38.06,0,16,704,1,0,806.8,922.4,699.0,243.0,4.709828916470983,0.2717208990271721,0.1811472660181147,0.1307279436430728,0.2083193559208319,0.3390472995639047
2024-25,156689,Andreas,MID,Fulham,81,4.9,0.8,2004,5,Creative midfielder,2,5.3939795,2.9431138,2,6,4.24,4.63,8.87,5,32,27.35,0,2,355,8,0,326.6,868.3,300.0,149.0,3.637724550898204,0.0898203592814371,0.2694610778443114,0.1904191616766467,0.2079341317365269,0.3983532934131736
2024-25,159533,Adama,MID,Fulham,95,4.5,1.4,1756,5,Creative midfielder,2,5.4382744,3.125431,2,8,4.11,4.61,8.72,3,28,25.17,0,8,384,3,0,385.4,632.1,426.0,144.6,4.8690205011389525,0.10250569476082,0.4100227790432801,0.2106492027334852,0.2362756264236902,0.4469248291571754
2024-25,165809,Bernardo,MID,Man City,110,6.1,2.8,2667,5,Creative midfielder,2,5.1541433,2.4045029,4,4,3.84,4.56,8.4,10,36,39.68,0,13,568,7,0,603.0,800.4,532.0,193.6,3.712035995500562,0.1349831271091113,0.1349831271091113,0.1295838020247469,0.1538807649043869,0.2834645669291338
2024-25,166989,Tielemans,MID,Aston Villa,121,5.5,1.1,3025,5,Creative midfielder,2,4.93227,2.2864723,3,7,3.31,5.83,9.14,7,46,43.87,0,15,686,4,0,799.6,963.1,333.0,209.6,3.6,0.0892561983471074,0.2082644628099173,0.0984793388429752,0.1734545454545454,0.2719338842975207
2024-25,169187,Alexander-Arnold,DEF,Liverpool,148,7.2,16.7,2362,5,Creative midfielder,2,4.6771016,2.6076434,3,7,1.81,7.2,9.01,12,25,21.67,0,13,603,5,0,723.8,833.7,268.0,182.4,5.639288738357324,0.1143099068585944,0.2667231160033869,0.0689669771380186,0.2743437764606266,0.3433107535986452
2024-25,172780,Maddison,MID,Spurs,133,7.4,3.8,1799,5,Creative midfielder,2,4.1328526,3.3625085,9,8,5.54,5.92,11.46,6,32,32.39,0,15,592,6,0,683.4,702.3,495.0,187.8,6.653696498054475,0.4502501389660922,0.4002223457476375,0.277153974430239,0.2961645358532518,0.5733185102834909
2024-25,184029,Ødegaard,MID,Arsenal,116,8.2,5.7,2321,5,Creative midfielder,2,4.488386,2.8453348,3,9,4.85,6.68,11.53,11,21,22.16,0,11,529,4,0,524.6,968.7,493.0,198.8,4.498061180525635,0.1163291684618698,0.3489875053856096,0.1880654890133563,0.2590262817750969,0.4470917707884532
2024-25,201658,Tavernier,MID,Bournemouth,87,5.4,0.2,1932,5,Creative midfielder,2,5.3796344,3.0591643,3,7,5.51,3.65,9.16,4,29,25.42,0,4,362,6,0,447.0,664.8,442.0,155.4,4.052795031055901,0.139751552795031,0.3260869565217391,0.2566770186335403,0.1700310559006211,0.4267080745341615
2024-25,204480,Rice,MID,Arsenal,127,6.3,4.2,2823,5,Creative midfielder,2,4.1039653,2.5225673,4,7,3.51,5.64,9.14,11,29,27.13,0,17,627,5,1,733.0,959.6,399.0,208.8,4.048884165781084,0.1275239107332625,0.2231668437832093,0.1119022316684378,0.1798087141339001,0.2913921360255048
2024-25,208706,Bruno G.,MID,Newcastle,135,6.2,3.0,3273,5,Creative midfielder,2,5.052096,2.2537413,5,6,4.34,5.32,9.66,13,44,43.41,0,10,661,7,0,723.0,796.0,454.0,197.5,3.712190650779102,0.1374885426214482,0.1649862511457378,0.119340054995417,0.1462878093492209,0.265627864344638
2024-25,209243,Sancho,MID,Chelsea,86,6.2,0.9,1754,5,Creative midfielder,2,6.2429285,2.9701557,3,5,2.13,3.1,5.23,7,24,23.66,0,3,367,2,0,340.0,523.2,414.0,127.5,4.412770809578107,0.153933865450399,0.2565564424173318,0.1092930444697833,0.1590649942987457,0.2683580387685291
2024-25,222531,Gibbs-White,MID,Nott'm Forest,154,6.5,7.4,2806,5,Creative midfielder,2,4.026116,2.6770096,7,11,6.31,4.68,10.99,13,34,41.21,0,18,594,9,1,680.4,793.7,632.0,210.6,4.939415538132573,0.2245188880969351,0.3528153955808981,0.2023877405559515,0.1501069137562366,0.3524946543121882
2024-25,223340,Saka,MID,Arsenal,127,10.4,20.2,1724,5,Creative midfielder,2,4.3831196,3.0872521,6,11,6.87,7.78,14.65,7,21,17.72,0,18,508,3,0,606.0,842.8,830.0,227.9,6.629930394431554,0.3132250580046403,0.574245939675174,0.3586426914153132,0.4061484918793503,0.7647911832946636
2024-25,231057,Bellegarde,MID,Wolves,90,4.9,0.2,1666,5,Creative midfielder,2,6.1936054,2.9879844,2,7,1.46,2.74,4.2,6,31,26.55,0,5,332,3,0,355.6,422.8,200.0,97.2,4.861944777911164,0.1080432172869147,0.3781512605042016,0.0788715486194477,0.1480192076830732,0.226890756302521
2024-25,243016,Mac Allister,MID,Liverpool,122,6.2,1.7,2597,5,Creative midfielder,2,4.8140163,2.577055,5,6,2.89,5.57,8.46,14,24,24.21,0,8,578,6,0,653.4,731.3,357.0,174.1,4.227955333076627,0.1732768579129765,0.2079322294955718,0.1001540238737004,0.1930304197150558,0.2931844435887563
2024-25,244850,Rogers,MID,Aston Villa,161,5.8,25.8,3115,5,Creative midfielder,2,4.3220477,2.6756299,8,11,6.49,5.24,11.73,10,40,43.7,0,15,534,10,0,730.6,722.7,689.0,214.2,4.651685393258426,0.2311396468699839,0.3178170144462279,0.1875120385232745,0.1513964686998395,0.338908507223114
2024-25,247348,Muñoz,DEF,Crystal Palace,142,5.2,19.3,3229,5,Creative midfielder,2,5.578948,2.0510023,4,6,4.92,3.46,8.38,11,46,46.3,0,9,480,10,0,816.6,634.2,524.0,197.6,3.957881697119852,0.1114896252709817,0.1672344379064725,0.1371322390833075,0.0964385258593991,0.2335707649427067
2024-25,247632,Neto,MID,Chelsea,104,6.1,1.4,2262,5,Creative midfielder,2,5.156448,2.7726603,4,6,3.48,4.47,7.95,8,25,27.98,0,9,434,8,0,492.0,762.7,545.0,180.0,4.137931034482759,0.1591511936339522,0.2387267904509283,0.1384615384615384,0.1778514588859416,0.3163129973474801
2024-25,248875,Doku,MID,Man City,88,6.2,1.7,1506,5,Creative midfielder,2,5.889672,3.067607,3,6,1.32,3.81,5.13,8,14,15.18,0,3,425,1,0,453.8,515.9,528.0,150.0,5.258964143426295,0.1792828685258964,0.3585657370517928,0.0788844621513944,0.2276892430278884,0.3065737051792829
2024-25,424876,Szoboszlai,MID,Liverpool,143,6.1,2.7,2485,5,Creative midfielder,2,4.2538495,2.954964,6,10,6.94,6.06,13.0,12,29,26.78,0,14,605,6,0,589.8,794.8,601.0,198.1,5.17907444668008,0.2173038229376257,0.3621730382293763,0.2513480885311872,0.219476861167002,0.4708249496981891
2024-25,433154,McNeil,MID,Everton,93,5.1,1.4,1366,5,Creative midfielder,2,5.5768924,3.143142,4,8,1.05,4.49,5.53,5,24,21.12,0,9,401,1,0,392.0,631.8,207.0,123.3,6.1273792093704245,0.2635431918008785,0.527086383601757,0.0691800878477306,0.2958272327964861,0.3643484626647145
2024-25,440089,Damsgaard,MID,Brentford,131,4.9,1.2,2911,5,Creative midfielder,2,4.814677,2.3839746,2,10,2.91,7.01,9.92,11,41,45.6,0,10,611,2,0,714.8,1006.4,338.0,205.9,4.050154586052902,0.061834421161113,0.3091721058055651,0.0899690827894194,0.2167296461697011,0.3066987289591206
2024-25,448047,Enzo,MID,Chelsea,135,4.7,4.1,2943,5,Creative midfielder,2,4.5424056,2.5328562,6,8,6.23,6.11,12.34,10,37,38.06,0,11,691,8,0,761.6,1131.6,517.0,241.3,4.128440366972478,0.1834862385321101,0.2446483180428134,0.1905198776758409,0.1868501529051987,0.3773700305810398
2024-25,449434,Elanga,MID,Nott'm Forest,153,5.5,9.4,2496,5,Creative midfielder,2,4.016644,3.0424647,6,11,4.81,5.12,9.93,12,35,38.74,0,15,535,1,0,627.0,785.4,582.0,199.8,5.5168269230769225,0.2163461538461538,0.3966346153846153,0.1734375,0.1846153846153846,0.3580528846153846
2024-25,465351,Matheus N.,MID,Man City,81,4.9,0.2,1670,5,Creative midfielder,2,6.131325,2.9160657,1,7,1.11,3.32,4.43,9,19,24.87,0,6,373,4,0,370.4,422.4,206.0,99.9,4.365269461077844,0.0538922155688622,0.3772455089820359,0.0598203592814371,0.1789221556886227,0.2387425149700598
2024-25,487838,Hall,DEF,Newcastle,102,4.7,4.4,2188,5,Creative midfielder,2,6.240411,2.678448,0,7,0.43,3.73,4.16,8,31,29.73,0,11,443,3,0,561.6,561.2,128.0,125.3,4.195612431444242,0.0,0.2879341864716636,0.0176873857404021,0.1534277879341864,0.1711151736745886
2024-25,493250,Amad,MID,Man Utd,129,5.3,4.1,1898,5,Creative midfielder,2,4.0110455,3.3931859,8,8,4.71,3.98,8.69,7,30,31.71,0,17,569,5,0,634.0,687.2,615.0,193.8,6.116965226554268,0.3793466807165437,0.3793466807165437,0.2233403582718651,0.1887249736564805,0.4120653319283456
2024-25,510281,Savinho,MID,Man City,106,6.0,1.9,1760,5,Creative midfielder,2,4.4374075,3.031098,1,11,5.02,6.1,11.12,8,25,21.39,0,15,442,3,0,415.2,682.9,671.0,177.3,5.420454545454545,0.0511363636363636,0.5625,0.2567045454545454,0.3119318181818181,0.5686363636363636
2024-25,592031,Minteh,MID,Brighton,102,4.8,1.0,1831,5,Creative midfielder,2,5.01158,3.3868682,6,5,4.13,4.99,9.12,4,33,28.41,0,8,398,6,0,523.8,448.9,615.0,159.1,5.013653741125069,0.2949208083014746,0.2457673402512288,0.203003823047515,0.2452758055707263,0.4482796286182414
2024-25,18892,Young,DEF,Everton,98,4.2,1.4,1864,6,Balanced defender,1,4.9071217,-0.94459593,1,4,0.27,2.87,3.14,9,23,26.17,0,9,354,7,1,431.2,388.2,46.0,86.8,4.73175965665236,0.0482832618025751,0.1931330472103004,0.0130364806866952,0.1385729613733905,0.1516094420600858
2024-25,88900,Stephens,DEF,Southampton,31,4.0,0.3,1389,6,Balanced defender,1,4.3398438,-1.6435324,1,0,0.58,0.26,0.84,2,31,31.75,0,2,112,2,2,291.8,71.6,51.0,41.5,2.008639308855292,0.0647948164146868,0.0,0.0375809935205183,0.0168466522678185,0.0544276457883369
2024-25,91651,Kovačić,MID,Man City,109,5.4,1.2,2194,6,Balanced defender,1,5.3124757,-0.95331544,6,3,1.91,3.21,5.11,10,29,31.5,0,13,542,5,1,606.4,579.3,204.0,139.1,4.4712853236098455,0.2461257976298997,0.1230628988149498,0.0783500455788514,0.1316773017319963,0.2096171376481312
2024-25,101178,Ward-Prowse,MID,West Ham,51,6.1,0.5,1433,6,Balanced defender,1,4.762877,-0.93929756,1,2,1.59,2.68,4.27,5,18,19.29,0,2,293,2,1,282.4,378.3,138.0,80.0,3.203070481507327,0.0628053035589672,0.1256106071179344,0.0998604326587578,0.1683182135380321,0.2681786461967899
2024-25,119471,Schär,DEF,Newcastle,118,5.5,5.0,2935,6,Balanced defender,1,5.5763106,-1.115489,4,2,3.94,1.01,4.95,11,42,37.26,0,4,440,9,1,743.2,111.5,346.0,119.6,3.61839863713799,0.1226575809199318,0.0613287904599659,0.1208177172061328,0.0309710391822827,0.1517887563884156
2024-25,121599,A.Doucoure,MID,Everton,94,5.1,0.5,2563,6,Balanced defender,1,5.126145,-1.1038245,3,2,4.15,1.41,5.56,11,33,34.38,0,5,333,3,1,352.6,379.4,348.0,107.6,3.300819352321498,0.1053452984783456,0.0702301989855637,0.1457276628950448,0.0495122902848224,0.1952399531798673
2024-25,122798,Robertson,DEF,Liverpool,91,5.8,4.0,2479,6,Balanced defender,1,5.124944,-0.9305614,0,1,1.12,4.27,5.39,10,32,26.9,0,4,397,3,1,395.4,668.7,182.0,124.4,3.3037515127067363,0.0,0.036304961678096,0.0406615570794675,0.1550221863654699,0.1956837434449374
2024-25,128295,Nørgaard,MID,Brentford,107,4.8,0.2,2820,6,Balanced defender,1,5.6147127,-1.0442196,5,5,4.23,1.38,5.61,6,45,44.54,0,7,580,8,1,735.4,333.0,409.0,147.9,3.4148936170212765,0.1595744680851064,0.1595744680851064,0.135,0.0440425531914893,0.1790425531914893
2024-25,155405,Phillips,MID,Ipswich,27,4.8,0.1,1231,6,Balanced defender,1,4.3442645,-1.671142,0,0,0.45,0.46,0.91,1,30,27.21,0,0,167,4,1,181.8,116.2,41.0,33.8,1.9740048740861087,0.0,0.0,0.0329000812347684,0.0336311941510966,0.0665312753858651
2024-25,155408,Cook,MID,Bournemouth,82,5.0,0.1,2976,6,Balanced defender,1,5.722397,-0.93370885,1,4,0.94,3.76,4.7,5,44,45.25,0,3,500,8,1,607.0,727.1,114.0,144.9,2.4798387096774195,0.0302419354838709,0.1209677419354838,0.0284274193548387,0.1137096774193548,0.1421370967741935
2024-25,174874,Andersen,DEF,Fulham,51,4.2,3.4,2673,6,Balanced defender,1,5.01723,-1.5060265,0,0,1.04,0.57,1.61,4,47,37.85,0,3,306,7,1,687.6,99.0,162.0,95.0,1.7171717171717171,0.0,0.0,0.035016835016835,0.0191919191919191,0.0542087542087542
2024-25,179268,Cucurella,DEF,Chelsea,133,5.4,11.8,2988,6,Balanced defender,1,5.418925,-1.1796907,5,2,2.79,2.39,5.18,9,38,39.94,0,14,533,8,1,668.6,350.6,358.0,137.9,4.006024096385542,0.1506024096385542,0.0602409638554216,0.0840361445783132,0.0719879518072289,0.1560240963855421
2024-25,180804,Tuanzebe,DEF,Ipswich,27,3.9,1.2,1710,6,Balanced defender,1,4.2438383,-1.6169829,0,1,0.21,0.26,0.47,1,38,32.01,0,0,80,3,1,284.4,93.4,25.0,40.1,1.4210526315789471,0.0,0.0526315789473684,0.0110526315789473,0.0136842105263157,0.0247368421052631
2024-25,206915,Jones,MID,Liverpool,87,5.3,0.2,1702,6,Balanced defender,1,4.813904,-0.61876357,3,5,4.34,1.46,5.8,6,27,23.35,0,4,396,1,1,397.2,343.7,400.0,113.6,4.600470035252644,0.1586368977673325,0.2643948296122209,0.2294947121034077,0.0772032902467685,0.3066980023501762
2024-25,209036,Guéhi,DEF,Crystal Palace,116,4.7,5.7,3059,6,Balanced defender,1,5.555921,-1.214639,3,2,1.87,2.01,3.88,11,42,41.55,0,11,492,7,1,827.0,237.6,247.0,131.0,3.412880026152337,0.088264138607388,0.058842759071592,0.0550179797319385,0.0591369728669499,0.1141549525988885
2024-25,209400,Kamada,MID,Crystal Palace,45,5.1,0.1,1545,6,Balanced defender,1,4.449137,-1.438524,0,0,1.12,1.55,2.67,3,27,25.74,0,0,246,4,1,219.2,314.1,145.0,68.2,2.621359223300971,0.0,0.0,0.0652427184466019,0.0902912621359223,0.1555339805825242
2024-25,213999,Álvarez,MID,West Ham,40,5.0,0.1,1769,6,Balanced defender,1,4.4477844,-1.5147065,0,1,0.39,0.89,1.28,3,31,30.15,0,0,221,7,1,281.8,213.9,51.0,54.7,2.035048049745619,0.0,0.0508762012436404,0.0198417184850197,0.04527981910684,0.0651215375918598
2024-25,222018,Johnson,DEF,Ipswich,30,3.8,1.9,1346,6,Balanced defender,1,4.387491,-1.5465661,1,2,1.06,0.83,1.89,0,39,37.89,0,2,23,3,1,276.6,177.2,92.0,54.6,2.0059435364041605,0.0668647845468053,0.1337295690936107,0.0708766716196136,0.0554977711738484,0.1263744427934621
2024-25,232653,Ramsey,MID,Aston Villa,66,5.4,0.3,1616,6,Balanced defender,1,4.6994457,-0.98967814,1,4,1.59,2.18,3.77,5,26,23.99,0,3,265,2,1,235.4,307.9,245.0,78.7,3.6757425742574257,0.0556930693069306,0.2227722772277227,0.0885519801980198,0.1214108910891089,0.2099628712871287
2024-25,232859,Spence,DEF,Spurs,51,4.4,0.7,1790,6,Balanced defender,1,4.5900626,-1.4070287,1,2,0.58,1.41,1.99,3,39,34.79,0,6,216,2,1,433.0,226.6,100.0,76.1,2.564245810055866,0.0502793296089385,0.100558659217877,0.0291620111731843,0.0708938547486033,0.1000558659217877
2024-25,233963,Mavropanos,DEF,West Ham,45,4.3,0.1,2035,6,Balanced defender,1,4.5501676,-1.6307641,0,0,1.61,0.39,2.0,2,39,37.11,0,4,234,4,1,497.0,74.9,160.0,73.2,1.99017199017199,0.0,0.0,0.0712039312039312,0.0172481572481572,0.0884520884520884
2024-25,427623,C.Richards,DEF,Crystal Palace,68,4.4,0.2,1921,6,Balanced defender,1,4.664591,-1.475668,1,1,1.33,0.6,1.93,7,31,29.78,0,2,249,2,1,470.8,45.0,181.0,69.6,3.185840707964602,0.0468505986465382,0.0468505986465382,0.0623112961998958,0.0281103591879229,0.0904216553878188
2024-25,441266,Gravenberch,MID,Liverpool,92,5.0,0.7,3160,6,Balanced defender,1,5.2379274,-0.91130275,0,4,1.13,3.5,4.63,14,35,33.06,0,1,568,5,1,550.6,473.9,121.0,114.7,2.620253164556962,0.0,0.1139240506329113,0.0321835443037974,0.0996835443037974,0.1318670886075949
2024-25,448089,J.Gomes,MID,Wolves,87,4.9,0.2,2975,6,Balanced defender,1,5.6316447,-1.1049992,3,1,2.94,2.61,5.55,6,59,49.5,0,7,489,9,1,513.4,428.9,231.0,117.3,2.631932773109244,0.0907563025210084,0.0302521008403361,0.0889411764705882,0.0789579831932773,0.1678991596638655
2024-25,448514,Aït-Nouri,DEF,Wolves,125,5.1,15.0,3112,6,Balanced defender,1,5.8183665,-0.6667808,4,7,2.69,3.98,6.67,7,67,53.27,0,13,447,5,1,778.4,694.3,435.0,191.0,3.6150385604113113,0.1156812339331619,0.2024421593830334,0.0777956298200514,0.1151028277634961,0.1928984575835475
2024-25,455084,Davis,DEF,Ipswich,52,4.2,0.9,2742,6,Balanced defender,1,6.040506,-0.8406984,1,2,0.98,4.74,5.72,2,71,60.7,0,5,174,5,1,486.8,865.4,145.0,149.6,1.7067833698030634,0.0328227571115973,0.0656455142231947,0.0321663019693654,0.1555798687089715,0.187746170678337
2024-25,460842,Kudus,MID,West Ham,106,6.2,2.6,2589,6,Balanced defender,1,5.174014,-0.45942068,5,4,6.97,2.67,9.64,7,46,43.46,0,5,373,2,1,471.6,552.5,752.0,177.5,3.684820393974508,0.1738122827346465,0.1390498261877172,0.2422943221320973,0.0928157589803012,0.3351100811123986
2024-25,462424,Saliba,DEF,Arsenal,130,6.4,25.8,3039,6,Balanced defender,1,5.3117833,-1.3505713,2,0,2.42,1.28,3.7,12,29,30.32,0,14,564,2,1,672.6,150.1,116.0,94.2,3.84995064165844,0.0592300098716683,0.0,0.0716683119447186,0.0379072063178677,0.1095755182625863
