first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Harry,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
William,Smallbone,0,2,24,389,4,53.2,70.2,43.0,1,84,16.5,3,0,0,0.0,45
Nathan,Tella,0,0,1,2,0,0.0,3.0,17.0,0,3,2.0,0,0,0,0.0,45
Jake,Vokins,0,0,2,90,1,16.7,8.4,3.0,0,10,2.8,0,0,0,0.0,40
Alexandre,Jankewitz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Will,Ferry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jacob,Maddox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ben,Davies,0,0,41,1430,19,172.4,279.8,94.0,2,223,54.4,4,0,6,0.3,53
Jan,Vertonghen,1,1,62,1644,24,56.1,398.4,63.0,5,346,51.9,4,0,2,1.5,52
Toby,Alderweireld,2,2,97,2957,39,196.0,773.6,182.0,6,576,115.2,7,0,7,5.0,53
Davinson,Sánchez,0,2,64,2431,37,31.0,550.0,82.0,4,443,66.5,4,0,6,1.0,53
Kieran,Trippier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55
Juan,Foyth,0,0,3,66,3,12.5,18.6,0.0,0,9,3.1,0,0,1,0.0,48
Serge,Aurier,1,7,124,2699,33,508.1,655.2,252.0,15,623,141.6,9,1,2,7.7,51
Harry,Kane,18,2,158,2588,36,391.0,843.8,1071.0,26,587,230.6,6,0,4,13.1,110
Vincent,Janssen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Hugo,Lloris,0,0,98,1808,21,0.0,564.6,0.0,13,422,56.5,6,0,0,4.1,53
Paulo,Gazzaniga,0,0,58,1612,26,10.0,449.8,0.0,6,300,46.1,2,0,1,1.5,41
Heung-Min,Son,11,13,169,2478,32,606.1,800.6,1144.0,18,544,254.6,7,2,0,8.5,97
Christian,Eriksen,2,2,48,1090,18,348.9,262.4,225.0,6,205,83.3,1,0,5,2.3,86
Bamidele,Alli,8,6,117,1845,25,328.6,531.2,627.0,12,349,148.9,4,0,2,2.7,83
Lucas,Rodrigues Moura da Silva,4,5,100,2235,29,477.1,494.6,751.0,3,330,172.1,6,0,3,4.1,70
Erik,Lamela,2,5,65,1203,12,284.2,226.2,337.0,2,220,84.5,5,0,3,1.1,57
Harry,Winks,0,0,52,2223,31,323.4,361.8,74.0,0,369,76.1,6,0,9,0.3,52
Victor,Wanyama,0,0,1,24,2,0.9,1.2,0.0,0,5,0.2,0,0,1,0.1,47
Moussa,Sissoko,2,1,69,2451,31,275.7,346.0,189.0,0,386,81.0,7,0,8,1.3,48
Eric,Dier,0,2,36,1340,23,100.2,297.2,56.0,0,172,45.6,3,0,5,0.2,48
Luke,Amos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Oliver,Skipp,0,0,7,74,1,1.6,15.2,0.0,0,23,1.8,0,0,0,0.6,42
Tanguy,Ndombele,2,2,45,1002,17,194.8,274.2,122.0,2,220,59.2,1,0,3,2.2,58
Troy,Parrott,0,0,2,6,0,0.1,0.2,0.0,0,6,0.0,0,0,0,0.7,43
Giovani,Lo Celso,0,3,54,1482,18,459.4,303.2,176.0,3,250,93.9,6,0,6,0.4,73
Ryan,Sessegnon,0,0,9,341,5,39.9,45.4,34.0,0,41,11.9,0,0,0,0.1,54
Georges-Kévin,Nkoudou,0,0,1,2,0,0.0,0.0,18.0,0,3,1.8,0,0,0,0.0,50
Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40
Michel,Vorm,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Japhet,Tanganga,0,0,17,525,7,17.2,134.4,20.0,0,100,17.1,2,0,1,1.3,39
Gedson,Carvalho Fernandes,0,0,7,62,1,34.3,17.2,20.0,0,20,7.2,0,0,0,0.0,46
Steven,Bergwijn,3,1,43,699,9,187.3,174.2,147.0,5,141,50.8,2,0,2,0.8,69
Harvey,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dennis,Cirkin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
José,Holebas,0,1,21,1022,28,208.4,171.4,62.0,0,153,44.1,2,0,5,0.7,46
Christian,Kabasele,0,2,73,2250,35,55.3,477.0,164.0,4,382,69.9,7,2,1,0.5,43
Adam,Masina,1,0,66,1815,31,201.3,351.2,109.0,4,281,66.4,6,0,3,0.3,43
Adrian,Mariappa,0,0,26,1509,33,75.2,216.6,32.0,1,185,31.7,3,1,4,0.2,41
Francisco,Femenía Far,0,1,54,2236,46,320.9,363.2,58.0,0,366,74.4,5,0,5,0.9,42
Craig,Cathcart,0,0,77,2488,37,34.8,458.0,57.0,3,441,55.1,9,0,7,2.8,41
Daryl,Janmaat,0,1,36,606,5,108.4,116.0,46.0,7,148,27.1,4,0,1,0.5,40
Marc,Navarro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39
Sebastian,Prödl,0,0,1,56,0,0.1,1.8,8.0,0,3,1.0,0,0,0,1.0,39
Troy,Deeney,10,2,109,2224,39,378.5,536.0,801.0,15,403,171.4,6,0,3,1.7,62
Gerard,Deulofeu,4,5,88,2097,33,602.3,458.4,896.0,9,330,195.4,8,0,3,1.7,61
Andre,Gray,2,1,39,741,17,129.5,106.2,287.0,2,117,51.2,0,0,1,0.4,55
Isaac,Success Ajayi,0,0,4,65,3,13.6,6.2,17.0,0,8,3.7,0,0,1,0.3,47
Ben,Foster,0,0,137,3420,64,10.1,904.6,17.0,17,686,93.5,9,0,1,3.6,49
Pontus,Dahlberg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42
Abdoulaye,Doucouré,4,4,113,3156,61,539.0,529.6,667.0,9,459,173.4,10,0,9,1.7,54
Roberto,Pereyra,3,0,60,1641,27,293.4,237.8,350.0,0,194,88.0,5,0,4,0.6,56
Will,Hughes,1,1,62,2249,46,413.1,352.2,270.0,3,265,103.6,5,0,9,0.3,53
Tom,Cleverley,1,0,33,964,26,219.2,174.8,221.0,2,153,61.6,1,0,2,0.1,48
Ken,Sema,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Etienne,Capoue,0,4,78,2627,48,313.6,482.8,102.0,7,394,90.0,8,0,8,0.3,48
Nathaniel,Chalobah,0,1,36,919,14,130.3,162.2,55.0,2,142,34.5,2,0,1,0.2,44
Domingos,Quina,0,0,4,18,2,0.8,7.4,7.0,0,10,1.5,0,0,0,0.1,43
Craig,Dawson,2,0,61,2359,49,67.5,550.6,403.0,2,353,102.1,4,0,6,0.3,48
Danny,Welbeck,2,1,39,813,15,51.5,128.2,350.0,3,93,53.0,1,0,0,0.2,58
Heurelho da Silva,Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43
Ismaïla,Sarr,5,7,107,2023,35,391.9,392.0,637.0,7,300,142.2,6,0,1,1.3,59
Dimitri,Foulquier,0,0,1,57,6,1.0,8.0,0.0,0,12,1.0,0,0,0,0.2,39
Ayotomiwa,Dele-Bashiru,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
João Pedro,Junqueira de Jesus,0,0,3,22,1,6.4,4.2,8.0,0,8,1.7,0,0,0,0.0,48
Ignacio,Pussetto,0,0,6,67,3,5.0,29.4,2.0,0,20,3.6,0,0,1,0.0,46
Adalberto,Peñaranda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Aaron,Cresswell,3,0,79,2727,51,441.0,535.4,180.0,5,444,115.9,5,0,7,1.5,45
Angelo,Ogbonna,2,0,81,2786,44,37.8,579.0,168.0,0,453,78.4,7,0,4,0.9,45
Arthur,Masuaku,0,1,26,930,18,128.6,240.8,53.0,3,166,42.4,2,1,4,0.4,41
Pablo,Zabaleta,0,0,10,588,14,50.5,110.4,12.0,0,90,17.4,0,0,2,0.4,41
Ryan,Fredericks,0,3,74,2235,39,333.7,491.2,76.0,7,423,90.5,7,0,7,0.4,44
Issa,Diop,3,1,76,2765,54,64.3,610.0,210.0,3,424,88.7,4,0,8,2.5,43
Fabián,Balbuena,1,0,40,1176,24,18.5,268.0,149.0,3,210,43.6,3,0,2,0.3,43
Winston,Reid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.6,39
Ben,Johnson,0,0,6,270,3,25.2,48.0,1.0,0,32,7.4,0,0,0,2.2,40
Marko,Arnautovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,70
Javier,Hernández Balcázar,1,0,9,106,4,2.2,35.6,39.0,2,27,7.7,0,0,0,0.3,60
Alexandre Nascimento,Costa Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,43
Lukasz,Fabianski,0,0,83,2117,34,0.0,531.2,0.0,5,414,53.2,5,0,1,2.2,49
Michail,Antonio,10,4,111,1767,30,377.4,552.8,1094.0,8,284,201.7,3,0,3,5.4,71
Felipe Anderson,Pereira Gomes,1,4,66,1493,27,414.7,377.2,355.0,1,299,114.8,7,0,1,2.4,66
Manuel,Lanzini,0,3,50,1370,30,464.8,219.0,281.0,3,234,96.5,2,0,1,0.7,61
Andriy,Yarmolenko,5,1,70,981,17,265.7,284.4,329.0,10,231,87.9,3,0,2,0.7,52
Robert,Snodgrass,5,5,87,1504,33,552.1,422.2,320.0,8,312,129.7,3,0,4,0.6,50
Jack,Wilshere,0,0,8,209,5,7.0,6.4,4.0,0,14,1.5,0,0,0,0.2,46
Declan,Rice,1,5,105,3420,62,350.8,715.8,259.0,8,616,132.5,7,0,6,1.8,47
Mark,Noble,4,4,105,2675,44,602.2,542.2,164.0,8,504,131.1,7,0,5,1.0,49
Carlos,Sánchez,0,0,7,112,2,3.7,8.4,0.0,0,20,1.1,0,0,0,0.4,43
Grady,Diangana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Pablo,Fornals,2,6,93,2167,35,359.7,350.4,381.0,4,346,109.2,6,0,3,0.3,60
Pedro,Obiang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Roberto,Jimenez Gago,0,0,18,686,17,0.0,239.0,0.0,1,134,23.9,0,0,0,0.3,44
Sébastien,Haller,7,3,102,2259,41,354.5,450.4,1012.0,11,327,180.9,5,0,1,2.1,68
Albian,Ajeti,0,0,9,132,3,22.9,5.2,47.0,0,16,7.3,0,0,0,0.0,56
David,Martin,0,0,20,435,6,0.0,112.0,0.0,2,86,11.2,2,0,1,3.3,39
Nathan,Holland,0,0,2,31,1,3.8,12.6,9.0,0,10,2.5,0,0,0,0.0,44
Joseph,Anang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Jeremy,Ngakia,0,0,8,440,8,10.7,78.0,9.0,0,48,9.8,0,0,0,0.1,40
Gonçalo Bento,Soares Cardoso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Bernardo,Costa Da Rosa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Darren,Randolph,0,0,3,180,5,0.0,49.6,0.0,0,27,4.9,0,0,0,0.2,39
Tomas,Soucek,3,0,41,1039,18,73.1,254.2,293.0,3,155,62.1,1,0,0,0.4,48
Jarrod,Bowen,1,4,44,916,13,235.0,221.4,342.0,3,173,79.8,1,0,0,0.2,64
Alfie,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matt,Doherty,4,8,167,2836,31,340.5,576.2,681.0,15,590,160.0,12,0,1,12.7,65
Jonathan,Castro Otto,2,3,123,2885,35,379.2,543.6,299.0,6,537,122.4,11,0,4,2.5,55
Conor,Coady,0,0,118,3420,40,68.8,556.4,0.0,7,648,62.4,13,0,5,2.5,51
Willy,Boly,0,1,97,1980,15,85.8,477.0,119.0,10,470,68.4,12,1,1,4.1,49
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,32,644,6,96.2,130.4,56.0,1,134,28.1,3,0,1,0.2,41
Romain,Saïss,2,2,103,2703,34,160.7,621.2,298.0,8,525,108.1,10,1,10,5.5,47
Max,Kilman,0,0,5,184,2,1.2,35.2,0.0,0,24,3.7,0,0,0,3.3,39
Raúl,Jiménez,17,7,194,3241,36,668.2,911.6,1680.0,33,685,325.4,15,0,3,29.5,80
Diogo,Jota,7,3,105,2278,28,453.3,457.8,1139.0,12,348,204.9,10,0,4,4.8,60
Rui Pedro,dos Santos Patrício,0,0,153,3420,40,0.0,741.0,0.0,8,680,74.3,13,0,0,9.9,53
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42
Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39
Rúben Diogo,da Silva Neves,2,2,97,3053,35,445.4,538.6,307.0,7,498,129.1,13,0,9,4.4,52
João Filipe Iria,Santos Moutinho,1,7,113,3105,36,1200.1,712.0,122.0,12,617,204.0,11,0,7,4.4,53
Morgan,Gibbs-White,0,1,11,125,2,44.1,6.6,12.0,0,39,6.3,0,0,0,0.1,47
Adama,Traoré,4,9,130,2599,33,786.4,727.2,583.0,14,522,209.7,7,0,1,13.2,56
Hélder,Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Ivan,Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Leander,Dendoncker,4,0,100,2790,34,160.6,529.2,282.0,9,426,96.8,11,0,5,8.5,44
Jesús,Vallejo Lázaro,0,0,1,162,6,7.0,35.6,0.0,0,22,4.3,0,0,1,0.2,46
Patrick,Cutrone,2,0,23,292,6,35.6,85.2,155.0,0,69,27.5,1,0,0,0.4,54
Pedro,Lomba Neto,3,3,57,920,12,232.0,227.8,260.0,0,194,71.8,1,0,3,0.2,49
Bernard,Ashley-Seal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Taylor,Perry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Owen,Otasowie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Oskar,Buur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ryan,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39
Bruno André,Cavaco Jordao,0,0,1,6,0,10.4,2.6,0.0,0,4,1.3,0,0,0,0.0,45
Daniel,Castelo Podence,1,1,25,285,0,73.3,62.4,148.0,2,74,28.4,3,0,0,0.1,49
Leonardo,Campana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
